SA1_7DIGITCODE_2011,EA_11,EA_16,change,Influx_affluent
2111330,72,139,0.9305555555555556,True
2111331,66,95,0.4393939393939394,True
2111332,21,111,4.285714285714286,True
2111401,58,139,1.396551724137931,True
2111402,96,105,0.09375,False
2111403,46,39,-0.15217391304347827,False
2111404,58,62,0.06896551724137931,False
2111405,55,79,0.43636363636363634,True
2111406,86,36,-0.5813953488372093,False
2111407,82,66,-0.1951219512195122,False
2111408,62,134,1.1612903225806452,True
2111409,89,68,-0.23595505617977527,False
2111410,95,82,-0.1368421052631579,False
2111411,39,63,0.6153846153846154,True
2111412,64,95,0.484375,True
2111413,92,105,0.14130434782608695,False
2111414,70,78,0.11428571428571428,False
2111415,42,101,1.4047619047619047,True
2111416,65,116,0.7846153846153846,True
2111417,60,52,-0.13333333333333333,False
2111418,72,71,-0.013888888888888888,False
2111419,59,98,0.6610169491525424,True
2111420,48,95,0.9791666666666666,True
2111421,92,49,-0.4673913043478261,False
2111422,47,76,0.6170212765957447,True
2111423,81,80,-0.012345679012345678,False
2111424,43,79,0.8372093023255814,True
2111425,50,71,0.42,True
2111426,55,62,0.12727272727272726,False
2111427,81,98,0.20987654320987653,True
2111428,58,56,-0.034482758620689655,False
2111429,58,104,0.7931034482758621,True
2111430,64,62,-0.03125,False
2111431,68,77,0.1323529411764706,False
2111432,106,59,-0.44339622641509435,False
2111433,88,219,1.4886363636363635,True
2111434,73,98,0.3424657534246575,True
2111435,88,77,-0.125,False
2111436,72,67,-0.06944444444444445,False
2111437,110,78,-0.2909090909090909,False
2111438,111,140,0.26126126126126126,True
2111439,68,114,0.6764705882352942,True
2111440,53,69,0.3018867924528302,True
2111441,84,106,0.2619047619047619,True
2111442,113,86,-0.23893805309734514,False
2111443,88,117,0.32954545454545453,True
2111444,110,102,-0.07272727272727272,False
2111445,85,65,-0.23529411764705882,False
2111446,93,94,0.010752688172043012,False
2111447,47,123,1.6170212765957446,True
2111448,64,133,1.078125,True
2111449,103,142,0.3786407766990291,True
2111450,50,187,2.74,True
2111451,46,96,1.0869565217391304,True
2111452,105,100,-0.047619047619047616,False
2111453,67,60,-0.1044776119402985,False
2111454,80,86,0.075,False
2111455,54,113,1.0925925925925926,True
2111456,52,67,0.28846153846153844,True
2111457,30,49,0.6333333333333333,True
2111458,63,122,0.9365079365079365,True
2111459,71,81,0.14084507042253522,False
2111460,75,72,-0.04,False
2111461,89,64,-0.2808988764044944,False
2111501,108,57,-0.4722222222222222,False
2111502,112,60,-0.4642857142857143,False
2111503,82,75,-0.08536585365853659,False
2111504,103,86,-0.1650485436893204,False
2111505,130,78,-0.4,False
2111506,13,100,6.6923076923076925,True
2111507,19,101,4.315789473684211,True
2111508,146,123,-0.15753424657534246,False
2111509,64,79,0.234375,True
2111510,87,83,-0.04597701149425287,False
2111511,127,111,-0.12598425196850394,False
2111512,77,8,-0.8961038961038961,False
2111513,106,19,-0.8207547169811321,False
2111514,106,163,0.5377358490566038,True
2111515,65,55,-0.15384615384615385,False
2111516,115,114,-0.008695652173913044,False
2111517,335,121,-0.6388059701492538,False
2111518,0,114,0.0,False
2111519,14,122,7.714285714285714,True
2111520,23,95,3.130434782608696,True
2111521,6,55,8.166666666666666,True
2111601,50,133,1.66,True
2111602,58,0,-1.0,False
2111603,73,13,-0.821917808219178,False
2111604,74,21,-0.7162162162162162,False
2111605,83,9,-0.891566265060241,False
2111606,87,77,-0.11494252873563218,False
2111607,79,494,5.253164556962025,True
2111608,107,52,-0.514018691588785,False
2111609,42,70,0.6666666666666666,True
2111610,77,92,0.19480519480519481,True
2111611,88,103,0.17045454545454544,False
2111612,92,69,-0.25,False
2111613,99,139,0.40404040404040403,True
2111614,77,92,0.19480519480519481,True
2111615,106,100,-0.05660377358490566,False
2111616,101,111,0.09900990099009901,False
2111617,92,66,-0.2826086956521739,False
2111618,92,73,-0.20652173913043478,False
2111619,86,89,0.03488372093023256,False
2111620,68,99,0.45588235294117646,True
2111621,80,113,0.4125,True
2111622,94,91,-0.031914893617021274,False
2111623,107,115,0.07476635514018691,False
2111624,76,115,0.5131578947368421,True
2111625,97,115,0.18556701030927836,True
2111626,72,143,0.9861111111111112,True
2111627,66,107,0.6212121212121212,True
2111628,84,89,0.05952380952380952,False
2111629,0,111,0.0,False
2111630,59,80,0.3559322033898305,True
2111631,106,88,-0.16981132075471697,False
2111632,65,100,0.5384615384615384,True
2111701,198,100,-0.494949494949495,False
2111702,135,119,-0.11851851851851852,False
2111703,88,82,-0.06818181818181818,False
2111704,140,90,-0.35714285714285715,False
2111705,115,0,-1.0,False
2111706,143,67,-0.5314685314685315,False
2111707,180,146,-0.18888888888888888,False
2111708,151,63,-0.5827814569536424,False
2111709,124,326,1.6290322580645162,True
2111710,90,133,0.4777777777777778,True
2111711,113,91,-0.19469026548672566,False
2111712,137,151,0.10218978102189781,False
2111713,111,138,0.24324324324324326,True
2111714,74,202,1.7297297297297298,True
2111715,117,715,5.111111111111111,True
2111716,92,293,2.1847826086956523,True
2111717,91,119,0.3076923076923077,True
2111718,55,184,2.3454545454545452,True
2111719,160,111,-0.30625,False
2111720,11,139,11.636363636363637,True
2111721,93,103,0.10752688172043011,False
2111722,10,71,6.1,True
2111723,15,131,7.733333333333333,True
2111724,0,98,0.0,False
2111725,122,60,-0.5081967213114754,False
2111726,93,150,0.6129032258064516,True
2111727,110,205,0.8636363636363636,True
2111728,182,97,-0.46703296703296704,False
2111729,104,73,-0.2980769230769231,False
2111730,185,13,-0.9297297297297298,False
2111731,94,13,-0.8617021276595744,False
2111732,155,0,-1.0,False
2111801,126,133,0.05555555555555555,False
2111802,121,106,-0.12396694214876033,False
2111803,305,118,-0.6131147540983607,False
2111804,168,202,0.20238095238095238,True
2111805,141,122,-0.1347517730496454,False
2111806,49,130,1.653061224489796,True
2111807,51,220,3.3137254901960786,True
2111808,79,103,0.3037974683544304,True
2111809,43,131,2.046511627906977,True
2111810,208,93,-0.5528846153846154,False
2111811,3,126,41.0,True
2111812,45,253,4.622222222222222,True
2111813,178,172,-0.033707865168539325,False
2111814,21,136,5.476190476190476,True
2111901,83,42,-0.4939759036144578,False
2111902,128,77,-0.3984375,False
2111903,110,12,-0.8909090909090909,False
2111904,103,122,0.18446601941747573,True
2111905,81,651,7.037037037037037,True
2111906,112,0,-1.0,False
2111907,167,507,2.035928143712575,True
2111908,113,626,4.539823008849558,True
2111909,204,115,-0.4362745098039216,False
2111910,75,298,2.973333333333333,True
2111911,60,144,1.4,True
2111912,141,68,-0.5177304964539007,False
2111913,0,141,0.0,False
2111914,103,127,0.23300970873786409,True
2111915,150,71,-0.5266666666666666,False
2112001,34,65,0.9117647058823529,True
2112101,5,128,24.6,True
2112102,99,178,0.797979797979798,True
2112103,106,122,0.1509433962264151,False
2112104,97,180,0.8556701030927835,True
2112105,160,69,-0.56875,False
2112106,0,60,0.0,False
2112107,237,156,-0.34177215189873417,False
2112108,108,0,-1.0,False
2112109,128,106,-0.171875,False
2112110,80,114,0.425,True
2112111,0,23,0.0,False
2112112,92,7,-0.9239130434782609,False
2112113,78,128,0.6410256410256411,True
2112114,88,201,1.2840909090909092,True
2112115,165,92,-0.44242424242424244,False
2112116,67,196,1.9253731343283582,True
2112117,190,0,-1.0,False
2112118,127,109,-0.14173228346456693,False
2112119,178,104,-0.4157303370786517,False
2112120,244,83,-0.6598360655737705,False
2112121,50,0,-1.0,False
2112122,146,106,-0.273972602739726,False
2112123,194,94,-0.5154639175257731,False
2112201,258,90,-0.6511627906976745,False
2112202,109,145,0.3302752293577982,True
2112203,222,86,-0.6126126126126126,False
2112204,123,129,0.04878048780487805,False
2112205,0,179,0.0,False
2112206,151,60,-0.6026490066225165,False
2112207,247,144,-0.41700404858299595,False
2112208,263,206,-0.21673003802281368,False
2112209,122,110,-0.09836065573770492,False
2112210,113,100,-0.11504424778761062,False
2112211,125,66,-0.472,False
2112212,182,189,0.038461538461538464,False
2112213,136,111,-0.18382352941176472,False
2112214,139,158,0.1366906474820144,False
2112215,211,469,1.2227488151658767,True
2112216,92,240,1.608695652173913,True
2112217,150,267,0.78,True
2112218,65,0,-1.0,False
2112219,311,181,-0.4180064308681672,False
2112220,236,162,-0.3135593220338983,False
2112221,104,127,0.22115384615384615,True
2112222,127,398,2.1338582677165356,True
2112223,78,220,1.8205128205128205,True
2112224,118,154,0.3050847457627119,True
2112225,52,139,1.6730769230769231,True
2112226,250,239,-0.044,False
2112227,412,96,-0.7669902912621359,False
2112228,117,322,1.7521367521367521,True
2112229,256,249,-0.02734375,False
2112230,109,1269,10.642201834862385,True
2112231,85,115,0.35294117647058826,True
2112232,116,175,0.5086206896551724,True
2112233,142,104,-0.2676056338028169,False
2112234,125,302,1.416,True
2112235,205,49,-0.7609756097560976,False
2112301,259,499,0.9266409266409267,True
2112302,78,115,0.47435897435897434,True
2112303,101,116,0.1485148514851485,False
2112304,66,202,2.0606060606060606,True
2112305,88,147,0.6704545454545454,True
2112306,99,152,0.5353535353535354,True
2112307,74,227,2.0675675675675675,True
2112308,145,129,-0.1103448275862069,False
2112309,135,147,0.08888888888888889,False
2112310,93,241,1.5913978494623655,True
2112311,161,443,1.7515527950310559,True
2112312,178,75,-0.5786516853932584,False
2112313,0,169,0.0,False
2112314,225,188,-0.16444444444444445,False
2112315,0,194,0.0,False
2112316,158,232,0.46835443037974683,True
2112317,0,104,0.0,False
2112318,143,578,3.041958041958042,True
2112319,123,237,0.926829268292683,True
2112320,47,869,17.48936170212766,True
2112321,22,330,14.0,True
2112322,23,84,2.652173913043478,True
2112323,69,145,1.1014492753623188,True
2112324,105,222,1.1142857142857143,True
2112325,166,82,-0.5060240963855421,False
2112326,17,100,4.882352941176471,True
2112327,98,99,0.01020408163265306,False
2112328,128,227,0.7734375,True
2112329,154,159,0.032467532467532464,False
2112330,154,100,-0.35064935064935066,False
2112331,92,153,0.6630434782608695,True
2112332,164,393,1.396341463414634,True
2112333,5,0,-1.0,False
2112334,125,278,1.224,True
2112335,119,0,-1.0,False
2112336,105,204,0.9428571428571428,True
2112337,98,0,-1.0,False
2112338,78,133,0.7051282051282052,True
2112401,0,140,0.0,False
2112402,115,156,0.3565217391304348,True
2112403,0,25,0.0,False
2112404,117,21,-0.8205128205128205,False
2112405,179,63,-0.6480446927374302,False
2112406,77,112,0.45454545454545453,True
2112407,118,164,0.3898305084745763,True
2112408,235,19,-0.9191489361702128,False
2112409,82,336,3.097560975609756,True
2112410,84,176,1.0952380952380953,True
2112411,84,201,1.3928571428571428,True
2112412,112,248,1.2142857142857142,True
2112413,127,183,0.4409448818897638,True
2112501,142,210,0.4788732394366197,True
2112502,158,50,-0.6835443037974683,False
2112503,149,173,0.1610738255033557,False
2112504,109,139,0.27522935779816515,True
2112505,171,107,-0.3742690058479532,False
2112506,111,105,-0.05405405405405406,False
2112507,141,108,-0.23404255319148937,False
2112508,154,226,0.4675324675324675,True
2112509,101,296,1.9306930693069306,True
2112510,153,0,-1.0,False
2112511,55,114,1.0727272727272728,True
2112512,201,6,-0.9701492537313433,False
2112513,90,131,0.45555555555555555,True
2112514,98,85,-0.1326530612244898,False
2112601,253,172,-0.3201581027667984,False
2112602,196,182,-0.07142857142857142,False
2112603,170,97,-0.4294117647058823,False
2112604,131,97,-0.2595419847328244,False
2112605,92,127,0.3804347826086957,True
2112606,154,131,-0.14935064935064934,False
2112607,149,242,0.6241610738255033,True
2112608,133,82,-0.38345864661654133,False
2112609,213,63,-0.704225352112676,False
2112610,73,98,0.3424657534246575,True
2112611,200,117,-0.415,False
2112612,0,149,0.0,False
2112613,163,126,-0.22699386503067484,False
2112614,106,166,0.5660377358490566,True
2112615,173,96,-0.44508670520231214,False
2112616,145,170,0.1724137931034483,False
2112617,170,95,-0.4411764705882353,False
2112618,295,151,-0.488135593220339,False
2112619,207,160,-0.22705314009661837,False
2112620,122,111,-0.09016393442622951,False
2112621,227,152,-0.3303964757709251,False
2112622,16,58,2.625,True
2112623,9,225,24.0,True
2112624,3,102,33.0,True
2112625,57,104,0.8245614035087719,True
2112626,0,161,0.0,False
2112627,67,126,0.8805970149253731,True
2112628,107,124,0.1588785046728972,False
2112701,0,90,0.0,False
2112702,0,306,0.0,False
2112801,59,199,2.3728813559322033,True
2112802,75,63,-0.16,False
2112803,153,239,0.5620915032679739,True
2112804,137,0,-1.0,False
2112805,82,148,0.8048780487804879,True
2112806,119,134,0.12605042016806722,False
2112807,121,164,0.35537190082644626,True
2112808,91,150,0.6483516483516484,True
2112809,106,190,0.7924528301886793,True
2112810,45,314,5.977777777777778,True
2112811,91,461,4.065934065934066,True
2112812,105,96,-0.08571428571428572,False
2112813,185,15,-0.918918918918919,False
2112814,102,125,0.22549019607843138,True
2112815,98,3,-0.9693877551020408,False
2112816,88,56,-0.36363636363636365,False
2112817,102,472,3.627450980392157,True
2112818,84,55,-0.34523809523809523,False
2112819,137,113,-0.17518248175182483,False
2112820,116,527,3.543103448275862,True
2112821,81,97,0.19753086419753085,True
2112822,117,212,0.811965811965812,True
2112823,95,286,2.0105263157894737,True
2112824,112,250,1.2321428571428572,True
2112825,109,140,0.28440366972477066,True
2112826,111,219,0.972972972972973,True
2112827,176,0,-1.0,False
2112828,195,0,-1.0,False
2112829,297,57,-0.8080808080808081,False
2112830,236,98,-0.5847457627118644,False
2112831,73,118,0.6164383561643836,True
2112832,0,126,0.0,False
2112833,177,76,-0.5706214689265536,False
2112901,112,122,0.08928571428571429,False
2112902,151,102,-0.32450331125827814,False
2112903,130,106,-0.18461538461538463,False
2112904,104,110,0.057692307692307696,False
2112905,150,79,-0.47333333333333333,False
2112906,91,82,-0.0989010989010989,False
2112907,176,120,-0.3181818181818182,False
2112908,128,170,0.328125,True
2112909,144,115,-0.2013888888888889,False
2112910,101,84,-0.16831683168316833,False
2112911,70,84,0.2,True
2112912,67,102,0.5223880597014925,True
2112913,115,81,-0.2956521739130435,False
2112914,94,145,0.5425531914893617,True
2112915,72,136,0.8888888888888888,True
2112916,115,90,-0.21739130434782608,False
2112917,0,108,0.0,False
2112918,0,84,0.0,False
2112919,0,103,0.0,False
2112920,0,104,0.0,False
2112921,120,125,0.041666666666666664,False
2112922,148,232,0.5675675675675675,True
2112923,139,186,0.3381294964028777,True
2112924,91,242,1.6593406593406594,True
2112925,145,183,0.2620689655172414,True
2112926,120,0,-1.0,False
2112927,100,188,0.88,True
2112928,107,158,0.4766355140186916,True
2112929,67,182,1.7164179104477613,True
2112930,104,106,0.019230769230769232,False
2112931,145,141,-0.027586206896551724,False
2112932,102,113,0.10784313725490197,False
2112933,88,108,0.22727272727272727,True
2112934,76,176,1.3157894736842106,True
2112935,109,73,-0.3302752293577982,False
2112936,108,164,0.5185185185185185,True
2112937,42,136,2.238095238095238,True
2112938,55,111,1.018181818181818,True
2112939,108,90,-0.16666666666666666,False
2112940,87,86,-0.011494252873563218,False
2113001,161,72,-0.5527950310559007,False
2113002,125,103,-0.176,False
2113003,116,84,-0.27586206896551724,False
2113004,59,60,0.01694915254237288,False
2113005,77,136,0.7662337662337663,True
2113006,87,0,-1.0,False
2113007,123,0,-1.0,False
2113008,47,0,-1.0,False
2113009,74,0,-1.0,False
2113010,180,146,-0.18888888888888888,False
2113011,95,161,0.6947368421052632,True
2113012,88,122,0.38636363636363635,True
2113013,45,123,1.7333333333333334,True
2113014,39,152,2.8974358974358974,True
2113015,48,120,1.5,True
2113016,111,105,-0.05405405405405406,False
2113017,150,97,-0.35333333333333333,False
2113018,457,71,-0.8446389496717724,False
