region_id,B112
2040607,696.6
2040608,656.8
2040609,1104
2040610,600.3
2040611,1075.8
2040701,849.8
2040702,835.1
2040703,586.3
2040704,638.4
2040705,626.4
2040706,576.8
2040707,707
2040708,569.8
2040709,678.4
2040710,646.8
2040801,1027.6
2040802,1061.5
2040803,1031.8
2040804,781.3
2040805,582
2040806,860.8
2040807,705.9
2040808,981.4
2040809,1041.5
2040901,577.9
2040902,942.1
2040903,589.8
2040904,774.2
2040905,571.4
2040906,666.6
2040907,653.2
2040908,594.6
2040909,626.8
2040910,586.9
2040911,613
2040912,821.3
2041001,672.9
2041002,978.1
2041003,1147.4
2041004,880.5
2041005,970.6
2041006,1052.7
2041007,1019.1
2041008,1132.7
2041009,518.6
2041101,1008.3
2041102,960.7
2041103,781.8
2041104,1095.2
2041105,812.8
2041106,772.7
2041107,574.5
2041108,493.7
2041109,712.5
2041110,667.7
2041111,1116.1
2041201,574.5
2041202,715.2
2041203,965.8
2041204,953.8
2041205,694.7
2041206,627.5
2041207,671.3
2041208,957.5
2041209,982.4
2041210,1231.7
2041301,713.3
2041302,745.8
2041303,632.4
2041304,543.1
2041305,746.9
2041306,567.7
2041307,761.8
2041308,616.8
2041309,866.3
2041310,613.1
2041311,1107.2
2041312,611.8
2041401,640.7
2041402,663
2041403,614.4
2041404,758.4
2041405,899.5
2041406,644.5
2041407,1045.2
2041408,785
2041409,624.2
2041410,1050.9
2041411,944.3
2041412,1074.6
2041413,1528.1
2041501,615.1
2041502,656.3
2041504,436
2041505,424.5
2041506,489.7
2041507,368.6
2041508,436.3
2041509,1014.2
2041510,468.6
2041601,743.1
2041602,1344.7
2041603,1023.9
2041604,1045.2
2041605,961.7
2041606,959.2
2041607,824.9
2041608,1054.7
2041609,1033.2
2041610,1113.7
2041611,733.8
2041612,759.3
2041613,749.3
2041614,1165.8
2041701,632.4
2041702,987.9
2041703,992.8
2041704,921.6
2041705,568.3
2041706,443.1
2041707,541
2041708,664.9
2041709,611.8
2041710,582
2041711,544
2041712,617.6
2041713,572.2
2050101,621.1
2050102,686.8
2050103,626.4
2050104,927.9
2050105,1047.8
2050106,627.4
2050107,1024.9
2050108,811.9
2050109,0
2050110,724.5
2050201,552.1
2050202,694.7
2050203,1049.8
2050204,625.5
2050205,537.3
2050207,849.8
2050208,781.8
2050209,640.7
2050301,871.1
2050302,1037.3
2050303,705.9
2050304,597.7
2050306,634.1
2050307,756.4
2050308,811.9
2050401,817.3
2050402,914.8
2050403,1053.9
2050405,708.8
2050406,879.6
2050407,754.3
2050408,1094
2050409,871.1
2050410,930.6
2050411,941
2050412,508.6
2050413,887.8
2050414,1159.2
2050501,890.5
2050502,712.1
2050503,645.1
2050504,638.8
2050505,904.2
2050506,599.3
2050507,632.6
2050508,676.3
2050509,887.1
2050510,717.7
2050511,629.1
2050512,773.1
2050513,612.5
2050601,1092.4
2050602,299.5
2050603,1256.9
2050604,943.7
2050605,1031.8
2050606,833.2
2050607,1004.5
2050608,839.8
2050609,697.4
2050610,954.8
2050611,844.2
2050612,1385.7
2050613,1038.9
2050701,662.4
2050702,681.9
2050703,749.3
2050704,637.5
2050705,965.8
2050706,756.4
2050707,742
2050708,765.4
2050709,625.9
2050710,0
2050711,601.6
2050801,954.8
2050802,843.5
2050803,399.7
2050804,1099.5
2050805,1016.1
2050806,1149.3
2050807,586
2050808,642.8
2050809,512.4
2050810,0
2050811,547.9
2050812,932.7
2050813,0
2050814,899.5
2050815,899.5
2050816,899.5
2050817,1299.5
2050818,1165.8
2050901,702.1
2050902,1027.1
2050903,681.9
2050904,899.5
2050905,786.6
2050906,769.2
2050907,609.8
2050908,531
2050909,666.6
2050910,0
2050911,761.8
2050912,0
2050913,0
2051001,699.7
2051002,788.4
2051003,1039.8
2051004,926.6
2051005,668.6
2051006,769.2
2051007,626.1
2051008,829.9
2051009,1071.9
2051010,849.8
2051101,1099.5
2051102,657
2051103,1033.2
2051104,607.2
2051105,566.7
2051106,1082.9
2051107,1020.6
2051108,1051.5
2051109,1075.2
2051110,1037.8
2051111,724.5
2051112,939.3
2051113,1212.4
2051114,1186.2
2051115,1037.7
2051201,971.9
2051202,560.5
2051203,753.2
2051204,593.6
2051205,1447.8
2051206,736.3
2051207,982.4
2051208,990
2051301,738.7
2051302,929
2051303,634.1
2051304,1165.8
2051305,547.4
2051306,1038.9
2051307,1041
2051308,592.2
2051309,743.9
2051401,1130.9
2051402,0
2051403,759.1
2051404,738
2051405,814.9
2051406,1034.3
2051407,870.2
2051408,832.7
2051409,911.9
2051501,1113.1
2051502,1236.2
2051503,1141.4
2051504,1226.5
2051505,1099.5
2051506,1110.6
2051508,1044.5
2051509,1305.7
2051510,1077
2051511,1112.8
2051512,1052.4
2051513,1771.8
2051514,1293.3
2051515,1122.3
2051516,940
2051517,1254.9
2060101,704.6
2060102,769.2
2060103,749.3
2060104,660.6
2060105,656.8
2060106,692.6
2060107,864
2060108,645.4
2060109,602.4
2060110,751.6
2060111,741.7
2060112,943.7
2060113,683.1
2060114,769.2
2060115,712.1
2060201,991.9
2060202,1049.8
2060203,1156.4
2060204,1187.9
2060205,1160.7
2060206,1186.6
2060207,1176.9
2060208,1112.8
2060209,1091.6
2060210,1408.3
2060211,1476.9
2060212,1538
2060213,1138.2
2060214,1834.6
2060215,1481.5
2060216,1180.6
2060301,1049.8
2060302,1004.1
2060303,839.8
2060304,574.5
2060305,698.2
2060306,990.7
2060307,635.7
2060308,601.2
2060309,554.2
2060310,652.9
2060311,1074.6
2060312,683.9
2060401,1180.9
2060402,1184.8
2060403,1064.9
2060404,1120.8
2060405,1087.6
2060406,1011.7
2060407,1002.4
2060408,809.5
2060409,1142.1
2060410,904.7
2060411,986.6
2060501,899.5
2060502,983.7
2060503,959.2
2060504,554.4
2060505,858.8
2060506,735.1
2060507,680.4
2060601,941
2060602,556.8
2060603,626.4
2060604,735.7
2060605,592
2060606,562.5
2060607,611.8
2060608,775.7
2060609,587.9
2060610,554.5
2060611,574.5
2060612,608.6
2060613,605.5
2060614,0
2060701,660.1
2060702,899.5
2060703,774.2
2060704,696.6
2060705,552.8
2060706,430.7
2060707,504.1
2060708,1011.7
2060709,839.8
2060801,687.3
2060802,1129
2060803,1512.1
2060804,965.8
2060805,1274.6
2060806,672.4
2060807,1249.8
2060808,934.3
2060809,1066.3
2060810,1239.8
2060811,1332.7
2060901,889.5
2060902,636.6
2060903,1008.7
2060904,1087.1
2060905,557.6
2060906,565.2
2060907,738.5
2060908,714.3
2060909,642
2060910,942.1
2060911,666.2
2061001,786.6
2061002,676.6
2061003,581.5
2061004,818.7
2061005,738.5
2061006,787.5
2061007,588
2061008,990.3
2061101,539.4
2061102,674.8
2061103,561
2061104,636.6
2061105,503.4
2061106,646.1
2061107,662.4
2061108,663.5
2061201,1412
2061202,1362.3
2061203,1615.9
2061204,1264.7
2061205,659.9
2061206,1111.4
2061207,1299.5
2061208,1155.7
2061209,1719.9
2061210,1747.6
2061211,1144.4
2061212,1656.3
2061213,1332.7
2061301,1474.8
2061302,1624.3
2061303,1193.5
2061304,1568.2
2061305,1261.2
2061306,1287.1
2061307,1528.1
2061308,1358.3
2061309,1089.2
2061310,1849.5
2070101,643.3
2070102,1394
2070103,591.3
2070104,489.3
2070105,559.6
2070106,778.7
2070107,503.2
2070108,1108.5
2070109,1042.6
2070110,849.8
2070111,674.8
2070112,598.9
2070201,867.8
2070202,734.4
2070203,831.4
2070204,659.3
2070205,629.4
2070206,593.1
2070207,622.9
2070208,620.6
2070209,694.1
2070210,724.5
2070211,782.8
2070212,758
2070301,604.3
2070302,599.3
2070303,549.7
2070304,638.4
2070305,412.7
2070306,478.3
2070307,535.1
2070308,502.3
2070309,591.1
2070310,582
2070311,589.4
2070312,506.8
2070313,512.4
2070314,668.1
2070401,739.4
2070402,668.1
2070403,589
2070404,786.6
2070405,1038.7
2070406,733.8
2070407,626.3
2070408,645.5
2070409,919.4
2070410,537.3
2070411,613.5
2070501,1023.7
2070502,839.8
2070503,786.6
2070504,1024
2070505,1178.3
2070506,639.7
2070507,1007.1
2070508,888.4
2070509,1113.1
2070510,578.2
2070511,589.4
2070512,866.3
2070513,1184.4
2070514,1331.7
2070515,807.2
2070516,1072.1
2070517,544
2070518,882.9
2070519,1016.6
2070601,1103.1
2070602,944.3
2070603,494.3
2070604,629.8
2070605,787.8
2070606,1016.9
2070607,608.9
2070608,1052
2070609,574.5
2070610,887.8
2070611,1109.8
2070701,812.4
2070702,907.2
2070703,581.4
2070704,956.4
2070705,712.1
2070706,1213.7
2070707,833.2
2070708,962.8
2070709,939.3
2070710,1092.4
2070711,1064.7
2070712,1003.1
2070713,660.1
2070714,940
2070801,606.4
2070802,585.1
2070803,749.3
2070804,1072.4
2070805,899
2070806,984.8
2070807,1026.2
2070808,856.9
2070809,939.3
2070810,1119.4
2070811,976
2070812,674.8
2070901,1404.8
2070902,1295.7
2070903,1119.4
2070904,1464.1
2070905,1161.7
2070906,752.4
2070907,1121.6
2070908,1134.3
2070909,1014.6
2070910,1332.7
2070911,1179.7
2070912,1071.9
2070913,1234.6
2071001,939.3
2071002,899.5
2071003,1524.6
2071004,1056.9
2071005,1081.4
2071006,1362.8
2071007,927.1
2071008,899.5
2071009,1332.7
2071010,1024
2071011,899.5
2071012,1099.5
2071013,899.5
2071014,874.6
2071015,899.5
2071016,991.3
2071017,703.8
2071101,1124.4
2071102,902.9
2071103,847.1
2071104,859.7
2071105,706.6
2071106,909.8
2071107,663.5
2071108,811.1
2071109,1342.8
2071110,712.6
2071111,849.8
2071112,899.5
2071113,1015.7
2071114,433.8
2071115,622.7
2071116,1031.7
2071201,734.4
2071202,642.2
2071203,758
2071204,588.9
2071205,709.6
2071206,644
2071207,617.3
2071208,661.2
2071209,713.5
2071210,663.8
2071211,696.6
2071212,627.7
2071213,607.9
2071214,377.4
2071215,761.8
2071216,642.8
2071217,1213.7
2071218,467.1
2071301,680.5
2071302,1077.4
2071303,739.4
2071304,727.3
2071305,749.3
2071306,738.9
2071307,717.7
2071308,664
2071309,554
2071310,775
2071311,721.3
2071312,816.6
2071313,664.9
2071314,789.1
2071315,899.5
2071316,0
2071401,711
2071402,1022.6
2071403,556.4
2071404,1021.3
2071405,617.1
2071406,613
2071407,449.3
2071408,932.7
2071409,730.7
2071410,735.1
2071411,632
2071412,668.6
2071413,557
2071414,736.9
2071415,674.8
2071416,516
2071501,668.6
2071502,695.8
2071503,694.7
2071504,812.4
2071505,1033.2
2071506,778.1
2071507,786.6
2071508,749.3
2071509,761.8
2071510,676.6
2071511,508.8
2071512,777.7
2071601,774.2
2071602,763.5
2071603,756.9
2071604,739.4
2071605,669.9
2071606,907.8
2071607,1125.7
2071608,1076.5
2071609,778.7
2071610,866.3
2071611,757.6
2071612,712.1
2071613,769.2
2071614,812.4
2071615,694
2071701,806.9
2071702,918.2
2071703,886.2
2071704,644.5
2071705,576.4
2071706,674
2071707,862.6
2071708,916.1
2071709,761.8
2071710,716.2
2071801,705.9
2071802,611.8
2071803,634.1
2071804,583.3
2071805,1062.2
2071806,694.7
2071807,786.6
2071808,526.6
2071809,505.7
2071810,833.2
2071901,699.7
2071902,687.3
2071903,754.3
2071904,608.9
2071905,636.6
2072001,603
2072002,538.7
2072003,579.3
2072004,614.9
2072005,695.8
2080101,756.4
2080102,574.5
2080103,899.5
2080104,638.4
2080105,752.4
2080106,965.8
2080107,700.6
2080108,640.4
2080109,541.4
2080201,743.1
2080202,1060.3
2080203,984.8
2080204,956.4
2080205,532.4
2080206,1019.9
2080207,775.7
2080208,1099.5
2080209,745.8
2080210,1136.8
2080211,752.4
2080301,804.5
2080302,622.4
2080303,606.8
2080304,571.8
2080305,631.4
2080306,675.9
2080307,740.5
2080308,833.2
2080309,786.6
2080401,644
2080402,1016.6
2080403,696.6
2080404,639.1
2080405,780.4
2080406,749.3
2080407,668.1
2080408,592
2080409,595.5
2080501,1094
2080502,923.2
2080503,732
2080504,1008.3
2080506,655.7
2080507,1084.2
2080508,1080.5
2080509,699.7
2080510,778.7
2080511,1033.2
2080512,636.6
2080513,1206.6
2080514,1183.7
2080601,1045.9
2080602,885.3
2080603,1077.4
2080604,987.9
2080605,777.7
2080606,1593.8
2080607,885.3
2080608,926
2080609,880.5
2080610,1268.1
2080611,1107.8
2080612,926
2080613,0
2080614,1141
2080615,1519.6
2080616,1573.7
2080617,1130.3
2080701,636
2080702,606.7
2080703,594.8
2080704,586.7
2080705,655
2080706,0
2080707,541
2080708,359.3
2080709,504.1
2080710,506.8
2080711,792.5
2080712,1223.4
2080713,1086.2
2080714,1519.6
2080801,911.9
2080802,609.3
2080803,668.6
2080804,803.6
2080805,643.1
2080806,542.6
2080807,638
2080808,720.6
2080809,695.5
2080810,687.3
2080901,598.4
2080902,656
2080903,631.3
2080904,780.4
2080905,656.8
2080906,605
2080907,420.1
2080908,474.2
2080909,574.5
2080910,510.1
2080911,522.4
2080912,717.7
2081001,1082.9
2081002,1377.7
2081003,1134.6
2081004,1154.2
2081005,1059.7
2081006,949.3
2081007,1305.7
2081008,1182.4
2081009,1299.5
2081010,1671.8
2081011,1104.5
2081012,1023
2081013,0
2081014,1241.5
2081015,1143
2081016,1279.6
2081017,1256
2081101,949.3
2081102,741.1
2081103,965.8
2081104,1159.2
2081105,1024.9
2081106,1064
2081107,692.6
2081108,849.8
2081109,951.4
2081110,924.4
2081111,914.8
2081112,899
2081201,616.5
2081202,574.5
2081203,687.3
2081204,790.7
2081205,681.9
2081206,708.5
2081207,624.9
2081208,879.6
2081209,645.1
2081210,429.2
2081301,1180.6
2081302,1278.2
2081303,1159.2
2081304,1515
2081305,1115.3
2081306,888.4
2081307,1028.4
2081308,1443.6
2081309,1079.6
2081310,1560.2
2081311,1412.5
2081312,1349.3
2081313,1685.4
2081401,1271.1
2081402,805.4
2081403,1094.3
2081404,1107.6
2081405,934.6
2081406,753.7
2081407,1051.3
2081408,691.9
2081409,598.2
2081410,736
2081411,721.1
2081412,1101.8
2081413,1036.2
2081501,1029.3
2081502,1003.3
2081503,711.4
2081504,1049.8
2081505,984.8
2081506,1374.1
2081507,936.8
2081508,1332.7
2081509,910.6
2081510,1599.3
2081511,856
2081512,738
2081513,990
2081514,871.1
2081601,683.1
2081602,709.6
2081603,572.2
2081604,724.5
2081605,1058
2081606,454.3
2081607,736
2081608,834.8
2081609,873
2081610,1036.7
2081611,732.3
2081701,816.6
2081702,721.1
2081703,674.8
2081704,679.8
2081705,653.6
2081706,639.1
2081707,662.4
2081708,715.2
2081709,690.1
2081710,646.7
2081711,1046.6
2081712,876.3
2081713,789.1
2081714,1003.8
2081715,816.6
2081801,638
2081802,765.1
2081803,1099.5
2081804,603.9
2081805,700.8
2081806,791.9
2081807,835.1
2081808,643
2081809,713
2081810,701.2
2081811,783
2081812,571.4
2081813,618.6
2081901,666.9
2081902,881.9
2081903,1056.5
2081904,1255.3
2081905,1211.1
2081906,1155.4
2081907,735.7
2081908,1080.8
2081909,807.1
2081910,1009.3
2081911,1379.1
2081912,1037.3
2081913,1047.4
2081914,1111.9
2081915,1128.4
2081916,724.5
2081917,1239.8
2081918,1245.2
2082001,714.6
2082002,713.3
