region_id,B112
2082003,818.1
2082004,709.6
2082005,899.5
2082006,856.9
2082007,859.7
2082008,658.3
2082009,750.8
2082010,634.9
2082011,624.2
2082012,660.6
2082013,1106.6
2082101,690.4
2082102,1120.1
2082103,851.7
2082104,813
2082105,836.2
2082106,968.4
2082107,640.1
2082108,555.9
2082109,543.3
2082110,690.1
2082111,583.3
2082112,0
2082113,574.5
2082114,738.5
2082201,621.4
2082202,542.2
2082203,1099.5
2082204,529
2082205,693.8
2082206,707.9
2082207,1118.5
2082208,562.1
2082209,654.5
2082210,743.1
2082211,1137.8
2082301,543.8
2082302,605.2
2082303,613.9
2082304,484.1
2082305,624.2
2082306,600.4
2082307,601.8
2082308,664.9
2082309,568.3
2082310,599.3
2082311,806.1
2082401,584.8
2082402,724.5
2082403,668.6
2082404,371.3
2082405,643.3
2082406,634.5
2082407,538.2
2082408,541
2082501,678.4
2082502,539.9
2082503,556.4
2082504,562.1
2082505,361.5
2082506,445.4
2082507,586
2082508,531.9
2090101,1024.9
2090102,849.8
2090103,949.3
2090104,1074.6
2090105,554.2
2090106,1024.9
2090107,601.4
2090108,662.4
2090109,564.3
2090110,828.4
2090201,660.6
2090202,1228.4
2090203,699.7
2090204,807.7
2090205,761.8
2090206,1033.2
2090207,899.5
2090208,1009.5
2090209,527.1
2090210,724.5
2090211,949.3
2090301,1009
2090302,932.7
2090303,899.5
2090304,1108.2
2090305,1069.7
2090306,749.3
2090307,1042.6
2090308,687.3
2090309,1319.4
2090401,984.8
2090402,874.6
2090403,1009
2090404,1013.7
2090405,985.7
2090406,1053.6
2090407,752.4
2090408,1091.2
2090409,1058
2090410,1127.1
2090501,965.8
2090502,551.6
2090503,575.8
2090504,666.9
2090505,513
2090506,737.6
2090507,814.2
2090508,836.2
2090509,910
2090510,632.1
2090511,595.6
2090601,849.8
2090602,1078.8
2090603,877
2090604,739.4
2090605,399.7
2090606,670.3
2090607,1003.6
2090608,1021.6
2090609,653.4
2090610,1025.8
2090611,935
2090612,935
2090613,1179.9
2090701,1074.6
2090702,1128.8
2090703,1027.1
2090704,0
2090705,756.4
2090706,1152.6
2090707,1126.9
2090709,789.7
2090710,959.2
2090801,750.8
2090802,877.4
2090803,824.9
2090804,769.2
2090805,716.8
2090806,779.7
2090807,894.5
2090808,684.8
2090901,601.9
2090902,1109.5
2090903,691.9
2090904,782.4
2090905,788.4
2090906,693.8
2090907,608.4
2090908,624.2
2091001,965.8
2091003,674.8
2091004,786.6
2091005,660.6
2091006,686.8
2091007,562.4
2091008,559.1
2091009,1066.3
2091101,842.6
2091102,672.4
2091103,1026.2
2091104,559.6
2091105,604.3
2091106,594
2091107,769.2
2091108,581.3
2091109,899.5
2091110,1182.4
2091201,1063.3
2091202,871.1
2091203,716.2
2091204,780.4
2091205,1016.6
2091301,615.9
2091302,616.3
2091303,1073.3
2091304,638.4
2091305,1292.4
2091306,1272.4
2091307,1104.5
2091308,810
2091309,1049.8
2091310,1059.7
2091311,1417.6
2091312,1132.7
2091314,1224.9
2091401,719.5
2091402,744.1
2091403,561.4
2091404,613.2
2091405,888.4
2091406,520.3
2091407,1004.7
2091408,571.1
2091409,1299.5
2091501,899.5
2091502,782.4
2091503,672.6
2091504,823.7
2091505,888.4
2091506,1175.1
2091507,974.1
2091508,1183.3
2091509,761.8
2091601,1031.1
2091602,924.4
2091603,602.4
2091604,956.4
2091605,1168.4
2091606,909.5
2091701,932.7
2091702,911.9
2091703,1056.2
2091704,1015.9
2091801,949.3
2091802,625
2091803,639.7
2091804,686.8
2091805,641.5
2091806,1028.4
2091807,705.9
2091808,0
2091809,724.5
2091810,869.6
2091901,0
2091902,784.1
2091903,1099.5
2091904,777.7
2091905,934.6
2092001,677.9
2092002,1010.7
2092003,1158
2092004,1020.9
2092005,1266.3
2092006,1099.5
2092007,1092.4
2092008,1033.2
2092010,1044.2
2092011,1003.1
2092012,1170.6
2092013,1079.6
2092014,1045.2
2092015,743.1
2092016,1159.2
2092101,1017.3
2092102,727.2
2092103,791.5
2092104,696.6
2092105,639.4
2092106,1130.3
2092107,741.7
2092108,955.7
2092109,1115.6
2092201,704.6
2092202,959.2
2092203,1053.9
2092204,866.3
2092205,608.4
2092206,778.7
2092207,707.9
2092208,961.3
2092209,819
2092210,790.7
2092211,524.8
2092212,1108.2
2092213,1026.5
2092301,1037.3
2092302,724.5
2092303,737.6
2092304,791.2
2092305,683.9
2092306,743.9
2092307,866.3
2092308,583.3
2092309,606.8
2092310,572.8
2092311,819.9
2092312,949.3
2092313,1329.4
2092314,982.4
2092315,669.9
2092316,657.8
2092317,926
2092401,1144.7
2092402,1145.1
2092403,577.2
2092404,810.3
2092405,790
2092406,1370.6
2092407,1172.8
2092408,1167.6
2092409,1109.5
2092410,724.5
2092411,716.5
2092412,935.3
2092413,1117.1
2092414,899.5
2092501,599.3
2092502,664.4
2092503,963.5
2092504,1046.4
2092505,490.7
2092506,1082.9
2092507,1142.1
2092508,1342.1
2092509,972.5
2092510,949.3
2092511,1071.1
2092601,559.9
2092602,1005.4
2092603,1174.1
2092604,1077.4
2092605,1009
2092606,871.1
2092607,736.9
2092608,574.5
2100101,754.3
2100102,1039.8
2100103,787.5
2100104,949.3
2100105,1028.4
2100106,965.8
2100107,856.9
2100108,1013.7
2100109,833.2
2100110,899.5
2100111,874.6
2100112,724.5
2100201,705.9
2100202,504.4
2100203,1009.5
2100204,974.1
2100205,555.9
2100207,403.8
2100208,932.7
2100209,724.5
2100210,713.9
2100211,579.8
2100212,0
2100301,980.9
2100302,636.6
2100303,621.3
2100304,559
2100305,1046.4
2100307,1007.2
2100308,1061.6
2100309,987.9
2100401,885.3
2100402,617.8
2100403,667.5
2100404,528.7
2100405,596.4
2100406,677.9
2100407,791.5
2100408,1146.3
2100409,894
2100501,761.8
2100502,491.6
2100503,1075.8
2100504,745.2
2100505,833.2
2100506,660.1
2100507,949.3
2100508,765.1
2100509,926
2100601,657.1
2100602,864.4
2100603,729.5
2100604,717.7
2100605,633.2
2100606,613.9
2100607,823.7
2100608,693.5
2100701,618.7
2100702,734.7
2100703,871.9
2100704,601.3
2100705,757.1
2100706,951.6
2100707,572.4
2100708,664.9
2100801,778.7
2100802,743.1
2100803,1135.7
2100804,1016.6
2100805,643.7
2100806,1029.8
2100807,1115.2
2100808,588.7
2100809,1036.2
2100810,1123
2100811,746.4
2100813,1121.6
2100901,1024.9
2100902,806.6
2100903,1087.4
2100904,1172.5
2100905,1171.9
2100906,1180.9
2100907,1036.7
2100908,1194
2100909,927.9
2100910,1054.3
2100911,1153.1
2100912,1341.4
2100913,1636.7
2101001,1468.5
2101002,724.5
2101003,976.9
2101004,938.2
2101005,754.3
2101006,871.1
2101007,812.4
2101008,819.9
2101009,1159.2
2101010,1156.4
2101101,919.4
2101102,1041.5
2101103,869.6
2101104,913.7
2101105,687.3
2101106,1076.1
2101107,679.8
2101108,1004.7
2101109,949.3
2101110,1005.7
2101111,907.8
2101112,1190.3
2101113,1327.9
2101114,987.9
2101201,1167
2101202,1371.9
2101203,1310.6
2101204,1030.6
2101205,1226.5
2101206,1249.8
2101207,777.1
2101208,1071.5
2101209,1174.1
2101210,1121.6
2101211,1407.8
2101212,1460.7
2101213,1018.1
2101214,1153.8
2101215,1314.8
2101216,1311.9
2101217,1349.3
2101218,1789.7
2101301,1111.9
2101302,640.7
2101303,757.6
2101304,631.8
2101305,674.8
2101306,836.2
2101307,608.4
2101308,1079.6
2101309,1016.6
2101401,1029
2101402,866.3
2101403,677.1
2101404,619.5
2101405,1205.9
2101406,1205.2
2101407,887.1
2101408,1104.7
2101501,849.8
2101502,767.1
2101503,687.3
2101504,956.4
2101505,670.3
2101506,849.8
2101507,590.5
2101508,849.8
2101509,743.1
2101510,611.8
2101601,599.3
2101602,705.9
2101603,637.5
2101604,866.3
2101606,661.9
2101607,601.1
2101701,1126
2101702,607
2101703,839.1
2101704,819.9
2101705,1132.7
2101706,1064.7
2101707,1155.5
2101801,736.9
2101802,1165.8
2101803,1024.9
2101804,1124.4
2101805,1012.4
2101806,1190
2101807,1191.9
2101808,1165.8
2101809,879.6
2101810,1187.9
2101811,1181.4
2101812,854.7
2101901,885.3
2101902,736.9
2101903,928.8
2101904,1162.8
2101905,590.8
2101906,683.1
2101907,621.1
2101908,777.7
2101909,1074.6
2101910,1073.7
2101911,1171.2
2101912,1021.1
2110101,659.3
2110102,631.8
2110103,789.7
2110104,962.8
2110105,1073
2110106,1010
2110107,765.9
2110108,685.6
2110109,764.2
2110201,716.2
2110202,1216.1
2110203,707.3
2110204,818.1
2110205,1371.9
2110206,1105.4
2110207,1013.7
2110208,509.3
2110209,909
2110301,914.8
2110302,735.7
2110303,970.6
2110304,965.8
2110305,794.6
2110306,953.8
2110307,892.9
2110308,824.9
2110309,1021.6
2110401,775.3
2110402,1008.1
2110403,859.7
2110404,1172.8
2110405,1754.4
2110406,1156.4
2110407,803.5
2110408,956.4
2110409,0
2110501,1316.1
2110502,1341
2110503,1838
2110504,1292.9
2110505,925.3
2110506,1056.2
2110507,826.2
2110508,1091.8
2110601,1087.6
2110602,609.6
2110603,581.3
2110604,592.2
2110605,678.7
2110606,578
2110607,622.7
2110608,524.8
2110609,640.2
2110610,528.4
2110701,1026.8
2110702,742
2110703,585.8
2110704,981.7
2110705,1012.4
2110706,915.2
2110707,1034.4
2110708,1123.5
2110709,577.7
2110801,817.6
2110802,927.9
2110803,1182.4
2110804,1086.2
2110805,538.4
2110806,1058
2110807,1007.7
2110808,635.2
2110809,754.3
2110810,899.5
2110811,941.6
2110812,596.6
2110813,1121.1
2110814,1071.1
2110901,1417.3
2110902,1690.7
2110903,1628.2
2110904,1052.4
2110905,707.9
2110906,790.7
2110907,750.3
2110908,1585.4
2110909,815.7
2110910,1122.5
2110911,2049.9
2110912,2012
2111001,1370.6
2111002,976.9
2111003,884.2
2111004,857.8
2111005,699.7
2111006,764.2
2111007,736.3
2111008,1087.1
2111009,899.5
2111010,1162.5
2111011,712.1
2111012,1067.5
2111101,1456.1
2111102,677.9
2111103,894.5
2111104,709.6
2111105,781.8
2111106,1495.1
2111107,1017.4
2111108,803.3
2111109,894.3
2111110,1269.7
2111111,1028.4
2111112,1091
2111113,1464.1
2111114,1317.9
2111115,1326.6
2111116,1849
2111117,1721.4
2111201,609.4
2111202,735.5
2111203,733.8
2111204,916.1
2111205,778.7
2111206,752.4
2111207,895.9
2111208,707.9
2111209,629.9
2111210,838.3
2111211,737.6
2111212,1065.5
2111301,1139.3
2111302,1249.8
2111303,1216.1
2111304,1129.3
2111305,1030.6
2111306,1036.2
2111307,1365.8
2111308,1193.5
2111309,934.1
2111310,1076.5
2111311,606.2
2111312,752.9
2111313,1116.5
2111314,1275.3
2111315,1184.8
2111316,1122.9
2111401,1030.6
2111402,1064.4
2111403,637.5
2111404,1013.7
2111405,1059.7
2111406,1079.6
2111407,719.2
2111408,964.4
2111409,952.2
2111410,761.8
2111411,772.7
2111412,0
2111413,1886.9
2111414,1185.7
2111415,1169.2
2111416,1118.6
2111501,673.1
2111502,643.8
2111503,788.4
2111504,591.9
2111505,509.7
2111506,597
2111507,586.3
2111508,553.2
2111509,520.7
2111510,687.3
2111511,757.6
2111512,601.9
2111601,1212.4
2111602,1085.9
2111603,1146.3
2111604,983.7
2111605,656.2
2111606,1368.4
2111607,645.3
2111608,827.9
2111609,1066.3
2111610,715.7
2111611,1089.2
2111612,1314.4
2111613,1249.8
2111701,994.9
2111702,1008.3
2111703,1057.8
2111704,1039.8
2111705,716.7
2111706,845.2
2111707,630.4
2111708,606.4
2111709,778.7
2111710,827.1
2111711,837.9
2111712,1007.1
2111713,1184.8
2111801,1184.8
2111802,1223.4
2111803,1066.3
2111804,1747.2
2111805,1069.9
2111806,787.5
2111807,1021.1
2111808,895.2
2111809,1118.2
2111810,871.1
2111811,1082.9
2111812,1104.2
2111813,1214.2
2111814,1139.3
2111901,1464.6
2111902,878.6
2111903,835.5
2111904,625.9
2111905,873.5
2111906,656.8
2111907,788.4
2111908,853.1
2111909,603.7
2111910,842.6
2111911,778.7
2112001,584.7
2112002,611.8
2112003,518.6
2112004,613.9
2112005,645.9
2112006,578.2
2112007,589.4
2112008,482.4
2112009,570.6
2112101,778.7
2112102,744.8
2112103,713
2112104,606
2112105,1079.6
2112106,1119.4
2112107,1179.1
2112108,842.6
2112109,977.7
2112110,758.9
2112111,0
2112201,865.2
2112202,553.9
2112203,567.9
2112204,463.1
2112205,432.3
2112206,501.8
2112207,571
2112208,430.2
2112209,615.5
2112210,767.1
2112301,1124.4
2112302,701.6
2112303,1266.3
2112304,1143.7
2112305,1224.9
2112306,1096.6
2112307,1036.2
2112308,1322.1
2112309,1176.5
2112310,1102.2
2112311,1185.4
2112312,1142.9
2112313,0
2112314,1117.1
2112401,596.1
2112402,757.6
2112403,724.5
2112404,833.2
2112405,1062.2
2112406,859.7
2112407,1035.5
2112408,893.6
2112409,979.1
2112410,972.8
2112411,810
2112412,847.6
2112413,1124.4
2112414,833.2
2112415,1085.3
2112501,1020.6
2112502,853.1
2112503,910.6
2112504,868.4
2112505,769.8
2112506,973.2
2112507,943.7
2112508,978.3
2112509,1129.1
2112510,1056.2
2112511,1056
2112512,1184.4
2112513,617.6
2112514,1314.8
2112601,362.4
2112602,951.1
2112603,544.7
2112604,679.8
2112605,654.4
2112606,756.4
2112607,861.6
2112608,743.9
2112609,587.8
2112610,603.8
2112611,955.2
2112612,873.5
2112613,1599.3
2112701,657.5
2112702,586.9
2112703,507.2
2112704,2049.4
2112705,577.7
2112706,677.1
2112707,553
2112708,357.1
2112709,469.2
2112710,424.5
2112711,476.6
2112712,0
2112713,738
2112801,675.6
2112802,1276.3
2112803,1097.7
2112804,1095.4
2112805,982.4
2112806,1139.3
2112807,880.5
2112808,911.9
2112809,653.4
2112810,587.3
2112811,622.3
2112812,623.3
2112813,793.3
2112814,582
2112815,574.5
2112816,1196.2
2112817,941.6
2112901,753.3
2112902,720.1
2112903,543.7
2112904,741.1
2112905,983.7
2112906,606.4
2112907,592.2
2112908,824.9
2112909,868.9
2112910,894
2112911,1004
2112912,507.4
2112913,1147.4
2113001,1076.9
2113002,638.7
2113003,578.9
2113004,608.7
2113005,854.3
2113006,502.1
2113007,534.9
2113008,515.7
2113009,568.8
2113010,954.8
2120101,935
2120102,1007.4
2120103,979.1
2120104,1076.1
2120106,1299.5
2120108,1584.7
2120109,1423.9
2120110,932.7
2120111,1061.6
2120112,1299.5
2120113,983.7
2120114,0
2120115,1499.7
2120116,1285.9
2120117,1403.8
2120118,1005
2120119,1118.2
2120120,1059.7
2120121,1271.1
2120122,1026.8
2120123,1039.8
2120124,1543.3
2120125,1106.6
2120126,1183.7
2120201,1072.1
2120202,1239.8
2120203,1180.9
2120204,1129.9
2120205,1002.6
2120206,930.6
2120207,784.6
2120208,765.5
2120209,895.2
2120210,716.2
2120211,1054.1
2120212,1169.2
2120213,1068.9
2120301,858
2120302,771.9
2120303,763.9
2120304,713.3
2120305,730
2120306,621.4
2120307,844.8
2120308,908.8
2120309,750.9
2120310,589.4
2120311,562.1
2120401,1005.9
2120402,971.4
2120403,769.8
2120404,720.8
2120405,600.9
2120406,922.2
2120407,1499.7
2120408,866.3
2120409,816.6
2120410,753.5
2120411,1168.4
2120412,873.2
2120413,1254.3
2120414,0
2120501,967.6
2120502,1002.7
2120503,934.1
2120504,1006.9
2120505,1039.8
2120506,1073.5
2120507,1125.8
2120508,1008.8
2120509,995.3
2120510,1077
2120511,1063.7
2120512,937.8
2120513,1033.2
2120514,1013.6
2120515,953.3
2120516,1053.9
2120601,1204.7
2120602,1207.2
2120603,1168.1
2120604,1389.1
2120605,0
2120606,1500.9
2120607,1030.3
2120608,1027.1
2120609,1186.3
2120610,1059
2120611,1161.4
2120612,1104.2
2120613,1435.9
2120614,1204.3
2120615,1077.7
2120616,1440.8
2120617,1295.4
2120618,0
2120619,1125.7
2120620,1009.5
2120621,1521
2120622,1464.1
2120623,1274.6
2120624,1506.8
2120625,1579.4
2120626,1514.1
2120627,1327.1
2120628,1288.8
2120629,1559.5
2120630,1405.7
2120701,1008.3
2120702,1049.8
2120703,967.2
2120704,1271.6
2120705,1282.2
2120706,1288.7
2120707,1158.2
2120708,1274.6
2120709,2249
2120710,1028
2120711,1036.2
2120712,1068.4
2120713,0
2120714,1266.3
2120715,1460.6
2120716,1362.3
2120717,2020.8
2120718,1604.6
2120719,0
2120720,1512.1
2120721,2106
2120722,1967.5
2120723,2151
2120724,1705.3
2120725,1406.3
2120726,1557.6
2120727,1470.8
2120728,1434
2120729,1578.3
2120730,1667
2120731,1841.4
2120732,1895
2120733,1544.3
2120734,1688.3
2120735,1536.3
2120736,1657.1
2120737,1233.2
2120738,1549.5
2120801,938.2
2120802,1118.8
2120803,805.9
2120804,1086.5
2120805,986
2120806,1062.5
2120807,1151.9
2120808,1574.4
2120809,882.9
2120810,1562
2120811,1393.5
2120812,1033.2
2120813,1072.4
2120814,1434
2120815,1523.9
2120901,615.7
2120902,1107.4
2120903,804.7
2120904,1004.3
2120905,786.6
2120906,1053.1
2120907,882.9
2120908,1042.1
2120909,1003.1
2120910,955.5
2120911,864
2120912,738.8
2120913,786.6
2120914,820.9
2120915,772.4
2120916,953.8
2120917,328.5
2120918,1343
2121001,1071.1
2121002,993.5
2121003,913.2
2121004,1099.5
2121005,744.4
2121006,583
2121007,600.9
2121008,833.2
2121009,699.7
2121010,424.5
2121011,1067.7
2121012,636.6
2121013,1096.7
2121014,1299.5
2121101,1354.8
2121102,1112.8
2121103,949.3
2121104,1005.5
2121105,893.3
2121106,963.5
2121107,876.9
2121108,1028.4
2121109,876.1
2121110,666
2121111,755
2121112,1003.3
2121113,1556.6
2121114,1949.2
2121115,1349.3
2121116,1406.3
2121117,1341
2121118,1092.4
2121119,0
2121201,976.6
2121202,1279.6
2121203,1249.8
2121204,1393.1
2121205,1673.2
2121206,1499.7
2121207,1274.6
2121208,1060.2
2121209,789.7
2121210,1269.7
2121211,1219.9
2121212,1447.6
2121213,1461.6
2121214,1472.2
2121215,1176.4
2121216,1165.8
2121217,1123.3
2121218,1425.8
2121219,1131.2
2121220,1242.1
2121221,1159.7
2121222,1299.5
2121223,1291.2
2121224,1380.9
2121225,1229.8
2121226,1327.1
2121227,1449.8
2121228,1378.1
2121230,1327.1
2121231,1427.2
2121232,1189.7
2121233,1549.5
2121234,1299.5
2121235,378.3
2121236,1171.1
2121237,1117.6
2121238,1462.3
2121239,1249.8
2121240,1254.3
2121241,1186.9
2121242,1222.1
2121243,1266.3
2121244,1197.5
2121245,1277.4
2121246,1359.2
2121247,1149.3
2121248,1219.9
2121249,1089.6
2121250,1407.5
2121251,1380.6
2121253,1544.5
2121254,1339.3
2121255,1299.5
2121256,1379.1
2121257,1195.9
2121258,1321.6
2121259,1081.4
2121260,1291.8
2121261,0
2121301,1159.2
2121302,1114.8
2121303,965.8
2121304,941.4
2121305,1218.4
2121306,1062.2
2121307,1613.6
2121308,932.7
2121309,553.6
2121310,849.8
2121311,844.2
2121312,973.2
2121313,869.6
2121314,974.1
2121315,1392.8
2121316,1079.6
2121317,1112.9
2121318,1544.3
2121319,1377.4
2121320,1509.4
2121321,1184.1
2121322,1160.7
2121323,1321.6
2121324,1380
2121325,1081.4
2121326,829.3
2121327,1262.2
2121328,1489.7
2121329,1549.5
2121330,1458.7
2130101,1849.5
2130102,1320.8
2130103,1330.6
2130104,1214.2
2130105,1096.5
2130106,751.6
2130107,886.5
2130108,1184.3
2130109,1376
2130110,1516.3
2130111,1285.3
2130112,1454.4
2130113,1474.8
2130114,1499.7
2130115,1359.2
2130116,1488.6
2130117,1432.5
2130118,1319.4
2130119,1251.7
2130120,1496.5
2130121,1503.5
2130122,1493.4
2130123,1045.9
2130124,1376.9
2130125,1677.6
2130126,1412.5
2130127,1179.1
2130128,1315.2
2130201,1127.9
2130202,1067.7
2130203,1234.8
2130204,1161.7
2130205,1099.5
2130206,1090.8
2130207,1077
2130208,1092.6
2130209,1180.6
2130210,1038.5
2130211,1230.6
2130212,1211.1
2130213,1086.4
2130301,807.4
2130302,792.8
2130303,960.3
2130304,774.2
2130305,714.8
2130306,758
2130307,768.7
2130308,777.7
2130309,954.8
2130310,883.6
2130311,821.3
2130312,887.1
2130313,923.2
2130314,955.2
2130315,891.2
2130316,772.4
2130401,674.8
2130402,617.6
2130403,562.1
2130404,517.8
2130405,560.2
2130406,546.6
2130407,634.8
2130408,776.6
2130409,671.9
2130410,560.5
2130411,574.5
2130412,581.6
2130413,533.9
2130501,638.9
2130502,677.9
2130503,942.8
2130504,654.7
2130505,719.2
2130506,744.1
2130507,1115.5
2130508,1173.2
2130509,693.1
2130510,1048.3
2130511,1227.9
2130512,724.5
2130513,849.8
2130601,1099.5
2130602,1041.5
2130603,1216.6
2130604,1221.3
2130605,946.9
2130606,931.2
2130607,1578
2130608,1108.5
2130609,1224.4
2130610,1242.6
2130611,899.5
2130612,0
2130613,1424.4
2130701,1033.2
2130702,1161.7
2130703,1056.9
2130704,949.3
2130705,1057.8
2130706,1112.8
2130707,1059.7
2130708,1045.2
2130709,956.4
2130710,1086.7
2130711,1083.5
2130712,1271.5
2130713,939.3
2130714,1184.8
2130715,1173
2130716,1454.4
2130717,1249.8
2130718,1089.3
2130719,1159.2
2130720,1266.3
2130721,0
2130722,1011.1
2130723,979.1
2130724,1119.4
2130725,1081.7
2130726,1051
2130801,599.3
2130802,639.5
2130803,763.7
2130804,807.2
2130805,834.3
2130806,724.5
2130807,738
2130808,621.7
2130809,1045.2
2130810,0
2130811,0
2130901,810.6
2130902,694.7
2130903,616.8
2130904,764.9
2130905,556.3
2130906,702.1
2130907,814.9
2130908,728.2
2130909,603.3
2130910,656.8
2130911,613.2
2130912,656.5
2130913,736
2130914,842.6
2131001,687.3
2131002,699.7
2131003,639.1
2131004,827.6
2131005,615.1
2131006,741.1
2131007,662.4
2131008,612.8
2131009,627.7
2131010,617.1
2131011,692.6
2131101,811.7
2131102,761.8
2131103,634.1
2131104,586.9
2131105,810.5
2131106,633
2131107,633.4
2131108,881.4
2131109,878.6
2131110,833.2
2131111,786.6
2131112,910
2131113,1214.2
2131114,1148.3
2131115,0
2131116,866.3
2131117,1420.4
2131118,1347.1
2131201,952.6
2131202,861.2
2131203,664.9
2131204,866.3
2131205,890.5
2131206,728.2
2131207,724.5
2131208,547.1
2131209,826.5
2131210,899.5
2131211,893.3
2131212,939.3
2131213,831.1
2131301,864.4
2131302,781.5
2131303,1033.2
2131304,784.1
2131305,904.7
2131306,871.1
2131307,936.8
2131308,947.3
2131309,891.2
2131310,861.2
2131311,905.9
2131312,866.3
2131401,709
2131402,740.2
2131403,620.2
2131404,623.3
2131405,683.1
2131406,920.2
2131407,705.1
2131408,639.4
2131409,618.1
2131410,608.7
2131411,679.8
2131412,574.5
2131501,407.9
2131502,630.4
2131503,537.3
2131504,625.1
2131505,776.6
2131506,788.4
2131507,922
2131508,622.3
2131509,750.6
2131510,717
2131511,636.9
2131512,811.1
2131513,786.6
2131514,0
2131515,761.8
2131516,938.2
2131601,663.5
2131602,560.2
2131603,529.2
2131604,615.9
2131605,846.4
2131606,696.6
2131607,721.1
2131608,624.2
2131609,663.5
2131610,950.7
2131611,852.7
2131612,635.2
2131613,655
2131614,776.1
2131615,0
2131616,1160.1
2131617,1204
2131618,0
2131619,1192.4
2131620,1294
2131621,1245.6
2131622,1196.2
2131623,1283.8
2131624,1422.4
2140101,804.5
2140102,618.1
2140103,719
2140104,829.9
2140105,777.7
2140106,873.8
2140107,743.1
2140108,824.9
2140109,861.6
2140110,712.1
2140201,738.3
2140202,677.9
2140203,643.7
2140204,556.8
2140205,732.3
2140206,729.2
2140207,664.9
2140208,794.3
2140209,844.2
2140210,672.4
2140211,807.1
2140212,0
2140213,0
2140301,1015.8
2140302,1109.1
2140303,1040.7
2140304,909.8
2140305,1272.4
2140306,893.6
2140307,1049.8
2140308,1104.5
2140309,974.1
2140401,1066.3
2140402,1073.3
2140403,1116.1
2140404,765.9
2140405,738
2140406,1092.1
2140407,974.1
2140408,908.2
2140409,965.8
2140410,1021.3
2140411,1117.6
2140501,617.1
2140502,540.6
2140503,636.6
2140504,742.5
2140505,758.9
2140506,729.5
2140507,563.9
2140508,502.3
2140509,616.2
2140601,694.7
2140602,656.8
2140603,543.5
2140604,587.8
2140605,527.9
2140606,655.1
2140607,532.9
2140608,538.9
2140609,0
2140610,595.4
2140612,647.1
2140613,827.6
2140701,643.4
2140702,609.1
2140703,737.6
2140704,664
2140705,624.2
2140706,615.7
2140707,582.5
2140708,787.2
2140709,0
2140710,585.1
2140711,576.6
2140801,1219.4
2140802,1041
2140803,761.8
2140804,881.9
2140805,843.1
2140806,1078.8
2140807,1157.5
2140808,1016.6
2140809,1259.1
2140810,1335
2140811,990.7
2140812,0
2140901,1215.3
2140902,638.4
2140903,554.2
2140904,1131.7
2140905,1021.6
2140906,736.3
2140907,1114.6
2140908,1010
2140909,866.3
2140910,1029.8
2140911,1663.4
2140912,1484.9
2141001,1151.1
2141002,1005
2141003,1150.6
2141004,1109.7
2141005,1143.4
2141006,1072.7
2141007,1008.3
2141008,879.6
2141101,1659.7
2141102,1557
2141103,1190
2141104,1275.8
2141105,1170.1
2141106,1055.3
2141107,1076.9
2141108,1066.3
2141109,1245.9
2141110,965.8
2141111,1747.8
2141112,1149.3
2141201,891.2
2141202,1374.1
2141203,642.8
2141204,869.2
2141205,835.1
2141206,1607
2141207,482.4
2141208,811.1
2141209,761.8
2141210,1307.5
2141211,1393.1
2141212,1799.7
2141213,1163.2
2141214,1549.5
2141301,1480.5
2141302,939.3
2141303,1010.5
2141304,1015.7
2141305,642.2
2141306,1138.7
2141307,1018.7
2141308,1618.5
2141309,1074.6
2141310,1819.6
2141401,1102.8
2141402,1099.5
2141403,1033.9
2141404,1565.2
2141405,1472.5
2141406,1055.3
2141407,1361.7
2141408,1449.8
2141409,1449.8
2141410,1045.6
2141411,1485.4
2141412,1079.6
2141413,1145
2141414,1131.4
2141415,1111.5
2141416,1195.9
2141417,1205
2141418,0
2141419,1049.8
2141420,1056.4
2141421,1095.7
2141422,1376
2141423,1320.8
2141424,1029
2141425,1406
2141426,1110.6
2141427,1091.5
2141428,939.3
2141429,1665.8
2141430,980
2141431,1035.5
2141432,1080.8
2141433,1143.7
2141434,1182.4
2141435,1272.1
2141436,1041.9
2141501,1159.2
2141502,1111.9
2141503,1057.8
2141504,972.8
2141505,903.6
2141506,1037.9
2141507,1073.2
2141508,1043
2141509,1189.8
2141510,1326
2141511,1145.4
2141512,1162.5
2141513,1153.8
2141514,1179.7
2141515,1189.7
2141516,1442.7
2141517,1121.6
2141518,1535.3
2141601,1317.6
2141602,1145.1
2141603,1147.4
2141604,860.8
2141605,2038.4
2141606,1216.6
2141607,1420.4
2141608,1268.4
2141609,1203.4
2141610,1908
2141611,1864.5
2141612,1362.3
2150101,1174.8
2150102,1065.3
2150103,1035.3
2150104,1184.3
2150105,1051.4
2150106,1153.8
2150107,1262.2
2150108,1184.1
2150109,1058.9
2150110,1049.8
2150111,1462.3
2150112,1005
2150201,967.9
2150202,976.9
2150203,1277.4
2150204,1518
2150205,1882.7
2150206,1410
2150207,1286.2
2150208,1384.1
2150209,1549.5
2150210,1005
2150211,2664.6
2150301,1738.4
2150302,1613.6
2150303,1758.5
2150304,1304.2
2150305,1159.2
2150306,1487.2
2150307,1370.6
2150308,1126
2150309,1526.5
2150310,1733.2
2150311,1429.9
2150312,1499.7
2150313,1682.4
2150314,1538
2150315,1653
2150401,1145.4
2150402,1118.2
2150403,854.3
2150404,1247.8
2150405,1530.8
2150406,1007.9
2150407,947.4
2150408,1118.9
2150409,1013.6
2150501,1433.2
2150502,1486.3
