region_id,Median_age_persons,Median_mortgage_repay_monthly,Median_Tot_prsnl_inc_weekly,Median_rent_weekly,Median_Tot_fam_inc_weekly,Average_num_psns_per_bedroom,Median_Tot_hhd_inc_weekly,Average_household_size
2136804,43,1275,558,256,1579,1.0,1271,2.6
2136805,0,0,0,0,0,0,0,0
2136806,42,1700,717,250,1767,1.1,1474,2.4
2136807,40,1235,484,235,1162,1.1,854,2.2
2136808,39,1408,541,245,1261,1.1,1038,2.4
2136809,40,1733,513,221,1432,1.1,1145,2.7
2136810,41,1500,496,236,1338,1.1,1100,2.6
2136811,46,1733,423,216,1512,1.1,953,2.1
2136812,49,1742,616,291,1538,1.1,1442,2.6
2136813,43,5796,580,190,1319,1.1,1284,2.9
2136814,41,2239,493,165,1187,1.1,1114,2.7
2136815,40,1278,372,250,1042,1.1,885,2.5
2136816,47,1228,405,217,1079,1.1,923,2.2
2136817,48,1495,397,210,1125,1.1,812,2.0
2136818,50,2650,459,191,986,1.0,991,2.7
2136819,39,0,500,0,0,1.0,350,1.0
2136820,40,1408,513,250,1297,1.1,1187,2.5
2136821,47,1517,522,242,1213,1.1,1083,2.5
2136822,43,1030,452,220,1242,1.1,955,2.3
2136823,33,1517,511,270,1174,1.1,1042,2.3
2136824,39,1500,548,235,1312,1.1,890,2.1
2136825,31,1798,713,300,1659,1.0,1489,2.8
2136826,33,2000,659,305,1807,1.0,1721,3.1
2136827,43,1455,548,260,1533,1.1,1103,2.3
2136828,47,1325,500,250,1489,1.0,1361,2.6
2136901,32,1244,602,245,1180,1.1,1008,2.6
2136902,33,1322,581,210,1111,1.0,1082,2.6
2136903,32,1268,527,243,1375,1.1,1035,2.6
2136904,37,1517,676,230,1343,1.1,1233,2.7
2136905,29,1409,519,241,1016,1.1,890,2.5
2136906,42,1348,551,250,1416,1.0,1215,2.6
2136907,37,1300,620,265,1468,1.1,1190,2.3
2136908,30,1192,543,240,1062,1.1,1012,2.9
2136909,37,1300,582,220,1430,1.1,1183,2.3
2136910,28,1665,672,295,1509,1.1,1316,2.9
2136911,30,1846,833,300,1672,1.1,1764,3.3
2136912,31,2167,774,260,1845,1.1,1959,3.6
2136913,29,1950,761,280,1815,1.1,1916,3.2
2136914,25,1880,674,285,1348,1.1,1399,3.1
2136915,29,1842,714,281,1422,1.1,1625,3.1
2136916,39,1600,603,320,1488,1.0,1278,2.4
2136917,26,1631,656,286,1167,1.1,1172,3.0
2136918,27,1733,488,270,1239,1.1,1125,3.1
2136919,37,1461,668,310,1517,1.1,1489,2.8
2136920,38,1600,576,254,1431,1.1,1214,2.7
2136921,40,1387,493,250,1176,1.1,1057,2.6
2136922,27,2000,741,300,1587,1.1,1559,3.0
2136923,35,1500,614,270,1264,1.1,1266,2.5
2136924,29,1668,633,275,1565,1.1,1510,3.1
2136925,30,1922,774,310,1483,1.0,1375,2.4
2136926,0,0,0,0,0,0,0,0
2136927,28,2100,675,281,1483,1.0,1408,2.8
2136928,35,1951,900,260,2031,1.0,1941,3.3
2136929,30,2123,804,313,1725,1.1,1666,3.0
2136930,29,1300,591,228,1262,1.1,1093,2.8
2136931,31,1398,632,235,1295,1.0,1204,2.7
2136932,31,1100,547,230,1333,1.0,1141,2.8
2136933,41,1450,718,210,1465,1.0,1455,2.7
2136934,29,1040,540,230,1137,1.1,1136,2.8
2136935,30,1292,618,245,1202,1.0,939,2.5
2136936,27,1900,745,300,1610,1.1,1465,3.0
2136937,35,1083,863,415,1833,1.0,1824,1.9
2137001,32,1500,695,300,1375,1.0,1052,2.6
2137002,31,1660,463,301,1042,1.1,909,2.8
2137003,32,1390,591,286,1331,1.1,1154,2.6
2137004,33,1538,526,286,1259,1.1,1257,2.7
2137005,30,1820,700,340,1450,1.1,1413,3.0
2137006,30,1733,637,271,1519,1.0,1404,3.0
2137007,30,1733,706,307,1474,1.1,1247,2.6
2137008,41,1700,494,288,1098,1.1,807,1.9
2137009,30,1800,713,325,1684,1.0,1477,3.2
2137010,31,1837,604,315,1448,1.1,1346,3.1
2137011,39,1408,506,285,1261,1.1,1062,2.4
2137012,48,1603,403,90,1286,1.1,562,1.9
2137013,38,1775,660,300,1452,1.1,1338,2.7
2137014,33,1185,586,250,1187,1.1,1256,2.8
2137015,36,1621,603,298,1419,1.1,1183,2.6
2137016,39,1408,623,250,1357,1.1,1357,2.6
2137017,39,1602,549,290,1300,1.1,1271,2.7
2137018,31,1375,582,281,1149,1.1,1101,2.8
2137019,33,1551,622,300,1544,1.0,1571,3.0
2137020,34,1517,545,300,991,1.0,1071,2.5
2137021,30,1400,663,260,1328,1.1,1241,3.0
2137022,36,1517,544,280,1178,1.1,1118,2.8
2137023,47,1300,414,245,937,1.1,781,2.1
2137024,31,2000,754,320,1548,1.1,1471,2.7
2137025,0,0,0,0,0,0,0,0
2137026,49,1650,500,0,0,1.0,500,1.0
2137027,40,0,433,0,0,0,0,0
2137028,42,0,0,0,2900,1.5,2233,4.0
2137029,0,0,0,0,0,0,0,0
2137030,39,1467,490,300,1087,1.1,1125,2.7
2137031,34,1560,628,295,1380,1.0,1270,2.6
2137032,32,1674,577,265,1197,1.1,1016,2.4
2137033,38,1586,503,288,1274,1.0,1158,2.3
2137034,31,1473,519,310,1375,1.1,1218,2.9
2137035,35,1603,618,295,1347,1.1,1297,2.8
2137036,31,1500,526,295,1204,1.1,1125,2.8
2137037,31,1809,552,320,1224,1.1,1187,3.0
2137038,33,1400,480,300,1231,1.0,1125,2.7
2137039,35,1304,576,300,1402,1.1,1202,2.9
2137040,38,1543,495,241,1375,1.0,1146,2.6
2137041,36,1148,636,270,1368,1.1,1237,2.4
2137042,34,1500,664,293,1375,1.1,1222,2.7
2137043,39,1400,548,251,1258,1.1,1125,2.3
2137044,29,1625,636,301,1418,1.1,1232,2.7
2137101,35,1733,534,290,1333,1.1,1137,2.5
2137102,40,1558,500,300,1187,1.0,1034,2.4
2137103,34,2000,597,240,1437,1.1,1318,2.9
2137104,40,1874,640,291,1640,1.1,1446,2.7
2137105,33,1733,605,293,1723,1.1,1546,2.9
2137106,39,1800,573,305,1525,1.1,1231,2.6
2137107,35,1257,559,279,1263,1.1,1079,2.6
2137108,43,563,480,231,857,1.1,739,1.7
2137109,26,1250,379,265,1093,1.1,830,2.1
2137110,40,1647,544,246,1180,1.1,860,1.9
2137111,39,1650,524,300,1424,1.0,1037,2.7
2137112,43,1060,547,276,1213,1.0,993,2.2
2137113,30,1286,530,275,1208,1.1,1077,2.6
2137114,33,2000,602,270,1262,1.1,1086,2.4
2137115,34,2427,540,280,1271,1.1,1029,2.7
2137116,46,1200,516,215,1052,1.1,719,1.9
2137117,51,1430,458,250,1218,1.1,1170,2.4
2137118,49,1928,516,303,1514,1.0,1431,2.4
2137119,37,1733,541,280,1083,1.1,1030,2.5
2137120,43,1279,468,288,1343,1.0,1187,2.4
2137121,38,1684,581,235,1237,1.1,868,1.9
2137122,41,2000,696,291,1867,1.1,1468,2.4
2137123,42,1300,474,206,877,1.1,567,1.5
2137124,40,1235,474,260,973,1.1,822,2.0
2137125,34,867,490,223,907,1.1,734,2.0
2137126,33,1475,518,231,1062,1.1,881,1.8
2137127,40,1950,530,251,1262,1.0,1008,2.5
2137128,35,1625,536,290,1286,1.0,1031,2.7
2137129,37,1300,452,201,818,1.0,731,1.8
2137130,37,1500,478,240,1319,1.1,746,2.1
2137131,39,1600,468,231,916,1.1,751,1.9
2137132,41,1000,476,235,1075,1.1,852,1.8
2137133,43,1512,495,291,933,1.0,933,2.4
2137134,42,1729,507,290,1163,1.1,980,2.5
2137135,52,1243,442,251,949,1.1,629,1.6
2137136,40,650,568,290,1281,1.1,1162,2.2
2137137,49,3234,690,231,1774,1.1,1069,2.8
2137138,51,1744,504,235,1271,1.1,921,1.8
2137139,33,1950,410,250,840,1.1,636,2.2
2137140,42,1517,543,226,1031,1.1,853,2.2
2137141,45,1036,602,255,1153,1.1,877,1.9
2137142,39,1221,647,311,1666,1.0,1508,2.9
2137143,33,1560,537,300,1350,1.0,1116,2.5
2137144,35,1530,548,236,1375,1.1,988,2.4
2137145,37,1127,500,260,1221,1.0,1091,2.5
2137146,39,1500,553,301,1294,1.0,1187,2.5
2137147,31,1600,565,280,1328,1.1,1268,2.9
2137148,33,1500,664,300,1641,1.0,1562,2.9
2137149,39,1800,647,330,1363,1.1,1288,2.8
2137150,38,1517,525,287,1192,1.1,1292,2.7
2137151,36,386,422,220,877,1.2,646,1.7
2137152,46,2167,714,360,1562,1.0,1408,2.4
2137153,37,1200,498,223,924,1.1,672,1.7
2137154,43,1400,523,256,1426,1.0,1017,2.4
2137155,31,1343,544,231,1343,1.1,847,2.1
2137201,33,1408,478,280,1181,1.1,1006,2.5
2137202,41,1270,482,277,1027,1.1,883,2.3
2137203,33,1459,516,270,923,1.1,934,2.4
2137204,39,1380,522,256,1241,1.1,974,2.4
2137205,35,1300,436,268,1111,1.1,723,2.4
2137206,38,932,474,270,956,1.1,931,2.4
2137207,38,1200,412,255,863,1.1,956,2.3
2137208,36,1040,419,258,919,1.0,709,2.3
2137209,49,0,117,0,0,0,0,0
2137210,29,0,1375,100,0,2.0,5000,5.0
2137211,41,500,383,180,862,1.1,655,2.3
2137212,38,1463,604,280,1607,1.1,1268,2.8
2137213,33,1530,487,270,1240,1.1,1255,2.8
2137214,38,1430,491,231,1263,1.1,738,2.1
2137215,44,1733,543,269,1243,1.0,1084,2.4
2137216,33,1148,510,255,1277,1.1,966,2.5
2137217,33,1647,505,310,1048,1.0,1052,2.8
2137218,37,1279,415,255,900,1.1,816,2.5
2137219,56,1300,486,221,1031,1.1,789,1.8
2137220,44,1517,485,270,1261,1.0,1006,2.4
2137221,44,1300,418,260,1083,1.0,968,2.3
2137222,35,1500,565,263,1319,1.1,1022,2.4
2137223,49,1300,494,260,947,1.1,778,2.0
2137224,46,1220,419,249,864,1.1,743,2.0
2137225,38,1235,476,260,1226,1.1,805,2.1
2137226,43,1603,481,270,992,1.1,918,2.3
2137227,32,1600,533,216,1239,1.1,1065,2.7
2137228,41,1135,500,290,954,1.1,963,2.5
2137229,31,1746,429,278,1083,1.0,924,2.3
2137230,39,1421,505,152,956,1.1,881,2.4
2137231,35,1300,456,250,914,1.1,850,2.5
2137232,40,867,377,225,877,1.1,784,2.7
2137233,40,1083,372,225,949,1.1,594,2.3
2137234,37,1300,370,250,863,1.1,708,2.3
2137235,39,1083,432,225,987,1.1,915,2.5
2137236,37,1485,538,235,1008,1.1,889,2.6
2137237,40,1439,517,271,1019,1.1,968,2.6
2137238,33,1350,484,270,945,1.1,954,2.4
2137239,36,1603,604,291,1573,1.0,1228,2.6
2137240,34,1200,522,293,1312,1.1,1081,2.6
2137241,46,1083,337,220,740,1.1,717,2.4
2137242,35,1089,446,240,1031,1.1,872,2.5
2137243,42,1600,424,249,812,1.1,785,2.2
2137244,39,1084,372,225,860,1.1,715,2.3
2137245,39,1083,422,220,929,1.1,805,2.4
2137246,35,1300,398,243,900,1.2,958,2.6
2137247,36,1733,605,276,1536,1.1,1458,2.9
2137248,32,1300,358,176,759,1.1,575,2.3
2137301,40,2008,646,338,1618,1.0,1278,2.3
2137302,45,2500,605,601,2094,1.1,1700,3.4
2137303,43,2167,693,0,2109,1.1,2204,3.0
2137304,40,1500,833,670,2139,1.0,2146,3.2
2137305,46,1500,645,0,2408,1.1,2055,3.2
2137306,44,1472,804,416,2250,1.0,1976,3.1
2137307,40,1650,543,500,1916,1.1,1613,3.6
2137308,40,1530,623,286,1695,1.0,1361,2.6
2137309,38,1650,674,426,1618,1.0,1408,2.8
2137310,37,1780,609,310,1547,1.1,1422,2.5
2137311,41,1712,564,315,1427,1.1,1277,2.4
2137312,39,2044,602,277,1297,1.1,1160,2.4
2137313,37,1250,519,261,1325,1.0,1135,2.5
2137314,77,2100,415,90,1788,1.0,544,1.9
2137315,43,1950,708,500,1884,1.0,2152,3.2
2137316,51,2180,539,0,1899,1.0,1796,2.9
2137317,38,2000,664,462,2019,1.0,2143,3.3
2137318,47,2049,751,386,2352,1.0,2318,3.0
2137319,38,2169,627,298,1292,1.1,1292,2.6
2137320,41,1517,590,300,1303,1.1,942,2.5
2137321,36,1950,584,320,1375,1.1,1051,2.4
2137322,40,2102,683,150,1980,1.0,1611,2.9
2137323,39,2167,588,307,1471,1.0,1256,2.6
2137324,40,1800,663,300,1542,1.0,1362,2.4
2137325,41,1320,554,310,1424,1.1,1333,2.6
2137326,43,1733,673,320,1692,1.0,1202,2.4
2137327,41,1600,530,350,1566,1.0,1579,2.9
2137328,49,1164,589,300,1944,1.1,1596,2.4
2137329,44,2184,541,401,1785,1.0,1750,2.8
2137330,43,1950,609,198,1910,1.0,1437,2.8
2137331,43,1863,604,380,1470,1.1,1382,2.6
2137332,43,1870,645,300,1488,1.0,1269,2.4
2137333,47,3034,676,376,2229,1.0,1735,2.5
2137334,47,1529,666,480,1384,1.1,1263,2.3
2137335,42,1686,574,286,1603,1.1,1048,2.5
2137336,40,2416,656,286,1884,1.1,1692,2.7
2137337,46,1742,536,327,1519,1.0,909,2.3
2137338,41,2167,720,368,1821,1.0,1402,2.8
2137339,83,282,374,95,665,1.0,462,1.3
2137340,41,1733,608,372,1930,1.0,1849,3.2
2137341,37,1825,719,420,2079,1.0,1853,3.2
2137342,37,1815,629,375,2109,1.0,2031,3.2
2137343,45,1634,585,120,2019,1.0,1905,3.0
2137344,0,0,0,0,0,0,0,0
2137345,34,1517,724,390,2113,1.1,1833,3.0
2137346,39,1733,694,0,1823,1.0,1805,3.1
2137401,40,1630,619,285,1231,1.1,1294,2.5
2137402,30,1517,616,290,1273,1.1,1125,2.6
2137403,38,1500,662,314,1213,1.1,1026,2.4
2137404,41,1408,560,250,1312,1.0,1031,2.4
2137405,32,1680,660,296,1463,1.0,1037,2.5
2137406,31,1603,680,300,1444,1.1,1396,2.8
2137407,36,2100,740,350,2112,1.0,2164,3.4
2137408,35,1733,630,301,1531,1.0,1348,2.9
2137409,30,1800,775,317,2014,1.1,1660,3.3
2137410,43,1280,602,250,1559,1.1,1239,2.4
2137411,30,1889,702,300,1853,1.1,1509,2.7
2137412,33,1800,605,311,1300,1.0,1352,2.8
2137413,39,1450,575,295,1509,1.0,1242,2.7
2137414,31,1733,719,318,1881,1.0,1830,3.1
2137415,32,1695,668,275,1652,1.0,1224,2.8
2137416,30,1723,624,270,1488,1.1,1750,3.1
2137417,37,1174,650,310,1550,1.0,1525,2.9
2137418,35,1717,615,318,1428,1.1,1142,2.6
2137419,37,1603,559,280,1174,1.1,1226,2.7
2137420,33,2232,765,0,2200,1.0,2299,3.3
2137421,34,2173,680,0,2204,1.0,1897,3.8
2137422,31,2238,720,378,2067,1.1,2193,3.5
2137423,37,1400,559,230,1075,1.0,1138,2.7
2137424,35,1603,595,325,1422,1.0,1369,2.7
2137425,42,1733,609,300,1312,1.1,1230,2.7
2137426,39,1603,572,240,1643,1.0,1483,3.5
2137427,41,2100,610,162,1769,1.1,1559,3.1
2137428,36,1600,496,210,1224,1.1,918,2.1
2137429,36,1474,630,280,1723,1.0,1507,2.8
2137430,36,1517,549,277,1287,1.0,1261,2.9
2137431,35,1410,623,356,1455,1.1,1375,2.9
2137432,33,1517,597,261,1750,1.0,1545,2.9
2137433,37,1733,741,270,1973,1.0,1874,2.8
2137434,28,1700,626,250,1583,1.1,1271,2.4
2137435,69,0,2000,0,0,1.0,0,1.0
2137436,35,1625,606,300,1509,1.1,1211,2.7
2137437,45,1800,622,270,2103,1.2,1833,3.0
2137438,37,2000,674,190,1819,1.1,1712,3.4
2137439,41,1733,529,495,2024,1.1,1704,2.9
2137440,40,2000,575,0,1803,1.0,1730,3.6
2137441,45,1733,582,270,1723,1.1,1661,2.9
2137442,41,1620,535,270,1262,1.0,917,2.3
2137443,42,1993,611,0,1718,1.0,1750,2.9
2137444,31,1729,684,280,1276,1.0,1075,2.2
2137445,34,1517,675,278,1594,1.0,1480,2.8
2137446,36,1546,712,300,1671,1.1,1489,2.8
2137447,36,2000,607,280,1785,1.1,1789,3.8
2137448,34,1437,624,288,1472,1.0,1089,2.4
2137449,61,1515,443,260,907,1.1,672,1.7
2137450,37,1863,585,270,1723,1.0,1750,3.2
2137451,39,1950,577,456,1740,1.1,1419,3.1
2137501,82,650,370,0,660,1.0,507,1.3
2137502,39,1090,614,270,1531,1.0,1235,2.0
2137503,38,1777,553,300,1524,1.0,1091,2.6
2137504,43,1733,436,240,1105,1.1,1036,2.4
2137505,39,1400,555,280,1318,1.1,1093,2.2
2137506,42,1640,553,330,1287,1.0,1275,2.3
2137507,37,1600,561,245,1406,1.1,1297,2.4
2137508,36,1517,493,250,1194,1.1,1134,2.5
2137509,0,0,0,0,0,0,0,0
2137510,34,1560,546,284,1536,1.1,1309,3.0
2137511,38,1408,584,300,1416,1.0,1235,2.5
2137512,36,1905,566,240,1437,1.0,1307,2.9
2137513,39,1452,546,310,1524,1.1,1241,2.5
2137514,33,1625,566,280,1145,1.0,1010,2.5
2137515,41,1192,571,290,1522,1.1,1157,2.6
2137516,37,1900,715,341,1458,1.1,1395,2.5
2137517,42,1733,562,315,1428,1.1,1196,2.4
2137518,36,1517,785,250,1639,1.0,954,1.6
2137519,39,1807,525,288,1258,1.1,1256,2.7
2137520,35,1918,558,242,1340,1.1,1115,2.5
2137521,37,1814,575,269,1658,1.1,1342,2.4
2137522,43,1700,654,260,1736,1.0,978,1.8
2137523,41,1350,676,280,1672,1.1,1335,2.2
2137524,41,1083,523,211,1104,1.1,764,1.8
2137525,58,3000,900,0,0,1.0,900,1.0
2137526,37,1625,637,280,1368,1.1,1145,2.4
2137527,38,1517,625,295,1317,1.0,1133,2.4
2137528,38,1547,617,275,1518,1.0,947,1.9
2137529,40,1820,570,275,1260,1.1,1125,2.5
2137530,35,1733,523,200,1292,1.0,962,2.2
2137531,41,1300,582,295,1399,1.0,1230,2.3
2137532,45,1428,590,211,1375,1.1,780,1.6
2137533,36,1278,520,220,811,1.1,746,1.7
2137534,40,1500,417,230,1031,1.1,758,2.2
2137535,40,1300,636,250,1597,1.0,900,2.0
2137536,38,1625,652,281,1569,1.1,1300,2.2
2137537,40,1759,518,261,1412,1.1,892,2.1
2137538,41,1400,436,231,1137,1.1,968,2.3
2137539,37,1517,521,255,1187,1.1,915,2.3
2137540,52,1110,445,250,1078,1.1,650,1.8
2137541,40,1528,522,254,1303,1.0,944,2.3
2137601,31,1996,655,369,1676,1.1,1539,3.6
2137602,32,2400,968,450,2191,1.0,2090,2.8
2137603,32,2167,760,398,1904,1.0,1722,2.8
2137604,29,1295,558,270,1300,1.1,1333,2.9
2137605,30,2076,802,388,1904,1.0,1750,3.1
2137606,33,1842,611,335,1440,1.1,1230,3.1
2137607,39,1602,618,340,1388,1.0,1232,2.8
2137608,27,1614,571,390,1643,1.0,1765,3.6
2137609,31,1500,609,390,1816,1.1,1692,3.6
2137610,34,1733,640,340,1454,1.1,1617,3.4
2137611,30,1800,637,350,1591,1.1,1540,3.5
2137612,32,1863,603,335,1750,1.1,1375,3.0
2137613,34,1517,610,285,1411,1.0,1239,2.8
2137614,30,1600,593,335,1559,1.1,1362,3.1
2137615,32,1500,708,333,1713,1.1,1553,3.2
2137616,40,2100,794,508,2250,1.0,1929,2.9
2137617,40,2496,924,490,2410,1.0,2383,2.9
2137618,32,1733,595,420,1662,1.1,1395,3.4
2137619,31,1959,805,323,1650,1.1,1455,2.9
2137620,36,1394,695,271,1385,1.0,1130,2.2
2137701,55,1800,374,260,763,1.0,659,2.0
2137702,58,1517,427,281,864,1.0,811,2.2
2137703,59,1014,411,343,1051,1.0,870,2.3
2137704,42,1760,444,248,1047,1.1,808,2.3
2137705,51,2810,841,0,2250,1.0,2125,1.7
2137706,42,2300,629,427,1571,1.0,1226,2.5
2137707,41,2167,473,270,1199,1.1,938,2.7
2137708,43,1500,582,320,1365,1.0,1012,2.3
2137709,46,1733,437,370,1153,1.1,1132,2.5
2137710,47,1950,427,365,1136,1.1,900,2.4
2137711,49,2034,428,175,1333,1.1,900,2.2
2137712,40,1300,485,200,1145,1.1,879,2.3
2137713,51,1170,510,255,866,1.1,822,1.9
2137714,48,1387,378,268,941,1.0,735,2.1
2137715,48,1650,431,262,1062,1.1,836,1.9
2137716,58,1800,479,280,914,1.0,806,2.0
2137717,46,2167,721,290,1650,1.0,1485,2.5
2137718,59,2017,583,300,1281,1.1,967,2.1
2137719,49,1993,504,243,1341,1.0,1059,2.4
2137720,51,1907,513,242,1343,1.0,993,2.1
2137721,64,1387,388,215,840,1.1,631,1.9
2137722,61,1733,502,295,1079,1.0,966,2.1
2137723,39,1509,502,280,1125,1.0,1048,2.4
2137724,39,1211,494,245,972,1.1,937,2.3
2137725,38,1400,531,230,1108,1.1,1047,2.3
2137801,58,2300,597,270,1375,1.0,1105,2.2
2137802,40,2000,619,220,1718,1.1,1705,2.9
2137803,53,1200,671,231,1908,1.1,1432,2.5
2137804,55,3500,597,320,1410,1.1,1062,2.5
2137805,64,805,762,0,2281,1.0,1292,2.1
2137806,56,1749,655,270,1833,1.0,1550,2.4
2137807,44,2167,722,330,1899,1.1,1562,2.7
2137808,42,1733,662,200,1547,1.0,1562,3.0
2137809,49,2500,563,100,1812,1.0,1625,2.5
2137810,45,1733,537,111,1604,1.2,1319,2.8
2137811,51,1647,652,150,1886,1.1,1625,2.3
2137812,47,1792,707,173,1783,1.1,1676,2.7
2137813,45,2600,731,270,1791,1.1,1196,2.6
2137814,50,1482,646,277,1385,1.0,1375,2.5
2137815,54,1244,734,200,1678,1.0,1422,2.5
2137816,58,2000,744,180,1650,1.1,1178,2.0
2137817,48,715,637,400,1687,1.0,880,2.3
2137818,48,867,808,0,2194,1.0,2125,2.7
2137901,48,1300,446,220,914,1.2,779,1.8
2137902,38,1200,435,220,881,1.0,739,2.2
2137903,55,1194,362,185,752,1.1,556,1.7
2137904,38,1034,387,210,843,1.1,672,2.0
2137905,44,1398,483,215,1277,1.1,1134,2.4
2137906,27,1600,491,260,1146,1.1,1026,2.9
2137907,26,1170,376,211,870,1.1,794,2.6
2137908,29,1300,417,210,714,1.1,771,2.8
2137909,54,1500,388,221,895,1.0,621,2.1
2137910,29,1950,680,290,1607,1.0,1638,3.0
2137911,29,1970,625,330,1478,1.1,1516,3.2
2137912,42,1300,444,235,1007,1.1,840,2.3
2137913,32,1499,488,277,1038,1.1,1020,2.6
2137914,43,1517,524,240,1646,1.1,1437,3.0
2137915,46,2100,590,150,1794,1.1,1363,2.7
2137916,37,1484,604,290,1449,1.1,1176,2.8
2137917,42,1733,541,223,1600,1.1,1292,2.7
2137918,46,1700,556,274,1419,1.0,905,2.4
2137919,40,1517,546,508,1658,1.1,1559,3.2
2137920,36,1733,494,234,1166,1.1,872,2.3
2137921,38,1412,482,290,1262,1.1,912,2.7
2137922,33,1543,567,266,1131,1.1,1004,2.6
2137923,44,1495,470,250,1086,1.0,1006,2.5
2137924,31,1300,548,240,1233,1.1,1044,2.7
2137925,36,1517,609,200,1444,1.1,1320,2.9
2137926,43,1300,462,152,1452,1.0,1156,2.7
2137927,44,1300,470,173,1215,1.1,1134,2.6
2137928,40,1907,565,0,1607,1.0,1888,3.1
2137929,34,2137,614,225,1476,1.0,1492,3.1
2137930,32,1484,633,253,1216,1.1,1149,2.7
2137931,43,2000,498,300,1138,1.1,939,2.2
2137932,39,1300,386,211,825,1.0,723,2.2
2137933,42,1350,553,333,1710,1.1,1218,2.5
2137934,42,1728,544,350,1333,1.1,1131,2.5
2137935,47,1820,511,185,1031,1.1,928,2.3
2137936,38,1569,547,150,1708,1.1,1681,3.4
2137937,36,1733,575,248,1433,1.1,1294,2.8
2137938,52,1300,711,10,1845,1.0,1220,2.3
2137939,49,1300,594,0,1521,1.2,1487,2.7
2137940,21,0,740,230,1647,1.0,1736,3.0
2137941,49,1707,638,250,1672,1.0,1396,2.4
2137942,24,0,250,0,0,0,0,0
2137943,54,1560,384,190,780,1.1,589,1.7
2137944,61,1975,612,277,1410,1.0,1208,2.0
2137945,38,1300,576,255,1478,1.1,1288,2.6
2138001,56,1249,522,240,1329,1.0,806,1.8
2138002,52,1733,508,243,1199,1.1,672,1.8
2138003,40,1200,607,300,1391,1.0,1142,2.5
2138004,47,1733,536,275,1526,1.0,951,2.3
2138005,53,2058,612,374,1937,1.0,1535,2.6
2138006,46,1918,606,370,1412,1.0,1278,2.5
2138007,53,2000,633,400,1531,1.0,1433,2.5
2138008,46,1876,547,288,1027,1.0,820,1.8
2138009,52,1950,563,366,1571,1.0,1298,2.4
2138010,53,2167,766,286,1949,1.0,1720,2.3
2138011,46,1800,531,280,1174,1.1,900,2.3
2138012,44,1667,409,335,1166,1.0,776,2.1
2138013,83,2099,444,168,1075,1.0,549,1.4
2138014,58,2000,607,310,1542,1.0,1062,1.9
2138015,64,990,546,250,1390,1.0,855,1.7
2138016,60,1040,513,250,1062,1.0,827,1.7
2138017,56,2700,579,290,1333,1.1,1098,2.0
2138018,43,1595,587,270,1229,1.0,965,2.0
2138019,32,1733,557,280,1125,1.0,1062,2.1
2138020,41,1712,483,210,1275,1.1,706,1.9
2138021,40,1667,484,260,1083,1.1,982,2.0
2138022,40,1839,480,300,1145,1.0,968,2.3
2138023,38,1569,670,264,1196,1.0,1007,2.3
2138024,47,1667,537,300,1488,1.1,1058,2.3
2138025,40,1742,569,300,1364,1.1,923,2.3
2138026,42,1647,523,330,1264,1.0,1158,2.8
2138027,46,2492,584,450,1515,1.0,1317,2.8
2138028,52,2000,543,300,1426,1.1,1086,2.0
2138029,56,1517,559,290,1275,1.1,837,1.9
2138030,48,1300,542,310,1350,1.0,1006,2.0
2138031,40,1733,578,300,1385,1.0,959,2.1
2138032,47,1348,586,351,1518,1.1,959,2.2
2138033,36,1900,581,375,1321,1.1,1406,3.0
2138034,38,1600,580,261,1262,1.1,1010,2.1
2138035,41,1750,516,350,1204,1.0,972,2.4
2138036,38,1733,542,310,1227,1.0,1139,2.6
2138037,33,2000,796,340,2083,1.1,1827,3.4
2138038,32,1967,697,321,1836,1.0,1700,2.8
2138039,67,1473,429,312,1020,1.0,677,2.0
2138040,33,2100,659,390,1424,1.1,1462,3.1
2138041,35,1733,593,400,1720,1.1,1437,3.1
2138042,35,2000,631,0,2028,1.0,1949,3.4
2138043,38,2300,724,421,2036,1.1,1799,3.3
2138044,37,1899,722,0,1895,1.0,1863,3.5
2138045,38,2167,683,501,2227,1.0,2036,3.5
2138046,39,1560,482,243,1138,1.1,1116,2.4
2138047,46,1482,603,323,1305,1.1,1263,3.1
2138048,0,0,0,0,0,0,0,0
2138049,38,1343,405,225,847,1.1,809,2.5
2138050,41,867,465,249,825,1.1,776,2.3
2138051,43,1534,443,230,863,1.0,680,1.9
2138052,42,0,1750,195,2250,1.0,3250,1.5
2138053,38,1517,522,230,1362,1.0,924,2.3
2138054,37,934,357,177,770,1.1,729,2.7
2138055,32,2200,719,390,1833,1.0,1930,3.8
2138056,37,2000,609,478,1796,1.0,1637,3.1
2138057,44,1710,402,332,974,1.1,611,2.0
2138058,47,1517,553,288,1346,1.0,1090,2.3
2138059,30,0,100,0,0,0,0,0
2138101,42,1800,605,252,1275,1.0,1131,2.3
2138102,43,2600,742,0,2405,1.0,1981,3.1
2138103,42,2000,670,308,2023,1.0,1750,3.0
2138104,37,1733,714,420,1937,1.1,2021,3.2
2138105,39,2167,749,420,2233,1.0,2078,2.8
2138106,45,2299,608,404,2408,1.0,1821,2.8
2138107,55,2201,816,400,2591,1.0,2107,2.9
2138108,59,1767,590,258,1292,1.0,981,1.8
2138109,67,1142,568,355,1083,1.0,870,1.9
2138110,43,2133,709,655,2091,1.0,1926,3.1
2138111,42,1354,811,650,2150,1.0,2365,3.1
2138112,35,2700,766,0,2233,1.1,1892,3.5
