SA2_MAINCODE_2011,2016_1,2016_2,2016_3,2016_4,2016_5,2016_6,2016_7,2016_8,2016_9,2016_10,2016_11,2016_12,mean_2016
206051130,1166063.0,1207500.0,1273750.0,1125000.0,962500.0,1097250.0,997500.0,1150000.0,1207500.0,1207500.0,1107500.0,1250000.0,1146005.25
206051131,1235000.0,1235000.0,1235000.0,1235000.0,1228571.4285714286,1228571.4285714286,1228571.4285714286,1228571.4285714286,1235000.0,1190000.0,1228571.4285714286,1235000.0,1228571.4285714286
206051132,1000000.0,1000000.0,1000000.0,990000.0,812500.0,850000.0,812500.0,900000.0,1075000.0,1042500.0,897750.0,902500.0,940229.1666666666
206051133,730000.0,748562.5,793012.5,725000.0,749062.5,725000.0,748125.0,711594.0,850000.0,780000.0,730000.0,780000.0,755863.0416666666
206051134,850000.0,850000.0,850000.0,860000.0,800000.0,850000.0,820000.0,880000.0,850000.0,850000.0,875000.0,850000.0,848750.0
206061135,1995000.0,2100000.0,2100000.0,1985000.0,1295000.0,1387500.0,1300000.0,1950000.0,2000000.0,1995000.0,1725000.0,2120000.0,1829375.0
206061136,1229000.0,1270000.0,1297500.0,1162000.0,847875.0,923844.0,875000.0,1100000.0,1300000.0,1300000.0,997500.0,1125000.0,1118976.5833333333
206061137,1500000.0,1400000.0,1400000.0,1473125.0,1125000.0,1248438.0,1200000.0,1498125.0,1425000.0,1500000.0,1297500.0,1400000.0,1372265.6666666667
206061138,4000000.0,4500000.0,4500000.0,3450000.0,3075000.0,3050000.0,3100000.0,3500000.0,4500000.0,4250000.0,3300000.0,4625000.0,3820833.3333333335
206071139,800000.0,870000.0,850000.0,800000.0,767500.0,775000.0,765000.0,800000.0,850000.0,820000.0,800000.0,900000.0,816458.3333333334
206071140,1000000.0,1100000.0,1050000.0,1000000.0,880000.0,998750.0,960000.0,1000000.0,1050000.0,1000000.0,998750.0,1100000.0,1011458.3333333334
206071141,800000.0,800000.0,800000.0,800000.0,760000.0,780000.0,770000.0,799000.0,800000.0,800000.0,786250.0,800000.0,791270.8333333334
206071142,1000000.0,1050000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1100000.0,1000000.0,1000000.0,1025000.0,1125000.0,1025000.0
206071143,910000.0,1000000.0,1000000.0,950000.0,900000.0,950000.0,950000.0,950000.0,1000000.0,910000.0,970000.0,1050000.0,961666.6666666666
206071144,850000.0,955000.0,930000.0,850000.0,750000.0,780000.0,759000.0,800000.0,915000.0,899500.0,800000.0,970000.0,854875.0
206071145,1000000.0,1000000.0,990000.0,1000000.0,890000.0,950000.0,895000.0,1000000.0,990000.0,1000000.0,1000000.0,1000000.0,976250.0
207011146,1350000.0,1400000.0,1420719.0,1300000.0,1200000.0,1200000.0,1250000.0,1300000.0,1400000.0,1400000.0,1246875.0,1410000.0,1323132.8333333333
207011147,2000000.0,2000000.0,2000000.0,2000000.0,1600000.0,1800000.0,1700000.0,1995000.0,2000000.0,2000000.0,1912500.0,2000000.0,1917291.6666666667
207011148,1600000.0,1650000.0,1625000.0,1650000.0,1582500.0,1600000.0,1600000.0,1600000.0,1600000.0,1650000.0,1650000.0,1690000.0,1624791.6666666667
207011149,1745313.0,1850000.0,1875000.0,1745000.0,1470000.0,1600000.0,1500000.0,1700000.0,1825000.0,1750000.0,1700000.0,1880000.0,1720026.0833333333
207011150,1650000.0,1750000.0,1697875.0,1650000.0,1500000.0,1562500.0,1498125.0,1593507.0,1687500.0,1680000.0,1562500.0,1750000.0,1631833.9166666667
207011151,1575000.0,1500000.0,1500000.0,1525000.0,1100000.0,1398500.0,1100000.0,1550000.0,1525000.0,1550000.0,1495000.0,1700000.0,1459875.0
207011152,1995000.0,1800000.0,1897625.0,1897625.0,1500000.0,1600000.0,1562500.0,1900000.0,1885125.0,1995000.0,1897625.0,1800000.0,1810875.0
207011153,1925000.0,2000000.0,1900000.0,1925000.0,1850000.0,1900000.0,1900000.0,2000000.0,1900000.0,1900000.0,1995000.0,2000000.0,1932916.6666666667
207011154,1500000.0,1765000.0,1750000.0,1500000.0,1400000.0,1400000.0,1400000.0,1500000.0,1525000.0,1500000.0,1475000.0,1825000.0,1545000.0
207011155,1995000.0,2000000.0,2000000.0,1990000.0,1725000.0,1890000.0,1750000.0,2000000.0,2000000.0,2000000.0,1945125.0,2087500.0,1948552.0833333333
207021156,950000.0,950000.0,950000.0,920000.0,885373.5,920000.0,900000.0,950000.0,950000.0,950000.0,950000.0,950000.0,935447.7916666666
207021157,1000000.0,1000000.0,1000000.0,1018697.0,947450.0,950000.0,950000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,988845.5833333334
207021158,900000.0,989000.0,950000.0,900000.0,867500.0,900000.0,879500.0,900000.0,943819.0,900000.0,900000.0,990000.0,918318.25
207021159,1167272.0,1199000.0,1152500.0,1190199.0,1044500.0,1100000.0,1046194.0,1185100.0,1150000.0,1143575.0,1150000.0,1200000.0,1144028.3333333333
207021160,900000.0,938000.0,900000.0,900000.0,825000.0,850000.0,840000.0,880000.0,900000.0,900000.0,875776.5,927500.0,886356.375
207031161,879975.0,945000.0,900000.0,850000.0,800000.0,840000.0,800000.0,850000.0,900000.0,890000.0,847875.0,945000.0,870654.1666666666
207031162,830000.0,885000.0,850000.0,800000.0,750000.0,790000.0,770000.0,800000.0,850000.0,830000.0,800000.0,900000.0,821250.0
207031163,950000.0,1000000.0,1000000.0,915000.0,855000.0,900000.0,880000.0,900000.0,1000000.0,995000.0,900000.0,1000000.0,941250.0
207031164,953800.0,1000000.0,1000000.0,950000.0,900000.0,900000.0,900000.0,950000.0,998750.0,997500.0,945000.0,1000000.0,957920.8333333334
207031165,949000.0,960000.0,970000.0,949000.0,900000.0,900000.0,900000.0,945000.0,950000.0,949000.0,900000.0,950000.0,935166.6666666666
207031166,880000.0,945000.0,900000.0,880000.0,750000.0,800000.0,780000.0,830000.0,886250.0,880000.0,800000.0,945000.0,856354.1666666666
207031167,1500000.0,1518000.0,1500000.0,1500000.0,1250000.0,1250000.0,1250000.0,1320000.0,1500000.0,1500000.0,1290000.0,1534000.0,1409333.3333333333
208011168,1200000.0,1300000.0,1295000.0,1200000.0,1150000.0,1150000.0,1150000.0,1200000.0,1250000.0,1200000.0,1200000.0,1350000.0,1220416.6666666667
208011169,2520000.0,2550000.0,2625000.0,2510000.0,2200000.0,2400000.0,2200000.0,2500000.0,2550000.0,2520000.0,2425000.0,2550000.0,2462500.0
208011170,1500000.0,1580000.0,1575000.0,1500000.0,1323313.0,1398250.0,1380000.0,1496250.0,1550000.0,1546125.0,1400000.0,1613750.0,1488557.3333333333
208011171,820000.0,950000.0,900000.0,800000.0,770000.0,780000.0,780000.0,800000.0,870000.0,825000.0,800000.0,1000000.0,841250.0
208011172,1050000.0,1125000.0,1100000.0,1050000.0,980000.0,993750.0,975000.0,1000000.0,1100000.0,1100000.0,1000000.0,1195000.0,1055729.1666666667
208011173,1200000.0,1360000.0,1298375.0,1200000.0,1100000.0,1167500.0,1167500.0,1200000.0,1295875.0,1275000.0,1200000.0,1400000.0,1238687.5
208021174,1147125.0,1200000.0,1212500.0,1150000.0,1000000.0,1049500.0,1048188.0,1100000.0,1173532.0,1170000.0,1090000.0,1200000.0,1128403.75
208021175,927000.0,945000.0,929000.0,910000.0,850000.0,900000.0,888888.0,920000.0,932500.0,940000.0,900000.0,945000.0,915615.6666666666
208021176,870000.0,882475.0,857850.0,900000.0,800000.0,812500.0,800000.0,850000.0,900000.0,900000.0,890000.0,900000.0,863568.75
208021177,1300000.0,1300000.0,1300000.0,1298375.0,1100000.0,1150000.0,1173500.0,1250000.0,1325000.0,1300000.0,1200000.0,1400000.0,1258072.9166666667
208021178,1150000.0,1250000.0,1200000.0,1150000.0,1100000.0,1100000.0,1100000.0,1100000.0,1200000.0,1200000.0,1100000.0,1250000.0,1158333.3333333333
208021179,1200000.0,1296750.0,1285875.0,1200000.0,1100000.0,1150000.0,1150000.0,1100000.0,1200000.0,1200000.0,1200000.0,1300000.0,1198552.0833333333
208021180,850000.0,829500.0,836437.5,848937.5,795000.0,819000.0,800000.0,847875.0,847875.0,825000.0,825000.0,848937.5,831130.2083333334
208021181,850000.0,980000.0,962500.0,850000.0,795000.0,833937.5,820000.0,850000.0,947625.0,898375.0,847875.0,1000000.0,886276.0416666666
208021182,1000000.0,990000.0,999500.0,995000.0,895000.0,900000.0,900000.0,900000.0,950000.0,1000000.0,900000.0,1000000.0,952458.3333333334
208031183,700000.0,750000.0,734000.0,694125.0,629000.0,649500.0,629000.0,680000.0,716000.0,700000.0,649500.0,779000.0,692510.4166666666
208031184,745831.1272727273,780244.0109090909,768180.6254545455,738541.2090909091,688673.8706493507,706700.8706493507,696481.577922078,730966.2579220779,761952.8436363636,751185.1363636364,721249.5251948052,786332.2381818182,739694.9411038961
208031185,670000.0,690000.0,690000.0,655000.0,630000.0,650000.0,640000.0,654500.0,680000.0,670000.0,650000.0,690000.0,664125.0
208031186,640000.0,680000.0,650000.0,640000.0,590000.0,600000.0,595000.0,620000.0,650000.0,649187.5,610000.0,690000.0,634515.625
208031187,575000.0,590000.0,585000.0,580000.0,515000.0,548625.0,525000.0,573563.0,580000.0,580000.0,560000.0,590000.0,566849.0
208031188,700000.0,750000.0,739950.0,699975.0,644187.5,650000.0,650000.0,690000.0,719100.0,700000.0,655000.0,758100.0,696359.375
208031189,699000.0,720000.0,700000.0,699000.0,675000.0,677500.0,677500.0,699000.0,700000.0,699000.0,690000.0,735000.0,697583.3333333334
208031190,749062.5,798000.0,750000.0,748125.0,700000.0,722500.0,700000.0,748125.0,748125.0,750000.0,750000.0,800000.0,746994.7916666666
208031191,770000.0,835000.0,800000.0,765000.0,700000.0,730000.0,720000.0,750000.0,800000.0,800000.0,735000.0,850000.0,771250.0
208031192,745831.1272727273,780244.0109090909,768180.6254545455,738541.2090909091,688673.8706493507,706700.8706493507,696481.577922078,730966.2579220779,761952.8436363636,751185.1363636364,721249.5251948052,786332.2381818182,739694.9411038961
208031193,730000.0,800000.0,777500.0,725000.0,699950.0,700000.0,700000.0,715000.0,750000.0,740000.0,700000.0,823969.0,738451.5833333334
208041194,2195000.0,2000000.0,2000000.0,2197500.0,2200000.0,2100000.0,2167313.0,2200000.0,2200000.0,2200000.0,2197500.0,1975000.0,2136026.0833333335
208041195,1250000.0,1385750.0,1350000.0,1200000.0,1150000.0,1200000.0,1200000.0,1225000.0,1312500.0,1300000.0,1200000.0,1396500.0,1264145.8333333333
209011196,556794.0,580000.0,573563.0,548625.0,515750.0,545000.0,537500.0,540000.0,563588.0,550000.0,540000.0,582500.0,552776.6666666666
209011197,590000.0,620000.0,610000.0,580000.0,550000.0,550000.0,550000.0,577500.0,600000.0,600000.0,560000.0,625000.0,584375.0
209011198,800000.0,860000.0,840000.0,800000.0,780000.0,790000.0,789000.0,800000.0,815000.0,800000.0,790000.0,850000.0,809500.0
209011199,560000.0,598750.0,580000.0,550000.0,522500.0,550000.0,540000.0,550000.0,570000.0,570000.0,550000.0,599500.0,561729.1666666666
209011200,1000000.0,1000000.0,995000.0,990000.0,947500.0,1000000.0,982500.0,985000.0,1000000.0,1000000.0,1000000.0,1000000.0,991666.6666666666
209011201,1454000.0,1525000.0,1550000.0,1400000.0,1250000.0,1290000.0,1262500.0,1350000.0,1550000.0,1500000.0,1350000.0,1550000.0,1419291.6666666667
209011202,650000.0,682500.0,680000.0,650000.0,619225.0,640000.0,620000.0,650000.0,680000.0,655500.0,650000.0,682500.0,654977.0833333334
209011203,660000.0,685000.0,680000.0,660000.0,600000.0,650000.0,618450.0,650000.0,660000.0,660000.0,650000.0,687500.0,655079.1666666666
209011204,550000.0,550000.0,550000.0,540000.0,522500.0,527500.0,522500.0,540000.0,550000.0,550000.0,535000.0,561794.0,541607.8333333334
209021205,675000.0,700000.0,680000.0,625000.0,555000.0,600000.0,577500.0,600000.0,680000.0,655000.0,598500.0,697500.0,636958.3333333334
209021206,660000.0,700000.0,687500.0,660000.0,600000.0,650000.0,629000.0,660000.0,672500.0,670000.0,650000.0,700000.0,661583.3333333334
209021207,500000.0,536157.0,505000.0,500000.0,450000.0,480000.0,452500.0,490000.0,516856.5,500000.0,480000.0,536157.0,495555.875
209021208,550000.0,580000.0,570000.0,544312.5,530000.0,530000.0,530000.0,540000.0,550000.0,550000.0,530000.0,590000.0,549526.0416666666
209031209,680000.0,745000.0,721594.0,670000.0,650000.0,650000.0,650000.0,672500.0,700000.0,680000.0,670000.0,750000.0,686591.1666666666
209031210,550000.0,590000.0,580000.0,555000.0,550000.0,550000.0,550000.0,550000.0,560000.0,560000.0,550000.0,590000.0,561250.0
209031211,422500.0,460000.0,459000.0,420000.0,422500.0,435000.0,425000.0,420000.0,437500.0,432500.0,437500.0,475000.0,437208.3333333333
209031212,790000.0,900000.0,830000.0,790000.0,760000.0,780000.0,770000.0,790000.0,820000.0,790000.0,785000.0,900000.0,808750.0
209031213,710000.0,755000.0,750000.0,700000.0,690000.0,680000.0,670422.0,700000.0,750000.0,720000.0,690000.0,750000.0,713785.1666666666
209031214,780000.0,815000.0,800000.0,754500.0,750000.0,750000.0,750000.0,750000.0,795000.0,795000.0,750000.0,840000.0,777458.3333333334
209031215,620000.0,659587.0,650000.0,622500.0,573750.0,580000.0,578750.0,620000.0,649950.0,640221.0,590000.0,668238.0,621083.0
209041216,550000.0,560000.0,560000.0,550000.0,500000.0,522500.0,500000.0,550000.0,560000.0,571781.5,545000.0,562500.0,544315.125
209041217,550000.0,560000.0,565000.0,550000.0,505000.0,550000.0,535000.0,550000.0,560000.0,550000.0,550000.0,555000.0,548333.3333333334
209041218,400000.0,414900.0,409000.0,399585.0,389710.0,394500.0,392110.0,397975.0,405676.0,403850.0,396000.0,421717.5,402085.2916666667
209041219,440000.0,458000.0,458000.0,432500.0,400000.0,410000.0,400000.0,420000.0,450000.0,450000.0,420000.0,458000.0,433041.6666666667
209041220,426969.0,489500.0,476250.0,420000.0,400000.0,400000.0,400000.0,400000.0,460000.0,450000.0,400000.0,498750.0,435122.4166666667
209041221,448875.0,450000.0,450000.0,448875.0,428500.0,426219.0,429250.0,434500.0,450000.0,448875.0,423938.0,459000.0,441502.6666666667
209041222,400000.0,406460.0,403223.0,400000.0,385000.0,391400.0,390000.0,398000.0,402470.0,400000.0,395000.0,407640.0,398266.0833333333
209041223,451000.0,480025.0,479775.0,428925.0,380000.0,382500.0,380000.0,420000.0,474290.0,477675.0,399000.0,487888.0,436756.5
209041224,353800.0,362450.0,359050.0,357000.0,351550.0,354725.0,354471.5,355050.0,356800.0,357520.0,354725.0,366375.0,356959.7083333333
209041225,383475.0,391435.0,390000.0,379667.5,374450.0,379535.0,377350.0,381000.0,389950.0,389950.0,379800.0,395825.0,384369.7916666667
210011226,598500.0,637500.0,600000.0,590000.0,550000.0,580000.0,570000.0,598500.0,600000.0,599500.0,590000.0,640000.0,596166.6666666666
210011227,745831.1272727273,780244.0109090909,768180.6254545455,738541.2090909091,688673.8706493507,706700.8706493507,696481.577922078,730966.2579220779,761952.8436363636,751185.1363636364,721249.5251948052,786332.2381818182,739694.9411038961
210011228,648687.5,636700.0,630000.0,650000.0,670555.5,670555.5,670000.0,660000.0,646687.5,637500.0,667883.0,650000.0,653214.0833333334
210011229,600000.0,640000.0,630000.0,600000.0,580000.0,590000.0,590000.0,600000.0,615000.0,600000.0,600000.0,650000.0,607916.6666666666
210011230,775000.0,795000.0,788750.0,765000.0,708750.0,750000.0,729000.0,750000.0,792500.0,790000.0,750000.0,795000.0,765750.0
210011231,845000.0,900000.0,850000.0,840000.0,800000.0,820000.0,810000.0,840000.0,850000.0,850000.0,840000.0,896375.0,845114.5833333334
210021232,588700.0,577099.0,580000.0,591431.5,581630.5,593666.5,590000.0,599000.0,589350.0,586850.0,595000.0,581350.0,587839.7916666666
210021233,795000.0,799000.0,799000.0,795000.0,790000.0,785000.0,780000.0,802500.0,785000.0,785000.0,802500.0,758100.0,789675.0
210021234,555000.0,565000.0,575000.0,570000.0,575000.0,575000.0,560000.0,570000.0,550000.0,555000.0,570000.0,560000.0,565000.0
210021235,414404.0,414142.0,413115.0,414438.0,414438.0,414719.0,416000.0,416171.0,414354.0,414438.0,416995.0,416500.0,414976.1666666667
210031236,600000.0,635000.0,600000.0,585000.0,570000.0,570000.0,570000.0,580000.0,610000.0,600000.0,575000.0,640000.0,594583.3333333334
210031237,450000.0,480000.0,479500.0,450000.0,440000.0,450000.0,449437.5,450000.0,470000.0,457000.0,450000.0,490000.0,459661.4583333333
210031238,450000.0,460000.0,450000.0,450000.0,450000.0,450000.0,450000.0,450000.0,450000.0,455000.0,450000.0,462591.0,452299.25
210031239,550000.0,580000.0,575000.0,550000.0,545000.0,550000.0,550000.0,550000.0,560000.0,550000.0,550000.0,590000.0,558333.3333333334
210041240,419500.0,420000.0,420000.0,405000.0,395000.0,395000.0,395000.0,395000.0,420000.0,400000.0,397500.0,430000.0,407666.6666666667
210041241,389711.0,396550.0,393962.5,387850.0,378100.0,380000.0,380000.0,385700.0,390935.0,390000.0,384450.0,399000.0,388021.5416666667
210051242,350000.0,359050.0,359100.0,350000.0,350000.0,350000.0,350000.0,350000.0,350000.0,350000.0,350000.0,360000.0,352345.8333333333
210051243,335000.0,340000.0,340000.0,335000.0,330000.0,330000.0,330000.0,330000.0,340000.0,339500.0,330000.0,340000.0,334958.3333333333
210051244,389345.0,400655.5,398564.5,389700.0,376680.0,383016.5,380000.0,388070.0,394625.0,391475.0,386000.0,404897.5,390252.4166666667
210051245,415000.0,437000.0,428600.0,411250.0,400000.0,409500.0,400000.0,415000.0,420000.0,420000.0,410000.0,448875.0,417935.4166666667
210051246,466487.5,494100.0,485600.0,462550.0,447550.0,455636.0,450000.0,459230.0,477950.0,471493.5,456130.0,497875.0,468716.8333333333
210051247,350000.0,369000.0,360000.0,350000.0,335000.0,345000.0,338000.0,350000.0,360000.0,350000.0,350000.0,369500.0,352208.3333333333
210051248,745831.1272727273,780244.0109090909,768180.6254545455,738541.2090909091,688673.8706493507,706700.8706493507,696481.577922078,730966.2579220779,761952.8436363636,751185.1363636364,721249.5251948052,786332.2381818182,739694.9411038961
210051249,433600.0,438500.0,437860.0,429675.0,415466.0,421535.5,420000.0,427420.0,435348.0,431698.5,427690.0,439100.0,429824.4166666667
210051250,400000.0,435000.0,410000.0,400000.0,377500.0,390000.0,389000.0,399000.0,400000.0,400000.0,390000.0,450000.0,403375.0
211011251,537750.0,570000.0,550000.0,540000.0,500000.0,520000.0,520000.0,536831.5,550000.0,550000.0,530000.0,580000.0,540381.7916666666
211011252,500000.0,520000.0,502000.0,498750.0,470000.0,480000.0,471250.0,490000.0,500000.0,500000.0,490000.0,520000.0,495166.6666666667
211011253,530000.0,570000.0,560000.0,520000.0,490000.0,510000.0,490000.0,520000.0,550000.0,540000.0,520000.0,580000.0,531666.6666666666
211011254,600000.0,630000.0,630000.0,600000.0,581769.0,590000.0,584269.0,600000.0,626719.0,615000.0,599250.0,640000.0,608083.9166666666
211011255,750000.0,780000.0,765000.0,750000.0,715000.0,740000.0,730000.0,750000.0,755000.0,760000.0,749062.5,800000.0,753671.875
211011256,635000.0,660000.0,650000.0,632500.0,627250.0,627500.0,630000.0,632500.0,650000.0,644187.5,630000.0,665000.0,640328.125
211011257,650000.0,682500.0,681250.0,655000.0,635000.0,635000.0,630000.0,650000.0,670000.0,670000.0,650000.0,683288.0,657669.8333333334
211011258,690000.0,700000.0,690000.0,680000.0,640000.0,670000.0,650000.0,680000.0,690000.0,690000.0,680000.0,705000.0,680416.6666666666
211011259,690000.0,700000.0,700000.0,690000.0,624212.5,675000.0,650000.0,685000.0,698250.0,698250.0,674156.5,700000.0,682072.4166666666
211011260,780987.0,798000.0,782500.0,780000.0,748125.0,779025.0,750000.0,780987.0,780000.0,780000.0,780000.0,800000.0,778302.0
211021261,980000.0,1000000.0,998250.0,967500.0,980000.0,950000.0,952500.0,980000.0,997500.0,976281.5,992500.0,1000000.0,981210.9583333334
211021262,1100000.0,1250000.0,1200000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1165000.0,1100000.0,1000000.0,1250000.0,1088750.0
211031263,505000.0,530000.0,520000.0,500000.0,480000.0,490000.0,490000.0,500000.0,510000.0,515000.0,490000.0,550000.0,506666.6666666667
211031264,545000.0,570000.0,560000.0,530000.0,500000.0,520000.0,500000.0,530000.0,550000.0,550000.0,520000.0,575000.0,537500.0
211031265,650000.0,660000.0,650000.0,640000.0,600000.0,630000.0,610000.0,635000.0,650000.0,649000.0,630000.0,672500.0,639708.3333333334
211031266,662500.0,710000.0,698250.0,650000.0,590000.0,600000.0,590000.0,627500.0,690000.0,680000.0,625000.0,730000.0,654437.5
211031267,648375.0,675000.0,650000.0,642500.0,595000.0,600000.0,600000.0,640000.0,650000.0,650000.0,620000.0,682500.0,637781.25
211031268,690000.0,735000.0,720000.0,690000.0,655000.0,675000.0,675000.0,690000.0,700000.0,690000.0,677500.0,735000.0,694375.0
211041269,750000.0,771567.0,755000.0,750000.0,720000.0,720000.0,720000.0,750000.0,750000.0,750000.0,724000.0,767291.0,743988.1666666666
211041270,740000.0,785000.0,780000.0,750000.0,700000.0,720000.0,700000.0,740000.0,750000.0,750000.0,735000.0,785266.0,744605.5
211041271,732500.0,790000.0,780000.0,727500.0,699950.0,700000.0,700000.0,703238.0,765000.0,740644.0,700000.0,800000.0,736569.3333333334
211041272,775000.0,800000.0,790000.0,775000.0,700000.0,750000.0,720000.0,750120.0,780000.0,780000.0,750000.0,820000.0,765843.3333333334
211041273,950000.0,980000.0,979500.0,937650.0,855000.0,900000.0,862838.0,922688.0,979500.0,960094.0,910000.0,980000.0,934772.5
211051274,490000.0,520000.0,520000.0,490000.0,490000.0,490000.0,490000.0,490000.0,510000.0,495000.0,490000.0,525000.0,500000.0
211051275,560000.0,584599.0,580000.0,550000.0,495000.0,500000.0,499000.0,530000.0,577020.0,570000.0,530000.0,590000.0,547134.9166666666
211051276,479975.0,480000.0,480000.0,479975.0,462500.0,480000.0,470000.0,480000.0,472500.0,475000.0,480000.0,477000.0,476412.5
211051277,480000.0,510000.0,495000.0,470000.0,440000.0,450000.0,440000.0,467500.0,495000.0,490000.0,460000.0,520000.0,476458.3333333333
211051278,490000.0,540000.0,520000.0,490000.0,470000.0,480000.0,480000.0,490000.0,520000.0,500000.0,480000.0,550000.0,500833.3333333333
211051279,549312.5,595000.0,565000.0,550000.0,560000.0,557500.0,560000.0,550000.0,555000.0,550000.0,547500.0,620000.0,563276.0416666666
211051280,550000.0,570000.0,570000.0,550000.0,510000.0,520000.0,515000.0,540000.0,569500.0,555000.0,540000.0,574281.5,546981.7916666666
211051281,497000.0,530000.0,520000.0,495000.0,470000.0,480000.0,475000.0,492500.0,510000.0,500000.0,490000.0,540000.0,499958.3333333333
211051282,590000.0,620000.0,615000.0,580000.0,590000.0,590000.0,590000.0,580000.0,592500.0,590000.0,580000.0,620000.0,594791.6666666666
211051283,475000.0,490000.0,490000.0,470000.0,465000.0,470000.0,470000.0,470000.0,480000.0,480000.0,470000.0,490000.0,476666.6666666667
211051284,530000.0,548625.0,530000.0,520000.0,490000.0,490000.0,490000.0,498750.0,530000.0,525000.0,490000.0,550000.0,516031.25
211051285,489950.0,490000.0,490000.0,480000.0,455000.0,470000.0,460000.0,475000.0,482475.0,487450.0,470000.0,520000.0,480822.9166666667
211051286,380000.0,390000.0,390000.0,380000.0,360000.0,370000.0,360000.0,377500.0,390000.0,380000.0,380000.0,395000.0,379375.0
212011287,409000.0,415747.5,413620.0,405636.0,393000.0,400280.0,396850.0,404900.0,413250.0,412700.0,402050.0,416953.0,406998.875
