BP_2005_2006,BP_2006_2007,BP_2007_2008,BP_2008_2009,BP_2009_2010,BP_2010_2011,BP_2011_2012,BP_2012_2013,BP_2013_2014,BP_2014_2015,BP_2015_2016,SA1_MAINCO,Average,Disinvested
144.0003846,340.99967868475824,358.00017633056905,478.9992940355269,649.998892685951,619.9989980762602,156.00004812144323,451.9999800056968,227.0000558760802,672.999650085412,278.0000777624965,20601110617,397.9997487512903,False
144.0,341.0,358.0,479.0,650.0,620.0,156.0001374979597,451.99997507099215,227.0000494781134,672.9997060795408,278.0001786854696,20601110618,398.00000425564326,False
143.9999914,340.99997967481613,357.9999786615372,478.9999714493752,649.9999612569809,619.9999630451202,155.99999070167542,451.99997305870056,226.99998646974564,672.9999598860741,277.99998342990875,20601110619,397.9999762758122,False
144.0,341.0,358.0,479.0,650.0,620.0,92.00012694419256,60.00020709316118,61.00012714001139,401.9999236923539,149.0001896089248,20601110701,305.0909613162404,False
144.0,341.0,358.0,479.0,650.0,620.0,92.0000454573159,60.00006709997194,61.00004308762203,402.0000085024361,149.00006880450226,20601110702,305.0909302683499,False
144.000055,341.0000635242927,358.0000472232604,479.0000584322597,649.999936441062,620.0001653479087,91.99999597953266,60.00001656327527,61.00002900115854,401.9999183832224,149.00002092741218,20601110703,305.09093698394406,False
144.0000032,341.0000057775229,358.0000055190208,479.0000072509852,650.0000058292234,620.0000119040237,92.0,60.0,61.0,402.0,149.0,20601110704,305.0909126800706,False
144.0,341.0,358.0,479.0,650.0,620.0,92.00011782877785,60.00018781771064,61.00011648783209,401.9999515318189,149.00017656023834,20601110705,305.0909591114889,False
144.0000666,341.0000592651974,358.0000335413128,479.0000378777671,649.9998409640821,620.0001811883756,91.99998947275613,60.00002985343463,61.000053627671775,401.9998314161591,149.00003546595389,20601110706,305.0909235702464,False
143.9999914,340.99997967481613,357.9999786615372,478.9999714493752,649.9999612569809,619.9999630451202,92.00056170698348,60.00089934269727,61.0005566932,401.9997486996288,149.00084117553774,20601110707,305.09113210053425,False
144.0,341.0,358.0,479.0,650.0,620.0,92.0,60.0,61.0,402.0,149.0,20601110708,305.09090909090907,False
144.0,341.0,358.0,479.0,650.0,620.0,92.0,60.0,61.0,402.0,149.0,20601110709,305.09090909090907,False
143.9999914,340.99997967481613,357.9999786615372,478.9999714493752,649.9999612569809,619.9999630451202,91.99999451637268,59.99999642372131,60.99999636411667,401.9999760389328,148.99999111890793,20601110710,305.09089090453466,False
144.0002928,341.0003045143271,358.000206291466,479.0002483348694,649.9995048572941,620.0008440422175,91.99999802447552,60.00000832733076,61.00001456164989,401.99995926630186,149.00001055289556,20601110711,305.0910355975298,False
144.0002802,340.99984214160304,358.0001946963212,478.9994411651678,649.9992886268228,619.9993382986613,92.00028346599576,60.0004598639702,61.0002896486793,401.99985318925474,149.00042870776218,20601110712,305.09088181856714,False
144.0018715,340.9989932871922,358.0013297762507,478.99635370307806,649.9953629745141,619.9956884979401,91.99999882927592,60.00000483530238,61.00001257909787,401.9999845610985,149.00000595573192,20601110713,305.08996422722566,False
144.0,341.0,358.0,479.0,650.0,620.0,92.0,60.0,61.0,402.0,149.0,20601110714,305.09090909090907,False
144.007752,341.0077517171376,358.0050457519173,479.005996331085,649.9854455676905,620.0220124051339,92.00287255668536,60.01313515643415,61.03145706561281,401.9959786895761,149.01763827666673,20601110715,305.0995532289036,False
147.4282143,344.42770663203123,360.2315903777255,481.65111616822014,643.5638061840928,629.7331416263887,93.34424334668569,65.88486760069878,75.15955175679875,400.7452780377081,156.9162065110396,20601110716,309.00779295830813,False
144.0,341.0,358.0,479.0,650.0,620.0,92.0,60.0,61.0,402.0,149.0,20601110717,305.09090909090907,False
144.0009889,340.99948031724807,358.0007101663118,478.9980955402516,649.9975792812802,619.9977496764168,91.99969081981315,59.999814784309365,60.99992358911595,401.9986737767731,148.9999232268137,20601110718,305.0902390980304,False
144.0,341.0,358.0,479.0,650.0,620.0,92.0,60.0,61.0,402.0,149.0,20601110719,305.09090909090907,False
144.0000044,341.000009061552,358.0000108788756,479.000014137525,650.0000214068198,620.0000295910431,92.0001488747856,60.00020886257313,61.000122418904056,401.9999543454492,149.0001941974645,20601110720,305.09097437954483,False
144.0,341.0,358.0,479.0,650.0,620.0,92.00012232476551,60.00019373425471,61.00012050053772,401.9999560278066,149.00018345799143,20601110721,305.09096145866874,False
146.1256386,344.846850715694,363.134616310359,485.5339518877445,660.6459961455548,637.5292924613459,92.00060975661188,60.00005353224141,60.99975289094509,401.9982611516696,148.9994665947349,20601110722,309.2558627315365,False
144.0,341.0,358.0,479.0,650.0,620.0,92.0,60.0,61.0,402.0,149.0,20601110723,305.09090909090907,False
144.0,341.0,358.0,479.0,650.0,620.0,92.00000919873855,60.00001938510144,61.00001072654649,401.9999722438588,149.00001317652203,20601110724,305.09091133916064,False
144.0000668,341.00005964722186,358.0000339062444,479.00003835722055,649.999841349525,620.0001819754998,91.9996761029015,60.00107802807179,61.0019132776124,401.99428057250407,149.00131933327611,20601110725,305.090771759098,False
143.9999914,340.99997967481613,357.9999786615372,478.9999714493752,649.9999612569809,619.9999630451202,92.00004212247826,60.00006635141648,61.000041369550985,401.9999866901586,149.0000632200875,20601110726,305.0909132037747,False
144.1627668,341.16180072968154,358.10601377777266,479.12420583729727,649.6941269147828,620.4589252398127,92.06881031930736,60.30125258101186,61.72484572879584,401.9357541425613,149.40523752168065,20601110727,305.28579450842767,False
144.0005682,340.9997039427224,358.00040954514566,478.99891040147577,649.9986152825386,619.998712848278,92.0,60.0,61.0,402.0,149.0,20601110728,305.09062911092366,False
144.0,341.0,358.0,479.0,650.0,620.0,92.0,60.0,61.0,402.0,149.0,20601110729,305.09090909090907,False
144.0,341.0,358.0,479.0,650.0,620.0,92.0,60.0,61.0,402.0,149.0,20601110730,305.09090909090907,False
144.0001824,341.0001816610585,358.00011777523525,479.0001397774503,649.9996544439833,620.0005170672583,91.9999933346233,60.00000943869554,61.00001833493303,401.99992485250175,149.00000892125178,20601110731,305.09097709154463,False
294.0,261.0,465.0,188.0,280.0,276.0,76.0,93.0,154.0,252.0,184.0,20601110801,229.36363636363637,True
294.0000006,261.0000013424525,465.0000014093783,188.0000018857324,280.00000255892706,276.00000244082275,76.00003939532964,93.00005309674128,154.00001975236646,252.0000079240772,184.00004838821604,20601110802,229.36365261764033,True
294.0000024,261.0000057448616,465.00000603126233,188.0000080697616,280.00001095061594,276.0000104452029,76.00003754132393,93.000049820924,154.00002836984197,252.00002705090645,184.00005357858063,20601110803,229.3636581821165,True
294.0,261.0,465.0,188.0,280.0,276.0,76.0,93.0,154.0,252.0,184.0,20601110804,229.36363636363637,True
294.0,261.0,465.0,188.0,280.0,276.0,76.0,93.0,154.0,252.0,184.0,20601110805,229.36363636363637,True
293.9998561,261.000100108648,464.9999115750061,188.00032161840815,280.00041121853883,276.00038319765554,76.00002449232807,93.00003264895552,154.00001672350692,252.00001400191056,184.0000335587857,20601110806,229.36373684034032,True
293.9641114,260.9634626109405,464.9312144615024,188.05361374750785,279.9955409124095,276.00458306044857,75.99998418447593,93.00004624092254,153.99996560973406,251.9999261154246,184.0000260257111,20601110807,229.35567948809793,True
293.9999125,260.99990983638736,464.9998311309282,188.00013365076404,279.99998886568875,276.0000115162493,75.9999940042863,93.00002704269605,153.99999291581958,251.9999667556845,184.0000434909811,20601110808,229.3636192463168,True
294.0,261.0,465.0,188.0,280.0,276.0,76.0,93.0,154.0,252.0,184.0,20601110809,229.36363636363637,True
293.9999805,261.00000567231604,464.9999831875242,188.0000292615731,280.00003674122706,276.0000339817645,75.99981887285657,92.9996931560583,153.99950170062948,251.99960081724197,183.9997646678997,20601110810,229.3634953235538,True
293.9997065,261.000135025142,464.9997774753854,188.00053036819816,280.000672241614,276.0006241956594,76.00000697781553,93.00000196183449,153.9999984510356,252.00003526357463,184.00000767032705,20601110811,229.36377237550786,True
294.0,261.0,465.0,188.0,280.0,276.0,75.9999755618228,92.99995531564856,153.999927858702,251.9999539968776,183.99997675642223,20601110812,229.36361722631574,True
294.0,261.0,465.0,188.0,280.0,276.0,76.0,93.0,154.0,252.0,184.0,20601110813,229.36363636363637,True
294.0,261.0,465.0,188.0,280.0,276.0,76.0,93.0,154.0,252.0,184.0,20601110814,229.36363636363637,True
294.0003913,261.00032681475886,465.0003356962197,188.00085067771963,280.0010539753307,276.000852791238,76.0001743607686,93.00009060098478,154.00022296080715,252.0002283214224,184.00049479995823,20601110815,229.36409293629166,True
294.0,261.0,465.0,188.0,280.0,276.0,76.0,93.0,154.0,252.0,184.0,20601110816,229.36363636363637,True
294.0,261.0,465.0,188.0,280.0,276.0,76.0,93.0,154.0,252.0,184.0,20601110817,229.36363636363637,True
294.0,261.0,465.0,188.0,280.0,276.0,76.0,93.0,154.0,252.0,184.0,20601110818,229.36363636363637,True
294.0,261.0,465.0,188.0,280.0,276.0,76.0,93.0,154.0,252.0,184.0,20601110819,229.36363636363637,True
293.9999825,260.9999844431877,464.9999722838402,187.9999887943268,279.99998331069946,275.99998354911804,75.999995470047,92.99999445676804,153.9999908208847,251.99998497962952,183.99998903274536,20601110820,229.3636226946588,True
294.0,261.0,465.0,188.0,280.0,276.0,76.0,93.0,154.0,252.0,184.0,20601110821,229.36363636363637,True
294.0,261.0,465.0,188.0,280.0,276.0,76.00000069453355,93.00000231511184,154.00000309383128,252.00000229406533,184.00000492487428,20601110822,229.3636375747651,True
294.0010028,261.00083731342875,465.0008580019439,188.00218462876228,280.0027062242252,276.00218913800427,76.00053900688391,93.00027487678688,154.00068427868422,252.0006732198281,184.0015501334921,20601110823,229.3648636020036,True
293.9988776,261.0005847484417,464.9991909266264,188.0021522487341,280.00273517903224,276.0025424578962,76.00003446393539,93.00004577120096,154.00002562324764,252.0000239735179,184.00004885724516,20601110824,229.36420562271613,True
293.999369,261.0003216532691,464.9995408236109,188.001197103848,280.0015206333728,276.00141322031595,76.0000447079554,93.00006008794912,154.0000244939282,252.00001323670296,184.00005653885688,20601110825,229.36396013634632,True
294.0,261.0,465.0,188.0,280.0,276.0,76.0,93.0,154.0,252.0,184.0,20601110826,229.36363636363637,True
294.0,261.0,465.0,188.0,280.0,276.0,75.9999539259776,92.99991938901384,153.99986955167503,251.9999046567725,183.9999473462674,20601110827,229.36359953360963,True
294.0,261.0,465.0,188.0,280.0,276.0,76.0,93.0,154.0,252.0,184.0,20601110828,229.36363636363637,True
294.0,261.0,465.0,188.0,280.0,276.0,76.0,93.0,154.0,252.0,184.0,20601110829,229.36363636363637,True
294.0,261.0,465.0,188.0,280.0,276.0,76.0,93.0,154.0,252.0,184.0,20601110830,229.36363636363637,True
294.0,261.0,465.0,188.0,280.0,276.0,76.0,93.0,154.0,252.0,184.0,20601110831,229.36363636363637,True
293.9999976,261.0000202873468,465.0000099149514,188.0000391443332,280.00005163534286,276.0000487203164,76.0000152595531,93.00002008097542,154.00001361927542,252.0000152595531,184.00002341123616,20601110832,229.36365953935308,True
294.0,261.0,465.0,188.0,280.0,276.0,76.0,93.0,154.0,252.0,184.0,20601110833,229.36363636363637,True
294.0,261.0,465.0,188.0,280.0,276.0,76.0,93.0,154.0,252.0,184.0,20601110834,229.36363636363637,True
294.0,261.0,465.0,188.0,280.0,276.0,76.0,93.0,154.0,252.0,184.0,20601110835,229.36363636363637,True
294.0,261.0,465.0,188.0,280.0,276.0,75.99999349306935,92.9999907765181,153.99998488473813,251.99998141314853,183.99998731140155,20601110836,229.36363071626144,True
293.9999825,260.9999844431877,464.9999722838402,187.9999887943268,279.99998331069946,275.99998354911804,75.999995470047,92.99999445676804,153.9999908208847,251.99998497962952,183.99998903274536,20601110837,229.3636226946588,True
294.0,261.0,465.0,188.0,280.0,276.0,76.0,93.0,154.0,252.0,184.0,20601110838,229.36363636363637,True
294.0,261.0,465.0,188.0,280.0,276.0,76.0,93.0,154.0,252.0,184.0,20601110839,229.36363636363637,True
294.0,261.0,465.0,188.0,280.0,276.0,76.0,93.0,154.0,252.0,184.0,20601110840,229.36363636363637,True
294.0,261.0,465.0,188.0,280.0,276.0,76.0,93.0,154.0,252.0,184.0,20601110841,229.36363636363637,True
294.0,261.0,465.0,188.0,280.0,276.0,76.0,93.0,154.0,252.0,184.0,20601110842,229.36363636363637,True
294.0,261.0,465.0,188.0,280.0,276.0,76.0,93.0,154.0,252.0,184.0,20601110843,229.36363636363637,True
293.9999825,260.9999844431877,464.9999722838402,187.9999887943268,279.99998331069946,275.99998354911804,75.999995470047,92.99999445676804,153.9999908208847,251.99998497962952,183.99998903274536,20601110844,229.3636226946588,True
294.0,261.0,465.0,188.0,280.0,276.0,76.0,93.0,154.0,252.0,184.0,20601110845,229.36363636363637,True
294.0,261.0,465.0,188.0,280.0,276.0,75.9999845444014,92.99997082086554,153.99995296840723,251.99997308428533,183.99998753383875,20601110846,229.36362445016354,True
293.9999825,260.9999844431877,464.9999722838402,187.9999887943268,279.99998331069946,275.99998354911804,75.999995470047,92.99999445676804,153.9999908208847,251.99998497962952,183.99998903274536,20601110847,229.3636226946588,True
293.9999825,260.9999844431877,464.9999722838402,187.9999887943268,279.99998331069946,275.99998354911804,76.00003204595731,93.0000458890686,154.000023493677,251.9999936970921,184.00004218217137,20601110848,229.3636392899217,True
294.0,261.0,465.0,188.0,280.0,276.0,75.99999904765107,93.00000638211492,154.00000675748464,251.99999679656415,184.0000144012106,20601110849,229.36363848954772,True
294.0,261.0,465.0,188.0,280.0,276.0,76.00000086885639,93.00000289618798,154.0000038703603,252.000002869859,184.0000061609817,20601110850,229.36363787874959,True
294.0,261.0,465.0,188.0,280.0,276.0,76.0,93.0,154.0,252.0,184.0,20601110851,229.36363636363637,True
294.0,261.0,465.0,188.0,280.0,276.0,75.99998538222792,93.00000861376134,154.0000008830674,251.9999513702652,184.0000232720888,20601110852,229.36363359285545,True
294.0,261.0,465.0,188.0,280.0,276.0,76.0000008698047,93.00000289934896,154.0000038745845,252.00000287299125,184.000006167706,20601110853,229.36363788040325,True
294.0,261.0,465.0,188.0,280.0,276.0,76.0,93.0,154.0,252.0,184.0,20601110854,229.36363636363637,True
294.0,261.0,465.0,188.0,280.0,276.0,76.0,93.0,154.0,252.0,184.0,20601110855,229.36363636363637,True
293.9999522,261.0000424502791,464.9999762638408,188.0001235107179,280.0001587036377,276.0001481877134,76.00000890686442,92.99998250859151,153.99995032560287,252.00008188111636,183.99998174894492,20601110856,229.3636733352099,True
294.0,261.0,465.0,188.0,280.0,276.0,76.0,93.0,154.0,252.0,184.0,20601110857,229.36363636363637,True
294.0,261.0,465.0,188.0,280.0,276.0,76.00000062155094,93.00000207183643,154.0000027687269,252.0000020530016,184.0000044073612,20601110858,229.3636374474979,True
294.0,261.0,465.0,188.0,280.0,276.0,76.0,93.0,154.0,252.0,184.0,20601110859,229.36363636363637,True
294.0,261.0,465.0,188.0,280.0,276.0,75.9999896803731,93.0000038276892,153.99999802981796,251.9999656827659,184.000011441385,20601110860,229.3636335147301,True
294.0,261.0,465.0,188.0,280.0,276.0,37.00007007654904,27.000117342812587,47.00019035070159,166.00015748623855,134.00009287568264,20601110901,197.72732983018042,True
294.0,261.0,465.0,188.0,280.0,276.0,37.0,27.0,47.0,166.0,134.0,20601110902,197.72727272727272,True
294.0,261.0,465.0,188.0,280.0,276.0,37.0,27.0,47.0,166.0,134.0,20601110903,197.72727272727272,True
294.0,261.0,465.0,188.0,280.0,276.0,37.0,27.0,47.0,166.0,134.0,20601110904,197.72727272727272,True
294.0,261.0,465.0,188.0,280.0,276.0,37.00006118475903,27.000103194009625,47.000167331042576,166.0001357484016,134.00007929129424,20601110905,197.72732243177336,True
293.9999601,261.0000091727669,464.9999640949084,188.00005547234437,280.0000693425352,276.0000640146832,37.00001764171827,27.000010479231943,47.00000366226098,166.00007553950928,134.0000020802402,20601110906,197.72729378183624,True
294.0,261.0,465.0,188.0,280.0,276.0,37.00003108362216,27.00005110877737,47.000082993572505,166.00007208488023,134.00004348267248,20601110907,197.72729825032044,True
294.0,261.0,465.0,188.0,280.0,276.0,37.0,27.0,47.0,166.0,134.0,20601110908,197.72727272727272,True
293.9992066,261.00042996677394,464.99943824493766,188.00155154126924,280.00197342056254,276.0018350043556,37.00000691736864,27.00000416924854,47.000001908194406,166.00002971018364,134.00000237257194,20601110909,197.72767998686058,True
293.9978187,261.0011640285084,464.9984444149886,188.00423293493805,280.00538214779226,276.0050039679045,37.00000950096836,27.00000551212605,47.0000009429116,166.00004048368135,133.99999772632248,20601110910,197.7283727600129,True
294.0,261.0,465.0,188.0,280.0,276.0,37.0,27.0,47.0,166.0,134.0,20601110911,197.72727272727272,True
