BP_2005_2006,BP_2006_2007,BP_2007_2008,BP_2008_2009,BP_2009_2010,BP_2010_2011,BP_2011_2012,BP_2012_2013,BP_2013_2014,BP_2014_2015,BP_2015_2016,SA1_MAINCO,Average,Disinvested
164.9999902,192.9999884963036,219.99998688697812,143.99999141693115,297.99998223781586,218.9999869465828,96.99999421834946,71.99999570846558,127.99999237060548,185.99998891353607,207.9999876022339,20701114827,175.4545349998002,True
165.0,193.0,220.0,144.0,298.0,219.0,97.0,72.0,128.0,186.0,208.0,20701114828,175.45454545454547,True
165.0,193.0,220.0,144.0,298.0,219.0,97.0,72.0,128.0,186.0,208.0,20701114829,175.45454545454547,True
165.0,193.0,220.0,144.0,298.0,219.0,97.0,72.0,128.0,186.0,208.0,20701114830,175.45454545454547,True
165.0,193.0,220.0,144.0,298.0,219.0,97.0,72.0,128.0,186.0,208.0,20701114831,175.45454545454547,True
165.0,193.0,220.0,144.0,298.0,219.0,97.0,72.0,128.0,186.0,208.0,20701114832,175.45454545454547,True
165.0,193.0,220.0,144.0,298.0,219.0,97.0,72.0,128.0,186.0,208.0,20701114833,175.45454545454547,True
165.0,193.0,220.0,144.0,298.0,219.0,97.0,72.0,128.0,186.0,208.0,20701114834,175.45454545454547,True
164.9999902,192.9999884963036,219.99998688697812,143.99999141693115,297.99998223781586,218.9999869465828,96.99999421834946,71.99999570846558,127.99999237060548,185.99998891353607,207.9999876022339,20701114835,175.4545349998002,True
165.0,193.0,220.0,144.0,298.0,219.0,97.0,72.0,128.0,186.0,208.0,20701114836,175.45454545454547,True
164.9999902,192.9999884963036,219.99998688697812,143.99999141693115,297.99998223781586,218.9999869465828,96.99999421834946,71.99999570846558,127.99999237060548,185.99998891353607,207.9999876022339,20701114837,175.4545349998002,True
165.0,193.0,220.0,144.0,298.0,219.0,97.0,72.0,128.0,186.0,208.0,20701114838,175.45454545454547,True
165.0,193.0,220.0,144.0,298.0,219.0,97.0,72.0,128.0,186.0,208.0,20701114839,175.45454545454547,True
164.9999902,192.9999884963036,219.99998688697812,143.99999141693115,297.99998223781586,218.9999869465828,96.99999421834946,71.99999570846558,127.99999237060548,185.99998891353607,207.9999876022339,20701114840,175.4545349998002,True
165.0,193.0,220.0,144.0,298.0,219.0,97.0,72.0,128.0,186.0,208.0,20701114841,175.45454545454547,True
165.0,193.0,220.0,144.0,298.0,219.0,97.0,72.0,128.0,186.0,208.0,20701114842,175.45454545454547,True
165.0,193.0,220.0,144.0,298.0,219.0,97.0,72.0,128.0,186.0,208.0,20701114843,175.45454545454547,True
165.0,193.0,220.0,144.0,298.0,219.0,97.0,72.0,128.0,186.0,208.0,20701114844,175.45454545454547,True
165.0,193.0,220.0,144.0,298.0,219.0,97.0,72.0,128.0,186.0,208.0,20701114845,175.45454545454547,True
165.2287962,193.1622862502212,220.11690632097208,144.15820360132454,298.38189596200533,219.47066604980265,96.99992959202504,71.99996568220706,127.99992075264927,185.9998904862289,207.9998690555657,20701114846,175.5925754502729,True
186.0132841,207.9036897867918,230.73805677890775,158.5334147438407,333.0838516578078,262.22998018562794,96.99998634030015,72.0000194077636,128.00008404628767,186.0005910815556,208.00044182321344,20701114847,188.13667272291787,True
165.0,193.0,220.0,144.0,298.0,219.0,97.0,72.0,128.0,186.0,208.0,20701114848,175.45454545454547,True
170.4135805,196.83865878050528,222.76889571571883,147.74266049183095,307.0354130484884,230.14096473410063,97.00003854792853,72.00003307950226,128.00014869988345,186.00043349571783,208.00034742366608,20701114849,178.72192495612205,True
164.9995596,193.0001375028005,219.99908497545948,143.99891402514186,297.9974771522975,218.99909850571385,96.99993817765905,71.99996176152104,127.99992398580956,185.9998916809648,207.99986410315523,20701114850,175.45398649732024,True
165.0,193.0,220.0,144.0,298.0,219.0,97.0,72.0,128.0,186.0,208.0,20701114851,175.45454545454547,True
165.0,193.0,220.0,144.0,298.0,219.0,97.0,72.0,128.0,186.0,208.0,20701114852,175.45454545454547,True
222.0,171.0,227.0,210.0,238.0,259.0,105.99961620425574,194.9992000319708,340.99823946754896,204.99937829632927,144.9997383204004,20701114901,210.81783384731864,True
222.0,171.0,227.0,210.0,238.0,259.0,106.0,195.0,341.0,205.0,145.0,20701114902,210.8181818181818,True
222.000626,170.9998716759278,226.9997606986733,210.00033913707853,238.00103482290208,258.9997958673757,106.00003347895972,194.9997725025128,341.0001953019556,205.00023994859248,144.99989067554907,20701114903,210.81832364632064,True
222.0006293,170.9998727629677,226.99976197229464,210.0003416924335,238.0010393170819,258.9997974898233,106.00000574366868,194.99992601504755,341.0000440985121,205.00006235051524,144.99996248749176,20701114904,210.81831302089424,True
222.0,171.0,227.0,210.0,238.0,259.0,105.99998824672372,194.99997601279503,340.9999489458272,204.9999803055008,144.99999055427014,20701114905,210.81817127864696,True
222.0,171.0,227.0,210.0,238.0,259.0,106.0,195.0,341.0,205.0,145.0,20701114906,210.8181818181818,True
222.0,171.0,227.0,210.0,238.0,259.0,106.0,195.0,341.0,205.0,145.0,20701114907,210.8181818181818,True
222.0,171.0,227.0,210.0,238.0,259.0,106.0,195.0,341.0,205.0,145.0,20701114908,210.8181818181818,True
221.9999868,170.99998980760574,226.99998646974564,209.9999874830246,237.99998581409452,258.999984562397,105.99999296789944,194.9999834790895,340.9999633845728,204.99998378141905,144.9999901867652,20701114909,210.81816679423756,True
222.0,171.0,227.0,210.0,238.0,259.0,105.99933678460002,194.9977533525453,340.9938588444129,204.99796736647116,144.99903725321929,20701114910,210.8170866910226,True
222.0,171.0,227.0,210.0,238.0,259.0,105.99998921627808,194.9999668535591,340.9999133549333,204.9999694217908,144.99998452895227,20701114911,210.81816576141028,True
222.0,171.0,227.0,210.0,238.0,259.0,105.99999690599232,194.99999324904445,340.9999841168884,204.9999953755584,144.9999987368981,20701114912,210.81817894403468,True
222.0,171.0,227.0,210.0,238.0,259.0,106.0,195.0,341.0,205.0,145.0,20701114913,210.8181818181818,True
222.0,171.0,227.0,210.0,238.0,259.0,106.00000367381256,195.00000036738012,340.99998686898766,205.00000243584168,145.00000467986638,20701114914,210.81818163871714,True
222.0,171.0,227.0,210.0,238.0,259.0,106.0,195.0,341.0,205.0,145.0,20701114915,210.8181818181818,True
222.0,171.0,227.0,210.0,238.0,259.0,106.0,195.0,341.0,205.0,145.0,20701114916,210.8181818181818,True
222.0,171.0,227.0,210.0,238.0,259.0,106.0,195.0,341.0,205.0,145.0,20701114917,210.8181818181818,True
222.0,171.0,227.0,210.0,238.0,259.0,106.0,195.0,341.0,205.0,145.0,20701114918,210.8181818181818,True
222.0,171.0,227.0,210.0,238.0,259.0,106.0,195.0,341.0,205.0,145.0,20701114919,210.8181818181818,True
221.9999868,170.99998980760574,226.99998646974564,209.9999874830246,237.99998581409452,258.999984562397,105.99999368190764,194.99998837709427,340.99997967481613,204.99998778104785,144.9999913573265,20701114920,210.81816925536907,True
222.0,171.0,227.0,210.0,238.0,259.0,106.0,195.0,341.0,205.0,145.0,20701114921,210.8181818181818,True
222.0,171.0,227.0,210.0,238.0,259.0,106.0,195.0,341.0,205.0,145.0,20701114922,210.8181818181818,True
222.0,171.0,227.0,210.0,238.0,259.0,106.0,195.0,341.0,205.0,145.0,20701114923,210.8181818181818,True
222.0,171.0,227.0,210.0,238.0,259.0,106.00000368069176,195.0000044168301,341.00000265009805,205.0000053983479,145.00000490758902,20701114924,210.81818373214153,True
221.9999868,170.99998980760574,226.99998646974564,209.9999874830246,237.99998581409452,258.999984562397,105.9999879734492,194.9999755998469,340.9999485693156,204.99997966178748,144.9999899287751,20701114925,210.81816387909473,True
222.0,171.0,227.0,210.0,238.0,259.0,106.0,195.0,341.0,205.0,145.0,20701114926,210.8181818181818,True
222.0000944,170.99998326493562,226.9999676851448,210.0000522021688,238.000154434142,258.9999732216979,106.00014823580204,194.99904453311683,341.00084903831976,205.00103101553032,144.99954375268862,20701114927,210.81825834395883,True
222.0049065,170.99905292000767,226.9982089296209,210.0026825981513,238.0080762111684,258.99848989091697,106.00003162657322,194.99977911770569,341.00018630566296,205.00023029174645,144.99989351981822,20701114928,210.81923071921562,True
222.0022413,170.9995553694589,226.99916454525464,210.0012204523728,238.003696405578,258.9992918076241,106.00001276064133,194.99989156313995,341.0000810234661,205.00010462404637,144.99994667294868,20701114929,210.81865513859373,True
222.0009022,170.9998310655219,226.99967817259997,210.0004954129804,238.00148188773076,258.999730303196,106.00000468389136,194.99996411813936,341.0000285522026,205.0000360268941,144.99998252972182,20701114930,210.8183759048071,True
222.0002272,170.9999612507404,226.9999244197813,210.0001263227125,238.00037090102117,258.9999378888733,106.0000033036156,194.99982854542168,340.99997145915745,205.00008444525747,144.99991991973275,20701114931,210.818214150574,True
221.9999524,171.00002354956848,226.99999816435093,209.9999438863506,238.00005963511623,258.99996863994795,105.99999379198466,194.99998646786668,340.9999682062212,204.99999070400568,144.99999742801845,20701114932,210.81817117031187,True
221.9999892,170.99999260373096,226.99998965703864,209.9999895692528,237.9999901314278,258.9999877352023,105.99992406315867,194.99984373967163,340.9996629707748,204.99987439985853,144.99994256376522,20701114933,210.8181078758074,True
222.0,171.0,227.0,210.0,238.0,259.0,106.00000262934074,195.0000031552089,341.00000189312533,205.0000038563664,145.00000350578767,20701114934,210.818183185439,True
221.9999868,170.99998980760574,226.99998646974564,209.9999874830246,237.99998581409452,258.999984562397,105.99999368190764,194.99998837709427,340.99997967481613,204.99998778104785,144.9999913573265,20701114936,210.81816925536907,True
222.0,171.0,227.0,210.0,238.0,259.0,105.99998819565698,194.99996158761888,340.99989684392875,204.99996497246315,144.9999829495738,20701114937,210.81816314084014,True
222.0,171.0,227.0,210.0,238.0,259.0,106.0,195.0,341.0,205.0,145.0,20701114938,210.8181818181818,True
222.0,171.0,227.0,210.0,238.0,259.0,106.0,195.0,341.0,205.0,145.0,20701114939,210.8181818181818,True
222.0,171.0,227.0,210.0,238.0,259.0,105.99999156419588,194.99998179464524,340.99996237390627,204.9999817226538,144.99998831516046,20701114940,210.81817325186924,True
222.0,171.0,227.0,210.0,238.0,259.0,105.99925804824488,194.9974850975377,340.9931237794699,204.99772493256387,144.99892287374678,20701114941,210.81695588468756,True
222.0151505,171.01127525835182,227.0285250832676,209.99614425739856,238.02066565322457,259.0678287484043,105.99612390270968,195.0034612023405,340.9678450489276,204.9968859607824,145.015591107812,20701114942,210.82904515665624,True
222.0009266,171.00069001204793,227.0017307633207,209.99978347801695,238.00125921603103,259.00409519019195,105.99998213097432,195.0000297945301,340.9998262454724,204.99999138050717,145.0000991062068,20701114943,210.8189467197545,True
222.0008471,171.00063013048748,227.0016032967651,209.9997725823505,238.0011582758125,259.00382490241645,105.99995621311018,195.0000360779793,340.999642747614,204.99996359207,145.0001700414789,20701114944,210.81887317818953,True
222.0005275,171.0003927989551,227.00098700855324,209.99987446009573,238.00071746717825,259.0023377854791,105.99997115463792,195.0000318949465,340.9997495734942,204.9999793799132,145.000128042278,20701114945,210.8186088241392,True
222.0001146,171.0000854095352,227.0002121061608,209.999975976729,238.0001550852063,259.00049893819045,105.99943023469608,194.99887529839737,340.99730017312163,204.9990961423925,144.99971600145307,20701114946,210.8177690878075,True
222.0,171.0,227.0,210.0,238.0,259.0,106.0,195.0,341.0,205.0,145.0,20701114947,210.8181818181818,True
222.0,171.0,227.0,210.0,238.0,259.0,106.0,195.0,341.0,205.0,145.0,20701114948,210.8181818181818,True
221.9999868,170.99998980760574,226.99998646974564,209.9999874830246,237.99998581409452,258.999984562397,105.99999368190764,194.99998837709427,340.99997967481613,204.99998778104785,144.9999913573265,20701114949,210.81816925536907,True
222.0,171.0,227.0,210.0,238.0,259.0,105.99999773214492,194.9999944974528,340.99998525514303,204.9999973216067,145.00000062786958,20701114950,210.81817958492883,True
222.0,171.0,227.0,210.0,238.0,259.0,106.00000063497336,195.0000009595153,341.00000087485216,205.00000149571505,145.00000145338345,20701114951,210.8181823107672,True
222.0000013,171.00001995850968,226.99999273189877,210.0000057023302,238.00003247344276,259.0000529931369,75.00088467240522,90.00293606389926,54.00803071997575,110.0026639469873,100.00129358411334,20701115001,159.63781037697262,True
221.9759162,171.03882690542378,226.94914489495568,209.99063998181373,238.06827880535275,259.12784650037065,75.01141370567939,90.00334294108353,54.05363589776145,110.09106629581858,100.32679815917008,20701115002,159.6942645715845,True
222.0,171.0,227.0,210.0,238.0,259.0,75.00000225152078,90.00000337728117,54.00000388387335,110.00000579766602,100.00000348985722,20701115003,159.6363653454726,True
222.0,171.0,227.0,210.0,238.0,259.0,75.0,90.0,54.0,110.0,100.0,20701115004,159.63636363636363,True
222.0,171.0,227.0,210.0,238.0,259.0,75.0,90.0,54.0,110.0,100.0,20701115005,159.63636363636363,True
222.0,171.0,227.0,210.0,238.0,259.0,74.99997731733856,89.99998072815742,54.00001029211012,109.99999609314386,99.99997549620502,20701115006,159.63635817517772,True
222.0,171.0,227.0,210.0,238.0,259.0,74.99999522593356,89.99999552110935,54.00000075013559,109.9999976160511,99.99999453734796,20701115007,159.63636215005252,True
222.0,171.0,227.0,210.0,238.0,259.0,75.0,90.0,54.0,110.0,100.0,20701115008,159.63636363636363,True
221.9999868,170.99998980760574,226.99998646974564,209.9999874830246,237.99998581409452,258.999984562397,74.99998709525698,89.99998868951252,54.000004695518896,109.99999649810331,99.9999858091012,20701115009,159.63635306585095,True
221.9999913,171.00000755560342,226.9999845535632,209.99999508674236,238.00001405864745,259.00002862061365,75.00001023474276,89.99999808403956,54.00002142309478,110.00000189009248,100.00002441420564,20701115010,159.63637065648595,True
222.0,171.0,227.0,210.0,238.0,259.0,74.9999165011377,89.99992973699136,54.00004016516664,109.99998813050956,99.99991028835802,20701115011,159.6363440747421,True
222.0,171.0,227.0,210.0,238.0,259.0,75.00000467500993,90.0000086002541,54.00001503941873,110.00000904129278,100.00000639506077,20701115012,159.63636761373058,True
222.0,171.0,227.0,210.0,238.0,259.0,75.00000275560951,90.00000506928166,54.00000886474383,110.00000532924484,100.00000376946583,20701115013,159.6363659807587,True
222.0,171.0,227.0,210.0,238.0,259.0,75.0000083544225,90.00002108765685,54.000049200770576,110.00002033508608,100.00001173748883,20701115014,159.63637370140225,True
222.0011914,171.00088698571108,227.0022318954561,209.99971244837525,238.001621266978,259.00529065365936,74.99999865334432,90.00014566185354,54.0000496997184,110.0000771893585,100.0001808715034,20701115015,159.63739879326894,True
222.0,171.0,227.0,210.0,238.0,259.0,74.99994684463672,89.99995647677679,54.00002960990105,109.99999690011418,99.99994376072482,20701115016,159.63635214474124,True
222.0,171.0,227.0,210.0,238.0,259.0,75.0,90.0,54.0,110.0,100.0,20701115017,159.63636363636363,True
221.9999868,170.99998980760574,226.99998646974564,209.9999874830246,237.99998581409452,258.999984562397,74.99999552965164,89.99999463558197,53.99999678134918,109.99999344348907,99.99999403953552,20701115018,159.636354124225,True
221.9999731,171.00001565513992,226.99995584677905,209.9999830523261,238.000030818695,259.0000674923301,75.0000227933721,89.9999977832627,54.00004568100155,110.00000610407156,100.0000528169258,20701115019,159.63637737671854,True
222.0,171.0,227.0,210.0,238.0,259.0,75.0,90.0,54.0,110.0,100.0,20701115020,159.63636363636363,True
221.9998807,171.00021910595615,226.99973590566103,209.99995993048836,238.00038212457184,259.00070602471624,75.00003678181957,90.00000750572974,54.0000627449233,110.00002009251904,100.00007682546686,20701115021,159.63646252198652,True
222.0,171.0,227.0,210.0,238.0,259.0,75.0,90.0,54.0,110.0,100.0,20701115022,159.63636363636363,True
222.0010601,171.0017413386959,227.00130564489427,210.00073281338248,238.0019667730403,259.0031315861643,75.00004472724731,90.00009146499133,54.00013822912388,110.0004018478437,100.00019423902268,20701115023,159.63734625130962,True
222.00089,171.00146198566654,227.0010961696576,210.000615227053,238.0016512466559,259.0026292125472,70.38224996056306,86.04238688716941,55.98039961478935,109.07978283177908,94.98766859294848,20701115024,158.49825742989358,True
222.0,171.0,227.0,210.0,238.0,259.0,75.0,90.0,54.0,110.0,100.0,20701115025,159.63636363636363,True
221.9999868,170.99998980760574,226.99998646974564,209.9999874830246,237.99998581409452,258.999984562397,74.99978017944159,89.99980974403115,54.00008805034713,109.99994924421615,99.99976000998412,20701115026,159.6363007422625,True
221.9999868,170.99998980760574,226.99998646974564,209.9999874830246,237.99998581409452,258.999984562397,74.99999552965164,89.99999463558197,53.99999678134918,109.99999344348907,99.99999403953552,20701115028,159.636354124225,True
222.0,171.0,227.0,210.0,238.0,259.0,75.0,90.0,54.0,110.0,100.0,20701115029,159.63636363636363,True
222.0,171.0,227.0,210.0,238.0,259.0,75.00028843709697,90.00097381249816,54.00265806490188,110.0008816174477,100.00041852855702,20701115030,159.63683822368196,True
222.0008731,170.99984810205518,226.9996797484585,210.00048181107852,238.0014572273037,258.9997726899777,75.00008201285893,90.00023807268022,54.000662915442206,110.00021999568028,100.0001266438052,20701115031,159.63667657448553,True
222.0,171.0,227.0,210.0,238.0,259.0,75.00000006743248,90.00000012405033,54.00000021692903,110.00000013041188,100.00000009224254,20701115032,159.6363636937333,True
222.0,171.0,227.0,210.0,238.0,259.0,75.0,90.0,54.0,110.0,100.0,20701115033,159.63636363636363,True
221.9999868,170.99998980760574,226.99998646974564,209.9999874830246,237.99998581409452,258.999984562397,74.99999552965164,89.99999463558197,53.99999678134918,109.99999344348907,99.99999403953552,20701115034,159.636354124225,True
222.0,171.0,227.0,210.0,238.0,259.0,75.0,90.0,54.0,110.0,100.0,20701115035,159.63636363636363,True
222.0,171.0,227.0,210.0,238.0,259.0,75.00002973482594,90.00008901289135,54.00022960488008,110.0000825737206,100.00004253061404,20701115036,159.63640667790293,True
222.0,171.0,227.0,210.0,238.0,259.0,75.0,90.0,54.0,110.0,100.0,20701115037,159.63636363636363,True
222.0,171.0,227.0,210.0,238.0,259.0,75.0,90.0,54.0,110.0,100.0,20701115038,159.63636363636363,True
413.998845,134.00048147214738,156.99996971019343,314.9993972399334,553.9989160359564,200.00126692223148,75.0001488875431,89.99998042334187,54.00083874880738,110.00044545932984,100.00009872771876,20701115039,200.27276260247302,True
412.26587,134.33727569670737,157.6268556639625,314.0519943923864,551.1556571885885,200.5437743236398,75.00346396391251,90.00042335181206,54.00618970536743,110.001630227016,100.00745013348931,20701115040,199.90914405880747,True
413.9998458,134.00003548336036,157.00006452980944,314.9999180403091,553.99974272274,200.0000562130388,75.00089222623603,89.99979157834326,54.00712365866144,110.00401991575204,99.99980436564994,20701115041,200.2737540485364,True
413.9963316,134.00091318463456,156.9999473704038,314.99672341829864,553.9942300851253,199.99938607346397,359.99998881005195,401.9999942480997,200.00001021885103,252.9999996798782,155.0000042376679,20701115101,285.81704808422506,False
413.9953668,134.00177135892773,156.99947027070266,314.9974287480327,553.9972913578913,200.00878082133383,360.00090790185345,401.9995685135386,200.00063280125232,253.00044266483724,155.00056210375303,20701115102,285.818383940193,False
414.0,134.0,157.0,315.0,554.0,200.0,360.0,402.0,200.0,253.0,155.0,20701115103,285.8181818181818,False
413.9999089,134.00000963055413,156.99999038460345,314.9999216726974,553.9998621076566,199.9999775696048,360.0,402.0,200.0,253.0,155.0,20701115104,285.8181518422833,False
413.9974445,134.00070813156617,156.99994826129569,314.99782238765147,553.9962945970356,200.00026729038743,360.0004790268131,401.9997601610612,200.00035072067732,253.00023804844076,155.0003071366961,20701115105,285.8176018419659,False
413.9977124,134.0008801001577,156.99974051820664,314.99873207581004,553.998668513942,200.0043540033903,360.0001729108216,401.9999103475794,200.00012118180047,253.00008329538167,155.000107938709,20701115106,285.81822575325435,False
413.9976528,134.00090770581392,156.99973550959385,314.9987003988299,553.9986388047555,200.0044831987534,360.0010607004715,401.9995180484148,200.00073733255704,253.00052015959045,155.0006540808863,20701115107,285.8184189763333,False
413.9999753,133.9999920129776,156.99999064207077,314.9999812245369,553.9999669790268,199.99998807907104,359.9999785423279,401.9999760389328,199.99998807907104,252.99998492002487,154.99999076128006,20701115108,285.8181647799382,False
414.0,134.0,157.0,315.0,554.0,200.0,360.0,402.0,200.0,253.0,155.0,20701115109,285.8181818181818,False
413.9999753,133.9999920129776,156.99999064207077,314.9999812245369,553.9999669790268,199.99998807907104,359.9999785423279,401.9999760389328,199.99998807907104,252.99998492002487,154.99999076128006,20701115110,285.8181647799382,False
414.0,134.0,157.0,315.0,554.0,200.0,360.0,402.0,200.0,253.0,155.0,20701115111,285.8181818181818,False
414.0,134.0,157.0,315.0,554.0,200.0,360.0,402.0,200.0,253.0,155.0,20701115112,285.8181818181818,False
414.0,134.0,157.0,315.0,554.0,200.0,360.0,402.0,200.0,253.0,155.0,20701115113,285.8181818181818,False
414.0,134.0,157.0,315.0,554.0,200.0,360.0,402.0,200.0,253.0,155.0,20701115114,285.8181818181818,False
414.0,134.0,157.0,315.0,554.0,200.0,360.0,402.0,200.0,253.0,155.0,20701115115,285.8181818181818,False
414.0,134.0,157.0,315.0,554.0,200.0,360.0,402.0,200.0,253.0,155.0,20701115116,285.8181818181818,False
414.0,134.0,157.0,315.0,554.0,200.0,359.99927203745483,401.9989917306893,200.0007719439543,253.00025424199063,154.99979482530216,20701115117,285.8180986163083,False
414.0,134.0,157.0,315.0,554.0,200.0,360.0,402.0,200.0,253.0,155.0,20701115118,285.8181818181818,False
413.9999753,133.9999920129776,156.99999064207077,314.9999812245369,553.9999669790268,199.99998807907104,359.9999785423279,401.9999760389328,199.99998807907104,252.99998492002487,154.99999076128006,20701115119,285.8181647799382,False
414.0,134.0,157.0,315.0,554.0,200.0,360.0,402.0,200.0,253.0,155.0,20701115120,285.8181818181818,False
414.0,134.0,157.0,315.0,554.0,200.0,360.0,402.0,200.0,253.0,155.0,20701115121,285.8181818181818,False
414.0,134.0,157.0,315.0,554.0,200.0,360.0,402.0,200.0,253.0,155.0,20701115122,285.8181818181818,False
414.0,134.0,157.0,315.0,554.0,200.0,360.0,402.0,200.0,253.0,155.0,20701115123,285.8181818181818,False
414.0,134.0,157.0,315.0,554.0,200.0,359.9999544091761,401.9999396284648,200.00003164104896,253.00000504788025,154.99998561313805,20701115124,285.81817421270074,False
414.0,134.0,157.0,315.0,554.0,200.0,359.9997828677201,401.9996939654734,200.00026212611203,253.0000965852155,154.9999417350109,20701115125,285.81816157086655,False
413.5426419,134.19055761303753,156.98796031344682,314.76128847524524,553.5707207880914,200.50147152505812,359.5595285669624,401.3885801103097,199.94504187813985,252.77572272849648,155.17417718931392,20701115126,285.6725173716456,False
413.9999753,133.9999920129776,156.99999064207077,314.9999812245369,553.9999669790268,199.99998807907104,359.9999785423279,401.9999760389328,199.99998807907104,252.99998492002487,154.99999076128006,20701115127,285.8181647799382,False
414.0,134.0,157.0,315.0,554.0,200.0,360.0,402.0,200.0,253.0,155.0,20701115128,285.8181818181818,False
414.0,134.0,157.0,315.0,554.0,200.0,360.0,402.0,200.0,253.0,155.0,20701115129,285.8181818181818,False
412.8013769,134.4994080066681,156.96844857931137,314.3743969798088,552.8749667406082,201.314240694046,358.8487850977108,400.40196297876537,199.8528182990849,252.41125332843512,155.45734277181327,20701115130,285.4368182160229,False
412.8895141,134.46269560605288,156.97077342122793,314.42040207982063,552.9576981365681,201.21762342751023,358.93334998050705,400.5193555364385,199.8636212851852,252.4544971124269,155.42373115662485,20701115131,285.46484198566935,False
414.0,134.0,157.0,315.0,554.0,200.0,360.0,402.0,200.0,253.0,155.0,20701115132,285.8181818181818,False
413.9951866,134.0012174288495,156.99994318485733,314.99569625605363,553.9924212412152,199.99920504093643,359.9978893254884,401.9984130449702,200.0007039760967,252.9993780159566,155.00012518433505,20701115133,285.8163799362508,False
413.9997633,134.00005502227054,156.9999941194289,314.9997894856606,553.9996293051272,199.99995823743276,360.000006059076,402.00001074539256,200.00001306488255,253.00000870992173,155.00000795253723,20701115134,285.81811236379366,False
414.0,134.0000000000022,157.00000000000165,315.0000000000007,554.0000000000013,200.00000000000165,360.0,402.0,200.0,253.0,155.0,20701115135,285.8181818181825,False
413.154902,134.35207503022093,156.9776568712227,314.55887769961464,553.20718492082,200.9275148747097,358.99691196591186,400.6822252100462,199.40407270661532,252.42627641323415,154.78163182535968,20701115136,285.40630268343233,False
413.9971156,134.0010828628847,156.99966276065152,314.9983934873908,553.998292532623,200.00539945284527,360.00037836726665,401.9998489472796,200.0002611633181,253.00018836936783,155.00023084846134,20701115137,285.8182594901899,False
414.0,134.0,157.0,315.0,554.0,200.0,360.0,402.0,200.0,253.0,155.0,20701115138,285.8181818181818,False
414.0,134.0,157.0,315.0,554.0,200.0,360.0,402.0,200.0,253.0,155.0,20701115139,285.8181818181818,False
414.0,134.0,157.0,315.0,554.0,200.0,360.0,402.0,200.0,253.0,155.0,20701115140,285.8181818181818,False
414.0,134.0,157.0,315.0,554.0,200.0,360.0,402.0,200.0,253.0,155.0,20701115141,285.8181818181818,False
413.997907,134.00052252046223,156.99997093254296,314.99813021166483,553.9967073813168,199.9996505575773,359.99998780081296,401.9999924582775,200.0000080426795,252.9999982290972,155.00000291304173,20701115142,285.8175343679521,False
413.9999813,134.00000122974438,156.99999755464586,314.9999841160716,553.9999720392125,199.99999499164613,359.9999416514348,401.9999265569836,200.000044082125,253.00000732375187,154.99998543525746,20701115143,285.81816693462486,False
414.000003,134.00000453671143,157.00000340253357,315.000001423282,554.0000024907436,200.0000034025336,360.0000028882489,402.0000051221289,200.00000622778668,253.0000041518578,155.00000379082667,20701115144,285.8181854942412,False
413.9999753,133.9999920129776,156.99999064207077,314.9999812245369,553.9999669790268,199.99998807907104,359.99980903484584,401.9997424321614,200.00016077904945,253.00003953194985,154.99994233731286,20701115145,285.8181443957275,False
414.0,134.0,157.0,315.0,554.0,200.0,359.99995819480137,401.9999419486867,200.000045226559,253.00001518358656,154.99998829971082,20701115146,285.8181771684859,False
414.0,134.0,157.0,315.0,554.0,200.0,359.9999647132879,401.9999567534789,200.0000035350882,252.9999902650972,154.99998693642812,20701115147,285.81817292758,False
414.0,134.0,157.0,315.0,554.0,200.0,124.0002367133966,76.00032762611863,444.9997504019666,331.99991824993185,88.00006684755726,20701115201,258.09093634899733,False
413.9974299,134.00048887319463,157.00092779069564,314.9985917986305,553.9957738046833,200.000779964832,123.99997804387137,76.00012280877525,444.9998799136871,331.9998586299531,88.00005753726703,20701115202,258.0903535514172,False
413.998559,134.0006220155983,156.9999723726478,314.9992548634,553.9986591278248,200.00162612936947,124.00014075221544,76.00024891862995,444.9991030324611,331.99946139780434,88.00030757715194,20701115203,258.09072319882756,False
414.0,134.0,157.0,315.0,554.0,200.0,124.0000010195685,76.0000012234822,445.0000007340893,332.00000149536714,88.00000135942466,20701115204,258.0909096210847,False
413.9999122,134.0000205322047,157.00003721401146,314.9999534802754,553.9998533407253,200.0000325094773,123.99997761442634,76.00004771299405,444.99981730767126,331.9998762258506,88.00002668276687,20701115205,258.09086862003664,False
413.9994073,134.00011650825513,157.00021938876966,314.9996768046799,553.9990231219895,200.00018563716665,123.99999353862506,76.00007878004538,444.99995173951135,331.9999325552099,88.00003981221226,20701115206,258.09078410786043,False
414.0,134.0,157.0,315.0,554.0,200.0,124.0007804478937,76.00107255853572,444.9992230118278,331.99976037690226,88.00022462509537,20701115207,258.0910055472959,False
414.0,134.0,157.0,315.0,554.0,200.0,124.0,76.0,445.0,332.0,88.0,20701115208,258.09090909090907,False
414.0,134.00000000038622,157.0000000005127,315.0000000004743,554.0000000005375,200.000000000585,124.00000000023898,76.00000000043963,445.0000000007688,332.0000000004622,88.0000000003269,20701115209,258.0909090913393,False
413.9945664,134.0013294302762,157.0006353117642,314.99569129721203,553.9928923072493,199.9997404445321,123.99988246589784,76.00001379436077,444.9993968978649,331.9996372158189,88.0000372464524,20701115210,258.0894384374026,False
413.9899937,134.00194635294125,157.00367413520175,314.9945353067994,553.9835205884887,200.00310248835615,123.99996662177138,76.00028312947597,444.9997882201626,331.9997266425983,88.00013921452225,20701115211,258.0887887636652,False
