STATE_CODE,CD_CODE06,SLA_CODE06,SLA_NAME06,LGA_CODE06,LGA_NAME06
2,2291001,205054601,Melbourne (C) - Inner,24600,Melbourne (C)
2,2291002,205054601,Melbourne (C) - Inner,24600,Melbourne (C)
2,2291003,205054601,Melbourne (C) - Inner,24600,Melbourne (C)
2,2291004,205054601,Melbourne (C) - Inner,24600,Melbourne (C)
2,2291005,205054601,Melbourne (C) - Inner,24600,Melbourne (C)
2,2291006,205054601,Melbourne (C) - Inner,24600,Melbourne (C)
2,2291007,205054601,Melbourne (C) - Inner,24600,Melbourne (C)
2,2291008,205054601,Melbourne (C) - Inner,24600,Melbourne (C)
2,2291009,205054601,Melbourne (C) - Inner,24600,Melbourne (C)
2,2291010,205054601,Melbourne (C) - Inner,24600,Melbourne (C)
2,2291011,205054601,Melbourne (C) - Inner,24600,Melbourne (C)
2,2291012,205054601,Melbourne (C) - Inner,24600,Melbourne (C)
2,2291013,205054601,Melbourne (C) - Inner,24600,Melbourne (C)
2,2291014,205054601,Melbourne (C) - Inner,24600,Melbourne (C)
2,2291015,205054601,Melbourne (C) - Inner,24600,Melbourne (C)
2,2291016,205054601,Melbourne (C) - Inner,24600,Melbourne (C)
2,2291017,205054601,Melbourne (C) - Inner,24600,Melbourne (C)
2,2291018,205054601,Melbourne (C) - Inner,24600,Melbourne (C)
2,2291019,205054601,Melbourne (C) - Inner,24600,Melbourne (C)
2,2291020,205054601,Melbourne (C) - Inner,24600,Melbourne (C)
2,2291021,205054601,Melbourne (C) - Inner,24600,Melbourne (C)
2,2291022,205054601,Melbourne (C) - Inner,24600,Melbourne (C)
2,2291023,205054601,Melbourne (C) - Inner,24600,Melbourne (C)
2,2291024,205054601,Melbourne (C) - Inner,24600,Melbourne (C)
2,2291025,205054601,Melbourne (C) - Inner,24600,Melbourne (C)
2,2291026,205054601,Melbourne (C) - Inner,24600,Melbourne (C)
2,2291027,205054601,Melbourne (C) - Inner,24600,Melbourne (C)
2,2291028,205054601,Melbourne (C) - Inner,24600,Melbourne (C)
2,2291029,205054601,Melbourne (C) - Inner,24600,Melbourne (C)
2,2291030,205054601,Melbourne (C) - Inner,24600,Melbourne (C)
2,2291031,205054601,Melbourne (C) - Inner,24600,Melbourne (C)
2,2291032,205054601,Melbourne (C) - Inner,24600,Melbourne (C)
2,2291033,205054601,Melbourne (C) - Inner,24600,Melbourne (C)
2,2290916,205054605,Melbourne (C) - S'bank-D'lands,24600,Melbourne (C)
2,2290924,205054605,Melbourne (C) - S'bank-D'lands,24600,Melbourne (C)
2,2290925,205054605,Melbourne (C) - S'bank-D'lands,24600,Melbourne (C)
2,2290926,205054605,Melbourne (C) - S'bank-D'lands,24600,Melbourne (C)
2,2290927,205054605,Melbourne (C) - S'bank-D'lands,24600,Melbourne (C)
2,2290928,205054605,Melbourne (C) - S'bank-D'lands,24600,Melbourne (C)
2,2290930,205054605,Melbourne (C) - S'bank-D'lands,24600,Melbourne (C)
2,2290931,205054605,Melbourne (C) - S'bank-D'lands,24600,Melbourne (C)
2,2290932,205054605,Melbourne (C) - S'bank-D'lands,24600,Melbourne (C)
2,2290933,205054605,Melbourne (C) - S'bank-D'lands,24600,Melbourne (C)
2,2290934,205054605,Melbourne (C) - S'bank-D'lands,24600,Melbourne (C)
2,2290935,205054605,Melbourne (C) - S'bank-D'lands,24600,Melbourne (C)
2,2290936,205054605,Melbourne (C) - S'bank-D'lands,24600,Melbourne (C)
2,2291301,205054605,Melbourne (C) - S'bank-D'lands,24600,Melbourne (C)
2,2291302,205054605,Melbourne (C) - S'bank-D'lands,24600,Melbourne (C)
2,2291303,205054605,Melbourne (C) - S'bank-D'lands,24600,Melbourne (C)
2,2291304,205054605,Melbourne (C) - S'bank-D'lands,24600,Melbourne (C)
2,2291307,205054605,Melbourne (C) - S'bank-D'lands,24600,Melbourne (C)
2,2291308,205054605,Melbourne (C) - S'bank-D'lands,24600,Melbourne (C)
2,2291309,205054605,Melbourne (C) - S'bank-D'lands,24600,Melbourne (C)
2,2291310,205054605,Melbourne (C) - S'bank-D'lands,24600,Melbourne (C)
2,2291311,205054605,Melbourne (C) - S'bank-D'lands,24600,Melbourne (C)
2,2291312,205054605,Melbourne (C) - S'bank-D'lands,24600,Melbourne (C)
2,2291313,205054605,Melbourne (C) - S'bank-D'lands,24600,Melbourne (C)
2,2291314,205054605,Melbourne (C) - S'bank-D'lands,24600,Melbourne (C)
2,2291315,205054605,Melbourne (C) - S'bank-D'lands,24600,Melbourne (C)
2,2291316,205054605,Melbourne (C) - S'bank-D'lands,24600,Melbourne (C)
2,2291317,205054605,Melbourne (C) - S'bank-D'lands,24600,Melbourne (C)
2,2291318,205054605,Melbourne (C) - S'bank-D'lands,24600,Melbourne (C)
2,2291319,205054605,Melbourne (C) - S'bank-D'lands,24600,Melbourne (C)
2,2291320,205054605,Melbourne (C) - S'bank-D'lands,24600,Melbourne (C)
2,2291321,205054605,Melbourne (C) - S'bank-D'lands,24600,Melbourne (C)
2,2290103,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2,2290104,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2,2290105,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2,2290106,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2,2290107,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2,2290108,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2,2290109,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2,2290110,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2,2290111,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2,2290112,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2,2290113,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2,2290401,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2,2290402,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2,2290403,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2,2290404,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2,2290405,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2,2290406,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2,2290407,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2,2290408,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2,2290409,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2,2290410,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2,2290411,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2,2290501,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2,2290506,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2,2290507,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2,2290508,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2,2290509,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2,2290510,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2,2290511,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2,2290512,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2,2290514,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2,2290515,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2,2290701,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2,2290702,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2,2290703,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2,2290704,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2,2290705,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2,2290706,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2,2290707,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2,2290708,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2,2290709,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2,2290710,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2,2290711,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2,2290712,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2,2290713,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2,2290714,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2,2290715,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2,2290716,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2,2290717,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2,2290718,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2,2290801,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2,2290802,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2,2290803,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2,2290804,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2,2290805,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2,2290806,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2,2290807,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2,2290808,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2,2290809,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2,2290810,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2,2290811,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2,2290812,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2,2290813,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2,2290814,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2,2290815,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2,2290816,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2,2290901,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2,2290902,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2,2290903,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2,2290904,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2,2290905,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2,2290906,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2,2290907,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2,2290908,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2,2290909,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2,2290910,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2,2290911,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2,2290912,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2,2290913,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2,2290914,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2,2290915,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2,2290917,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2,2290918,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2,2290919,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2,2290920,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2,2290921,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2,2290922,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2,2290923,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2,2291101,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2,2291102,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2,2291103,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2,2291104,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2,2291105,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2,2291106,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2,2291107,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2,2291108,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2,2291109,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2,2291110,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2,2291111,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2,2291112,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2,2291113,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2,2291114,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2,2291115,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2,2291116,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2,2291201,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2,2291202,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2,2291203,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2,2291204,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2,2291205,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2,2291206,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2,2291207,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2,2291208,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2,2291209,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2,2291210,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2,2291211,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2,2291212,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2,2291213,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2,2291214,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2,2291215,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2,2291306,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2,2280101,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2,2280102,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2,2280103,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2,2280104,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2,2280105,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2,2280106,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2,2280107,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2,2280108,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2,2280109,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2,2280110,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2,2280111,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2,2280112,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2,2280113,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2,2280114,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2,2280115,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2,2280116,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2,2280117,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2,2280118,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2,2280201,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2,2280202,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2,2280203,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2,2280204,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2,2280205,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2,2280206,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2,2280207,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2,2280208,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2,2280209,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2,2280210,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2,2280211,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2,2280212,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2,2280301,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2,2280302,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2,2280303,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2,2280304,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2,2280305,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2,2280306,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2,2280307,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2,2280308,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2,2280309,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2,2280310,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2,2280311,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2,2280312,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2,2280401,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2,2280402,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2,2280403,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2,2280404,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2,2280405,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2,2280406,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2,2280407,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2,2280408,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2,2280409,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2,2280410,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2,2280411,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2,2280412,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2,2280413,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2,2280414,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2,2280415,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2,2280501,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2,2280502,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2,2280503,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2,2280504,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2,2280505,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2,2280506,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2,2280507,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2,2280508,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2,2280509,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2,2280510,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2,2280601,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2,2280602,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2,2280603,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2,2280604,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2,2280605,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2,2280606,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2,2280607,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2,2280608,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2,2280609,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2,2280701,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2,2280702,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2,2280703,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2,2280704,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2,2280705,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2,2280706,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2,2280707,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2,2280708,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2,2280709,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2,2280710,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2,2280711,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2,2280801,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2,2280802,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2,2280803,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2,2280804,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2,2280805,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2,2280806,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2,2280807,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2,2280808,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2,2280809,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2,2280810,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2,2280901,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2,2280902,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2,2280903,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2,2280904,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2,2280905,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2,2280906,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2,2280907,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2,2280908,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2,2280909,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2,2280910,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2,2280911,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2,2280912,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2,2281001,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2,2281002,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2,2281003,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2,2281004,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2,2281005,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2,2281006,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2,2281007,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2,2281008,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2,2281009,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2,2281010,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2,2281101,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2,2281102,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2,2281103,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2,2281104,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2,2281105,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2,2281106,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2,2281107,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2,2281108,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2,2281109,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2,2281110,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2,2281201,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2,2281202,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2,2281203,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2,2281204,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2,2281205,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2,2281206,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2,2281207,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2,2281208,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2,2281301,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2,2281302,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2,2281303,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2,2281304,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2,2281305,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2,2281306,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2,2281401,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2,2281402,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2,2281403,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2,2281404,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2,2281405,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2,2281406,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2,2281407,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2,2281408,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2,2281409,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2,2281410,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2,2281411,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2,2281412,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2,2281413,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2,2281414,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2,2281415,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2,2281416,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2,2281417,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2,2281418,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2,2281419,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2,2281420,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2,2281501,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2,2281502,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2,2281503,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2,2281504,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2,2281505,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2,2281506,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2,2281507,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2,2281508,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2,2281509,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2,2281601,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2,2281602,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2,2281603,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2,2281604,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2,2281605,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2,2281606,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2,2281607,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2,2281608,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2,2281609,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2,2281610,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2,2281611,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2,2281701,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2,2281702,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2,2281703,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2,2281704,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2,2281705,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2,2281706,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
