SA1_7DIG16,SA1_MAINCO,Educational_Atainment,SA2_MAIN16,SA2_5DIG16,SA2_NAME16,SA3_CODE16,SA3_NAME16,SA4_CODE16,SA4_NAME16,GCC_CODE16,GCC_NAME16,STE_CODE16,STE_NAME16,AREASQKM16,SA1_7DIGIT,SA2_MAINCO,SA2_5DIGIT,SA2_NAME_2,SA3_CODE_2,SA3_NAME_2,SA4_CODE_2,SA4_NAME_2,GCCSA_CODE,GCCSA_NAME,STATE_CODE,STATE_NAME,AREA_ALBER
2120330,20901120330,56.00000929,209011203,21203,Viewbank - Yallambie,20901,Banyule,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.2224,2120330,209011203,21203,Viewbank - Yallambie,20901,Banyule,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.2224
2120331,20901120331,78.99992395,209011203,21203,Viewbank - Yallambie,20901,Banyule,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.1595,2120331,209011203,21203,Viewbank - Yallambie,20901,Banyule,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.1595
2120332,20901120332,57.70832178,209011203,21203,Viewbank - Yallambie,20901,Banyule,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.1187,2120332,209011203,21203,Viewbank - Yallambie,20901,Banyule,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.1187
2120333,20901120333,66.99903814,209011203,21203,Viewbank - Yallambie,20901,Banyule,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.1561,2120333,209011203,21203,Viewbank - Yallambie,20901,Banyule,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.1561
2120334,20901120334,7.000047554,209011203,21203,Viewbank - Yallambie,20901,Banyule,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,1.3652,2120334,209011203,21203,Viewbank - Yallambie,20901,Banyule,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,1.3652
2120335,20901120335,57.00006068,209011203,21203,Viewbank - Yallambie,20901,Banyule,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.1358,2120335,209011203,21203,Viewbank - Yallambie,20901,Banyule,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.1358
2120336,20901120336,3.80E-05,209011203,21203,Viewbank - Yallambie,20901,Banyule,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,2.0569,2120336,209011203,21203,Viewbank - Yallambie,20901,Banyule,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,2.0569
2120337,20901120337,79.99996123,209011203,21203,Viewbank - Yallambie,20901,Banyule,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.1947,2120337,209011203,21203,Viewbank - Yallambie,20901,Banyule,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.1947
2120338,20901120338,83.99990452,209011203,21203,Viewbank - Yallambie,20901,Banyule,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.201,2120338,209011203,21203,Viewbank - Yallambie,20901,Banyule,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.201
2120339,20901120339,42.99993302,209011203,21203,Viewbank - Yallambie,20901,Banyule,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.1473,2120339,209011203,21203,Viewbank - Yallambie,20901,Banyule,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.1473
2120340,20901120340,74.99993701,209011203,21203,Viewbank - Yallambie,20901,Banyule,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.1376,2120340,209011203,21203,Viewbank - Yallambie,20901,Banyule,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.1376
2120341,20901120341,41.00001548,209011203,21203,Viewbank - Yallambie,20901,Banyule,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.0839,2120341,209011203,21203,Viewbank - Yallambie,20901,Banyule,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.0839
2120342,20901120342,88.99985914,209011203,21203,Viewbank - Yallambie,20901,Banyule,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.116,2120342,209011203,21203,Viewbank - Yallambie,20901,Banyule,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.116
2120343,20901120343,52.9999189,209011203,21203,Viewbank - Yallambie,20901,Banyule,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.0898,2120343,209011203,21203,Viewbank - Yallambie,20901,Banyule,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.0898
2120344,20901120344,24.00004067,209011203,21203,Viewbank - Yallambie,20901,Banyule,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.0678,2120344,209011203,21203,Viewbank - Yallambie,20901,Banyule,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.0678
2120345,20901120345,22.00077425,209011203,21203,Viewbank - Yallambie,20901,Banyule,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.1479,2120345,209011203,21203,Viewbank - Yallambie,20901,Banyule,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.1479
2120346,20901120346,46.99998448,209011203,21203,Viewbank - Yallambie,20901,Banyule,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.0888,2120346,209011203,21203,Viewbank - Yallambie,20901,Banyule,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.0888
2120401,20901120401,60.00000081,209011204,21204,Watsonia,20901,Banyule,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.2161,2120401,209011204,21204,Watsonia,20901,Banyule,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.2161
2120402,20901120402,41.0000399,209011204,21204,Watsonia,20901,Banyule,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.1468,2120402,209011204,21204,Watsonia,20901,Banyule,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.1468
2120403,20901120403,32.00002107,209011204,21204,Watsonia,20901,Banyule,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.1686,2120403,209011204,21204,Watsonia,20901,Banyule,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.1686
2120404,20901120404,55.00002414,209011204,21204,Watsonia,20901,Banyule,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.1756,2120404,209011204,21204,Watsonia,20901,Banyule,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.1756
2120405,20901120405,59.99996206,209011204,21204,Watsonia,20901,Banyule,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.2504,2120405,209011204,21204,Watsonia,20901,Banyule,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.2504
2120406,20901120406,62.99999317,209011204,21204,Watsonia,20901,Banyule,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.3538,2120406,209011204,21204,Watsonia,20901,Banyule,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.3538
2120407,20901120407,29.00002254,209011204,21204,Watsonia,20901,Banyule,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.0917,2120407,209011204,21204,Watsonia,20901,Banyule,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.0917
2120408,20901120408,60.99992972,209011204,21204,Watsonia,20901,Banyule,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.1758,2120408,209011204,21204,Watsonia,20901,Banyule,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.1758
2120409,20901120409,41.99999314,209011204,21204,Watsonia,20901,Banyule,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.1538,2120409,209011204,21204,Watsonia,20901,Banyule,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.1538
2120410,20901120410,39.00002937,209011204,21204,Watsonia,20901,Banyule,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.2292,2120410,209011204,21204,Watsonia,20901,Banyule,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.2292
2120411,20901120411,26.00006015,209011204,21204,Watsonia,20901,Banyule,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.0992,2120411,209011204,21204,Watsonia,20901,Banyule,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.0992
2120412,20901120412,62.00002358,209011204,21204,Watsonia,20901,Banyule,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.1795,2120412,209011204,21204,Watsonia,20901,Banyule,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.1795
2120413,20901120413,64.00014559,209011204,21204,Watsonia,20901,Banyule,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.1168,2120413,209011204,21204,Watsonia,20901,Banyule,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.1168
2120414,20901120414,54.00002443,209011204,21204,Watsonia,20901,Banyule,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.1727,2120414,209011204,21204,Watsonia,20901,Banyule,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.1727
2120415,20901120415,47.00004947,209011204,21204,Watsonia,20901,Banyule,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.1287,2120415,209011204,21204,Watsonia,20901,Banyule,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.1287
2120416,20901120416,43.00002241,209011204,21204,Watsonia,20901,Banyule,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.1593,2120416,209011204,21204,Watsonia,20901,Banyule,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.1593
2120417,20901120417,54.00003668,209011204,21204,Watsonia,20901,Banyule,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.1575,2120417,209011204,21204,Watsonia,20901,Banyule,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.1575
2120418,20901120418,58.99996603,209011204,21204,Watsonia,20901,Banyule,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.298,2120418,209011204,21204,Watsonia,20901,Banyule,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.298
2120419,20901120419,41.00003303,209011204,21204,Watsonia,20901,Banyule,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.0892,2120419,209011204,21204,Watsonia,20901,Banyule,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.0892
2120420,20901120420,38.00002449,209011204,21204,Watsonia,20901,Banyule,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.1474,2120420,209011204,21204,Watsonia,20901,Banyule,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.1474
2120421,20901120421,21.00005819,209011204,21204,Watsonia,20901,Banyule,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.1395,2120421,209011204,21204,Watsonia,20901,Banyule,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.1395
2120422,20901120422,46.99995592,209011204,21204,Watsonia,20901,Banyule,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.136,2120422,209011204,21204,Watsonia,20901,Banyule,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.136
2120501,20902120501,109.9999935,209021205,21205,Kingsbury,20902,Darebin - North,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.2981,2120501,209021205,21205,Kingsbury,20902,Darebin - North,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.2981
2120502,20902120502,62.00009399,209021205,21205,Kingsbury,20902,Darebin - North,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.4784,2120502,209021205,21205,Kingsbury,20902,Darebin - North,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.4784
2120503,20902120503,68.00025802,209021205,21205,Kingsbury,20902,Darebin - North,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.0874,2120503,209021205,21205,Kingsbury,20902,Darebin - North,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.0874
2120504,20902120504,120.9942317,209021205,21205,Kingsbury,20902,Darebin - North,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.1722,2120504,209021205,21205,Kingsbury,20902,Darebin - North,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.1722
2120505,20902120505,124.0001135,209021205,21205,Kingsbury,20902,Darebin - North,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.1967,2120505,209021205,21205,Kingsbury,20902,Darebin - North,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.1967
2120507,20902120507,98.99995161,209021205,21205,Kingsbury,20902,Darebin - North,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.3179,2120507,209021205,21205,Kingsbury,20902,Darebin - North,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.3179
2120508,20902120508,63.9999848,209021205,21205,Kingsbury,20902,Darebin - North,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.1903,2120508,209021205,21205,Kingsbury,20902,Darebin - North,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.1903
2120509,20902120509,91.99998506,209021205,21205,Kingsbury,20902,Darebin - North,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.1424,2120509,209021205,21205,Kingsbury,20902,Darebin - North,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.1424
2120510,20902120510,34.00001237,209021205,21205,Kingsbury,20902,Darebin - North,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.0849,2120510,209021205,21205,Kingsbury,20902,Darebin - North,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.0849
2120511,20902120511,62.00001554,209021205,21205,Kingsbury,20902,Darebin - North,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.1914,2120511,209021205,21205,Kingsbury,20902,Darebin - North,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.1914
2120512,20902120512,63.99991455,209021205,21205,Kingsbury,20902,Darebin - North,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.1553,2120512,209021205,21205,Kingsbury,20902,Darebin - North,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.1553
2120514,20902120514,49.99998461,209021205,21205,Kingsbury,20902,Darebin - North,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.1467,2120514,209021205,21205,Kingsbury,20902,Darebin - North,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.1467
2120516,20902120516,64.99995671,209021205,21205,Kingsbury,20902,Darebin - North,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.1019,2120516,209021205,21205,Kingsbury,20902,Darebin - North,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.1019
2120517,20902120517,8.72E-05,209021205,21205,Kingsbury,20902,Darebin - North,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,1.8241,2120517,209021205,21205,Kingsbury,20902,Darebin - North,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,1.8241
2120518,20902120518,103.9999332,209021205,21205,Kingsbury,20902,Darebin - North,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.1392,2120518,209021205,21205,Kingsbury,20902,Darebin - North,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.1392
2120519,20902120519,0.000278173,209021205,21205,Kingsbury,20902,Darebin - North,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.3336,2120519,209021205,21205,Kingsbury,20902,Darebin - North,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.3336
2120520,20902120520,77.999884,209021205,21205,Kingsbury,20902,Darebin - North,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.1798,2120520,209021205,21205,Kingsbury,20902,Darebin - North,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.1798
2120521,20902120521,46.99453168,209021205,21205,Kingsbury,20902,Darebin - North,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.0885,2120521,209021205,21205,Kingsbury,20902,Darebin - North,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.0885
2120522,20902120522,95.99999782,209021205,21205,Kingsbury,20902,Darebin - North,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.101,2120522,209021205,21205,Kingsbury,20902,Darebin - North,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.101
2120523,20902120523,101.9998641,209021205,21205,Kingsbury,20902,Darebin - North,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.0672,2120523,209021205,21205,Kingsbury,20902,Darebin - North,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.0672
2120524,20902120524,172.9999109,209021205,21205,Kingsbury,20902,Darebin - North,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.5737,2120524,209021205,21205,Kingsbury,20902,Darebin - North,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.5737
2120525,20902120525,172.9930314,209021205,21205,Kingsbury,20902,Darebin - North,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.3669,2120525,209021205,21205,Kingsbury,20902,Darebin - North,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.3669
2120526,20902120526,95.99995607,209021205,21205,Kingsbury,20902,Darebin - North,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,2.3848,2120526,209021205,21205,Kingsbury,20902,Darebin - North,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,2.3848
2120527,20902120527,172.999971,209021205,21205,Kingsbury,20902,Darebin - North,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.2409,2120527,209021205,21205,Kingsbury,20902,Darebin - North,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.2409
2120528,20902120528,101.9998189,209021205,21205,Kingsbury,20902,Darebin - North,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.146,2120528,209021205,21205,Kingsbury,20902,Darebin - North,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.146
2120701,20902120701,34.00197221,209021207,21207,Reservoir - East,20902,Darebin - North,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.1037,2120701,209021207,21207,Reservoir - East,20902,Darebin - North,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.1037
2120702,20902120702,28.00000484,209021207,21207,Reservoir - East,20902,Darebin - North,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.2798,2120702,209021207,21207,Reservoir - East,20902,Darebin - North,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.2798
2120703,20902120703,38.00002473,209021207,21207,Reservoir - East,20902,Darebin - North,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.1606,2120703,209021207,21207,Reservoir - East,20902,Darebin - North,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.1606
2120704,20902120704,50.99996536,209021207,21207,Reservoir - East,20902,Darebin - North,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.1468,2120704,209021207,21207,Reservoir - East,20902,Darebin - North,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.1468
2120705,20902120705,45.99946642,209021207,21207,Reservoir - East,20902,Darebin - North,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.2001,2120705,209021207,21207,Reservoir - East,20902,Darebin - North,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.2001
2120706,20902120706,54.99995575,209021207,21207,Reservoir - East,20902,Darebin - North,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.1386,2120706,209021207,21207,Reservoir - East,20902,Darebin - North,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.1386
2120707,20902120707,43.00000268,209021207,21207,Reservoir - East,20902,Darebin - North,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.1337,2120707,209021207,21207,Reservoir - East,20902,Darebin - North,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.1337
2120708,20902120708,46.99989303,209021207,21207,Reservoir - East,20902,Darebin - North,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.1411,2120708,209021207,21207,Reservoir - East,20902,Darebin - North,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.1411
2120709,20902120709,42.9999913,209021207,21207,Reservoir - East,20902,Darebin - North,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.1026,2120709,209021207,21207,Reservoir - East,20902,Darebin - North,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.1026
2120710,20902120710,39.00003494,209021207,21207,Reservoir - East,20902,Darebin - North,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.1151,2120710,209021207,21207,Reservoir - East,20902,Darebin - North,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.1151
2120711,20902120711,32.00000443,209021207,21207,Reservoir - East,20902,Darebin - North,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.1039,2120711,209021207,21207,Reservoir - East,20902,Darebin - North,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.1039
2120712,20902120712,37.00117584,209021207,21207,Reservoir - East,20902,Darebin - North,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.1829,2120712,209021207,21207,Reservoir - East,20902,Darebin - North,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.1829
2120713,20902120713,51.99999016,209021207,21207,Reservoir - East,20902,Darebin - North,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.1964,2120713,209021207,21207,Reservoir - East,20902,Darebin - North,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.1964
2120714,20902120714,58.98989654,209021207,21207,Reservoir - East,20902,Darebin - North,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.1772,2120714,209021207,21207,Reservoir - East,20902,Darebin - North,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.1772
2120715,20902120715,36.00000265,209021207,21207,Reservoir - East,20902,Darebin - North,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.161,2120715,209021207,21207,Reservoir - East,20902,Darebin - North,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.161
2120716,20902120716,33.00000555,209021207,21207,Reservoir - East,20902,Darebin - North,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.2102,2120716,209021207,21207,Reservoir - East,20902,Darebin - North,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.2102
2120717,20902120717,91.99993106,209021207,21207,Reservoir - East,20902,Darebin - North,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.1514,2120717,209021207,21207,Reservoir - East,20902,Darebin - North,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.1514
2120718,20902120718,61.00003001,209021207,21207,Reservoir - East,20902,Darebin - North,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.1369,2120718,209021207,21207,Reservoir - East,20902,Darebin - North,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.1369
2120719,20902120719,46.00005804,209021207,21207,Reservoir - East,20902,Darebin - North,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.1364,2120719,209021207,21207,Reservoir - East,20902,Darebin - North,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.1364
2120720,20902120720,52.00000148,209021207,21207,Reservoir - East,20902,Darebin - North,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.1303,2120720,209021207,21207,Reservoir - East,20902,Darebin - North,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.1303
2120721,20902120721,58.0000004,209021207,21207,Reservoir - East,20902,Darebin - North,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.0922,2120721,209021207,21207,Reservoir - East,20902,Darebin - North,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.0922
2120722,20902120722,49.00004925,209021207,21207,Reservoir - East,20902,Darebin - North,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.1056,2120722,209021207,21207,Reservoir - East,20902,Darebin - North,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.1056
2120723,20902120723,48.99999748,209021207,21207,Reservoir - East,20902,Darebin - North,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.1696,2120723,209021207,21207,Reservoir - East,20902,Darebin - North,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.1696
2120724,20902120724,41.00000784,209021207,21207,Reservoir - East,20902,Darebin - North,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.144,2120724,209021207,21207,Reservoir - East,20902,Darebin - North,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.144
2120725,20902120725,55.99993798,209021207,21207,Reservoir - East,20902,Darebin - North,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.2112,2120725,209021207,21207,Reservoir - East,20902,Darebin - North,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.2112
2120726,20902120726,37.99993517,209021207,21207,Reservoir - East,20902,Darebin - North,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.2111,2120726,209021207,21207,Reservoir - East,20902,Darebin - North,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.2111
2120727,20902120727,33.00000221,209021207,21207,Reservoir - East,20902,Darebin - North,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.126,2120727,209021207,21207,Reservoir - East,20902,Darebin - North,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.126
2120728,20902120728,60.99998971,209021207,21207,Reservoir - East,20902,Darebin - North,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.1465,2120728,209021207,21207,Reservoir - East,20902,Darebin - North,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.1465
2120729,20902120729,52.00001279,209021207,21207,Reservoir - East,20902,Darebin - North,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.1395,2120729,209021207,21207,Reservoir - East,20902,Darebin - North,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.1395
2120730,20902120730,24.00005376,209021207,21207,Reservoir - East,20902,Darebin - North,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.099,2120730,209021207,21207,Reservoir - East,20902,Darebin - North,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.099
2120731,20902120731,34.0000013,209021207,21207,Reservoir - East,20902,Darebin - North,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.1516,2120731,209021207,21207,Reservoir - East,20902,Darebin - North,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,0.1516
