CD_CODE06,SLA_CODE06,SLA_NAME06,LGA_CODE06,LGA_NAME06
2291001,205054601,Melbourne (C) - Inner,24600,Melbourne (C)
2291002,205054601,Melbourne (C) - Inner,24600,Melbourne (C)
2291003,205054601,Melbourne (C) - Inner,24600,Melbourne (C)
2291004,205054601,Melbourne (C) - Inner,24600,Melbourne (C)
2291005,205054601,Melbourne (C) - Inner,24600,Melbourne (C)
2291006,205054601,Melbourne (C) - Inner,24600,Melbourne (C)
2291007,205054601,Melbourne (C) - Inner,24600,Melbourne (C)
2291008,205054601,Melbourne (C) - Inner,24600,Melbourne (C)
2291009,205054601,Melbourne (C) - Inner,24600,Melbourne (C)
2291010,205054601,Melbourne (C) - Inner,24600,Melbourne (C)
2291011,205054601,Melbourne (C) - Inner,24600,Melbourne (C)
2291012,205054601,Melbourne (C) - Inner,24600,Melbourne (C)
2291013,205054601,Melbourne (C) - Inner,24600,Melbourne (C)
2291014,205054601,Melbourne (C) - Inner,24600,Melbourne (C)
2291015,205054601,Melbourne (C) - Inner,24600,Melbourne (C)
2291016,205054601,Melbourne (C) - Inner,24600,Melbourne (C)
2291017,205054601,Melbourne (C) - Inner,24600,Melbourne (C)
2291018,205054601,Melbourne (C) - Inner,24600,Melbourne (C)
2291019,205054601,Melbourne (C) - Inner,24600,Melbourne (C)
2291020,205054601,Melbourne (C) - Inner,24600,Melbourne (C)
2291021,205054601,Melbourne (C) - Inner,24600,Melbourne (C)
2291022,205054601,Melbourne (C) - Inner,24600,Melbourne (C)
2291023,205054601,Melbourne (C) - Inner,24600,Melbourne (C)
2291024,205054601,Melbourne (C) - Inner,24600,Melbourne (C)
2291025,205054601,Melbourne (C) - Inner,24600,Melbourne (C)
2291026,205054601,Melbourne (C) - Inner,24600,Melbourne (C)
2291027,205054601,Melbourne (C) - Inner,24600,Melbourne (C)
2291028,205054601,Melbourne (C) - Inner,24600,Melbourne (C)
2291029,205054601,Melbourne (C) - Inner,24600,Melbourne (C)
2291030,205054601,Melbourne (C) - Inner,24600,Melbourne (C)
2291031,205054601,Melbourne (C) - Inner,24600,Melbourne (C)
2291032,205054601,Melbourne (C) - Inner,24600,Melbourne (C)
2291033,205054601,Melbourne (C) - Inner,24600,Melbourne (C)
2290916,205054605,Melbourne (C) - S'bank-D'lands,24600,Melbourne (C)
2290924,205054605,Melbourne (C) - S'bank-D'lands,24600,Melbourne (C)
2290925,205054605,Melbourne (C) - S'bank-D'lands,24600,Melbourne (C)
2290926,205054605,Melbourne (C) - S'bank-D'lands,24600,Melbourne (C)
2290927,205054605,Melbourne (C) - S'bank-D'lands,24600,Melbourne (C)
2290928,205054605,Melbourne (C) - S'bank-D'lands,24600,Melbourne (C)
2290930,205054605,Melbourne (C) - S'bank-D'lands,24600,Melbourne (C)
2290931,205054605,Melbourne (C) - S'bank-D'lands,24600,Melbourne (C)
2290932,205054605,Melbourne (C) - S'bank-D'lands,24600,Melbourne (C)
2290933,205054605,Melbourne (C) - S'bank-D'lands,24600,Melbourne (C)
2290934,205054605,Melbourne (C) - S'bank-D'lands,24600,Melbourne (C)
2290935,205054605,Melbourne (C) - S'bank-D'lands,24600,Melbourne (C)
2290936,205054605,Melbourne (C) - S'bank-D'lands,24600,Melbourne (C)
2291301,205054605,Melbourne (C) - S'bank-D'lands,24600,Melbourne (C)
2291302,205054605,Melbourne (C) - S'bank-D'lands,24600,Melbourne (C)
2291303,205054605,Melbourne (C) - S'bank-D'lands,24600,Melbourne (C)
2291304,205054605,Melbourne (C) - S'bank-D'lands,24600,Melbourne (C)
2291307,205054605,Melbourne (C) - S'bank-D'lands,24600,Melbourne (C)
2291308,205054605,Melbourne (C) - S'bank-D'lands,24600,Melbourne (C)
2291309,205054605,Melbourne (C) - S'bank-D'lands,24600,Melbourne (C)
2291310,205054605,Melbourne (C) - S'bank-D'lands,24600,Melbourne (C)
2291311,205054605,Melbourne (C) - S'bank-D'lands,24600,Melbourne (C)
2291312,205054605,Melbourne (C) - S'bank-D'lands,24600,Melbourne (C)
2291313,205054605,Melbourne (C) - S'bank-D'lands,24600,Melbourne (C)
2291314,205054605,Melbourne (C) - S'bank-D'lands,24600,Melbourne (C)
2291315,205054605,Melbourne (C) - S'bank-D'lands,24600,Melbourne (C)
2291316,205054605,Melbourne (C) - S'bank-D'lands,24600,Melbourne (C)
2291317,205054605,Melbourne (C) - S'bank-D'lands,24600,Melbourne (C)
2291318,205054605,Melbourne (C) - S'bank-D'lands,24600,Melbourne (C)
2291319,205054605,Melbourne (C) - S'bank-D'lands,24600,Melbourne (C)
2291320,205054605,Melbourne (C) - S'bank-D'lands,24600,Melbourne (C)
2291321,205054605,Melbourne (C) - S'bank-D'lands,24600,Melbourne (C)
2290103,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2290104,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2290105,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2290106,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2290107,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2290108,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2290109,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2290110,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2290111,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2290112,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2290113,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2290401,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2290402,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2290403,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2290404,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2290405,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2290406,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2290407,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2290408,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2290409,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2290410,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2290411,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2290501,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2290506,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2290507,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2290508,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2290509,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2290510,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2290511,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2290512,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2290514,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2290515,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2290701,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2290702,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2290703,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2290704,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2290705,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2290706,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2290707,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2290708,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2290709,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2290710,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2290711,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2290712,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2290713,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2290714,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2290715,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2290716,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2290717,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2290718,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2290801,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2290802,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2290803,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2290804,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2290805,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2290806,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2290807,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2290808,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2290809,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2290810,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2290811,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2290812,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2290813,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2290814,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2290815,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2290816,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2290901,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2290902,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2290903,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2290904,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2290905,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2290906,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2290907,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2290908,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2290909,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2290910,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2290911,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2290912,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2290913,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2290914,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2290915,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2290917,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2290918,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2290919,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2290920,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2290921,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2290922,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2290923,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2291101,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2291102,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2291103,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2291104,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2291105,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2291106,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2291107,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2291108,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2291109,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2291110,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2291111,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2291112,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2291113,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2291114,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2291115,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2291116,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2291201,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2291202,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2291203,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2291204,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2291205,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2291206,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2291207,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2291208,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2291209,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2291210,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2291211,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2291212,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2291213,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2291214,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2291215,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2291306,205054608,Melbourne (C) - Remainder,24600,Melbourne (C)
2280101,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2280102,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2280103,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2280104,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2280105,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2280106,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2280107,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2280108,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2280109,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2280110,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2280111,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2280112,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2280113,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2280114,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2280115,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2280116,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2280117,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2280118,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2280201,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2280202,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2280203,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2280204,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2280205,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2280206,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2280207,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2280208,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2280209,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2280210,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2280211,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2280212,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2280301,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2280302,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2280303,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2280304,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2280305,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2280306,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2280307,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2280308,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2280309,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2280310,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2280311,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2280312,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2280401,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2280402,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2280403,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2280404,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2280405,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2280406,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2280407,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2280408,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2280409,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2280410,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2280411,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2280412,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2280413,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2280414,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2280415,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2280501,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2280502,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2280503,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2280504,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2280505,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2280506,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2280507,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2280508,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2280509,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2280510,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2280601,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2280602,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2280603,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2280604,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2280605,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2280606,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2280607,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2280608,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2280609,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2280701,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2280702,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2280703,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2280704,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2280705,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2280706,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2280707,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2280708,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2280709,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2280710,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2280711,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2280801,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2280802,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2280803,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2280804,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2280805,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2280806,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2280807,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2280808,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2280809,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2280810,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2280901,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2280902,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2280903,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2280904,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2280905,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2280906,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2280907,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2280908,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2280909,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2280910,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2280911,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2280912,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2281001,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2281002,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2281003,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2281004,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2281005,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2281006,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2281007,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2281008,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2281009,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2281010,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2281101,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2281102,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2281103,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2281104,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2281105,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2281106,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2281107,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2281108,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2281109,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2281110,205055901,Port Phillip (C) - St Kilda,25900,Port Phillip (C)
2281201,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2281202,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2281203,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2281204,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2281205,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2281206,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2281207,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2281208,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2281301,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2281302,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2281303,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2281304,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2281305,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2281306,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2281401,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2281402,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2281403,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2281404,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2281405,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2281406,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2281407,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2281408,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2281409,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2281410,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2281411,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2281412,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2281413,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2281414,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2281415,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2281416,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2281417,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2281418,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2281419,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2281420,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2281501,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2281502,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2281503,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2281504,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2281505,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2281506,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2281507,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2281508,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2281509,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2281601,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2281602,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2281603,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2281604,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2281605,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2281606,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2281607,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2281608,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2281609,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2281610,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2281611,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2281701,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2281702,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2281703,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2281704,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2281705,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2281706,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2281707,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2281708,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2281709,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2281710,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2281711,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2281712,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2281801,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2281802,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2281803,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2281804,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2281805,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2281806,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2281807,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2281808,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2281809,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2281810,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2281811,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2281812,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2281813,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2281814,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2281815,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2281816,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
2281817,205055902,Port Phillip (C) - West,25900,Port Phillip (C)
