SA2_MAINCODE_2011,SA2_NAME_2011,SA2_5DIGITCODE_2011,SA3_CODE_2011,SA3_NAME_2011,SA4_CODE_2011,SA4_NAME_2011,GCCSA_CODE_2011,GCCSA_NAME_2011,STATE_CODE_2011,STATE_NAME_2011,AREA_ALBERS_SQM
212031306,Lynbrook - Lyndhurst,21306,21203,Casey - South,212,Melbourne - South East,2GMEL,Greater Melbourne,2,Victoria,7379610.671
212031307,Narre Warren South,21307,21203,Casey - South,212,Melbourne - South East,2GMEL,Greater Melbourne,2,Victoria,13003176.75
212031308,Pearcedale - Tooradin,21308,21203,Casey - South,212,Melbourne - South East,2GMEL,Greater Melbourne,2,Victoria,98511197.77
212041309,Clarinda - Oakleigh South,21309,21204,Dandenong,212,Melbourne - South East,2GMEL,Greater Melbourne,2,Victoria,6322751.633
212041310,Clayton South,21310,21204,Dandenong,212,Melbourne - South East,2GMEL,Greater Melbourne,2,Victoria,7938549.055
212041311,Dandenong,21311,21204,Dandenong,212,Melbourne - South East,2GMEL,Greater Melbourne,2,Victoria,61795584.35
212041312,Dandenong North,21312,21204,Dandenong,212,Melbourne - South East,2GMEL,Greater Melbourne,2,Victoria,9535355.134
212041313,Dingley Village,21313,21204,Dandenong,212,Melbourne - South East,2GMEL,Greater Melbourne,2,Victoria,7243484.406
212041314,Keysborough,21314,21204,Dandenong,212,Melbourne - South East,2GMEL,Greater Melbourne,2,Victoria,30279765.75
212041315,Noble Park,21315,21204,Dandenong,212,Melbourne - South East,2GMEL,Greater Melbourne,2,Victoria,8561441.31
212041316,Noble Park North,21316,21204,Dandenong,212,Melbourne - South East,2GMEL,Greater Melbourne,2,Victoria,3757857.504
212041317,Springvale,21317,21204,Dandenong,212,Melbourne - South East,2GMEL,Greater Melbourne,2,Victoria,11105780.13
212041318,Springvale South,21318,21204,Dandenong,212,Melbourne - South East,2GMEL,Greater Melbourne,2,Victoria,4559806.203
212051319,Ashwood - Chadstone,21319,21205,Monash,212,Melbourne - South East,2GMEL,Greater Melbourne,2,Victoria,6709546.388
212051320,Clayton,21320,21205,Monash,212,Melbourne - South East,2GMEL,Greater Melbourne,2,Victoria,9411216.368
212051321,Glen Waverley - East,21321,21205,Monash,212,Melbourne - South East,2GMEL,Greater Melbourne,2,Victoria,9163846.139
212051322,Glen Waverley - West,21322,21205,Monash,212,Melbourne - South East,2GMEL,Greater Melbourne,2,Victoria,7675606.295
212051323,Mount Waverley - North,21323,21205,Monash,212,Melbourne - South East,2GMEL,Greater Melbourne,2,Victoria,6484132.346
212051324,Mount Waverley - South,21324,21205,Monash,212,Melbourne - South East,2GMEL,Greater Melbourne,2,Victoria,8700772.508
212051325,Mulgrave,21325,21205,Monash,212,Melbourne - South East,2GMEL,Greater Melbourne,2,Victoria,10722055.83
212051326,Oakleigh - Huntingdale,21326,21205,Monash,212,Melbourne - South East,2GMEL,Greater Melbourne,2,Victoria,10169604.56
212051327,Wheelers Hill,21327,21205,Monash,212,Melbourne - South East,2GMEL,Greater Melbourne,2,Victoria,10450850.09
213011328,Ardeer - Albion,21328,21301,Brimbank,213,Melbourne - West,2GMEL,Greater Melbourne,2,Victoria,4588277.318
213011329,Cairnlea,21329,21301,Brimbank,213,Melbourne - West,2GMEL,Greater Melbourne,2,Victoria,4404986.678
213011330,Deer Park - Derrimut,21330,21301,Brimbank,213,Melbourne - West,2GMEL,Greater Melbourne,2,Victoria,21336140.35
213011331,Delahey,21331,21301,Brimbank,213,Melbourne - West,2GMEL,Greater Melbourne,2,Victoria,3505506.635
213011332,Keilor Downs,21332,21301,Brimbank,213,Melbourne - West,2GMEL,Greater Melbourne,2,Victoria,7659809.639
213011333,Kings Park (Vic.),21333,21301,Brimbank,213,Melbourne - West,2GMEL,Greater Melbourne,2,Victoria,4432047.58
213011334,St Albans - North,21334,21301,Brimbank,213,Melbourne - West,2GMEL,Greater Melbourne,2,Victoria,6522270.953
213011335,St Albans - South,21335,21301,Brimbank,213,Melbourne - West,2GMEL,Greater Melbourne,2,Victoria,6265224.571
213011336,Sunshine,21336,21301,Brimbank,213,Melbourne - West,2GMEL,Greater Melbourne,2,Victoria,4731858.4
213011337,Sunshine North,21337,21301,Brimbank,213,Melbourne - West,2GMEL,Greater Melbourne,2,Victoria,8022928.529
213011338,Sunshine West,21338,21301,Brimbank,213,Melbourne - West,2GMEL,Greater Melbourne,2,Victoria,12969022.72
213011339,Sydenham,21339,21301,Brimbank,213,Melbourne - West,2GMEL,Greater Melbourne,2,Victoria,3948304.956
213011340,Taylors Lakes,21340,21301,Brimbank,213,Melbourne - West,2GMEL,Greater Melbourne,2,Victoria,18462925.27
213021341,Altona,21341,21302,Hobsons Bay,213,Melbourne - West,2GMEL,Greater Melbourne,2,Victoria,17684841.44
213021342,Altona Meadows,21342,21302,Hobsons Bay,213,Melbourne - West,2GMEL,Greater Melbourne,2,Victoria,10540087.58
213021343,Altona North,21343,21302,Hobsons Bay,213,Melbourne - West,2GMEL,Greater Melbourne,2,Victoria,16184342.49
213021344,Newport,21344,21302,Hobsons Bay,213,Melbourne - West,2GMEL,Greater Melbourne,2,Victoria,8840058.286
213021345,Seabrook,21345,21302,Hobsons Bay,213,Melbourne - West,2GMEL,Greater Melbourne,2,Victoria,1619894.946
213021346,Williamstown,21346,21302,Hobsons Bay,213,Melbourne - West,2GMEL,Greater Melbourne,2,Victoria,7346924.857
213031347,Braybrook,21347,21303,Maribyrnong,213,Melbourne - West,2GMEL,Greater Melbourne,2,Victoria,7483014.512
213031348,Footscray,21348,21303,Maribyrnong,213,Melbourne - West,2GMEL,Greater Melbourne,2,Victoria,4967185.113
213031349,Maribyrnong,21349,21303,Maribyrnong,213,Melbourne - West,2GMEL,Greater Melbourne,2,Victoria,5495089.676
213031350,Seddon - Kingsville,21350,21303,Maribyrnong,213,Melbourne - West,2GMEL,Greater Melbourne,2,Victoria,1680071.789
213031351,West Footscray - Tottenham,21351,21303,Maribyrnong,213,Melbourne - West,2GMEL,Greater Melbourne,2,Victoria,5981010.515
213031352,Yarraville,21352,21303,Maribyrnong,213,Melbourne - West,2GMEL,Greater Melbourne,2,Victoria,5620441.176
213041353,Bacchus Marsh,21353,21304,Melton - Bacchus Marsh,213,Melbourne - West,2GMEL,Greater Melbourne,2,Victoria,196322918.9
213041354,Caroline Springs,21354,21304,Melton - Bacchus Marsh,213,Melbourne - West,2GMEL,Greater Melbourne,2,Victoria,11492926.17
213041355,Hillside,21355,21304,Melton - Bacchus Marsh,213,Melbourne - West,2GMEL,Greater Melbourne,2,Victoria,66546545.4
213041356,Melton,21356,21304,Melton - Bacchus Marsh,213,Melbourne - West,2GMEL,Greater Melbourne,2,Victoria,130712149.1
213041357,Melton South,21357,21304,Melton - Bacchus Marsh,213,Melbourne - West,2GMEL,Greater Melbourne,2,Victoria,110962669.6
213041358,Melton West,21358,21304,Melton - Bacchus Marsh,213,Melbourne - West,2GMEL,Greater Melbourne,2,Victoria,24202243.33
213041359,Rockbank - Mount Cottrell,21359,21304,Melton - Bacchus Marsh,213,Melbourne - West,2GMEL,Greater Melbourne,2,Victoria,125758648.7
213041360,Taylors Hill,21360,21304,Melton - Bacchus Marsh,213,Melbourne - West,2GMEL,Greater Melbourne,2,Victoria,5976597.677
213051361,Hoppers Crossing - North,21361,21305,Wyndham,213,Melbourne - West,2GMEL,Greater Melbourne,2,Victoria,11088273.02
213051362,Hoppers Crossing - South,21362,21305,Wyndham,213,Melbourne - West,2GMEL,Greater Melbourne,2,Victoria,7010861.207
213051363,Laverton,21363,21305,Wyndham,213,Melbourne - West,2GMEL,Greater Melbourne,2,Victoria,22244655.27
213051364,Point Cook,21364,21305,Wyndham,213,Melbourne - West,2GMEL,Greater Melbourne,2,Victoria,36948729.09
213051365,Tarneit,21365,21305,Wyndham,213,Melbourne - West,2GMEL,Greater Melbourne,2,Victoria,62121630.26
213051366,Truganina,21366,21305,Wyndham,213,Melbourne - West,2GMEL,Greater Melbourne,2,Victoria,27010276.53
213051367,Werribee,21367,21305,Wyndham,213,Melbourne - West,2GMEL,Greater Melbourne,2,Victoria,135421114.2
213051368,Werribee - South,21368,21305,Wyndham,213,Melbourne - West,2GMEL,Greater Melbourne,2,Victoria,114033442.2
213051369,Wyndham Vale,21369,21305,Wyndham,213,Melbourne - West,2GMEL,Greater Melbourne,2,Victoria,128239646
214011370,Carrum Downs,21370,21401,Frankston,214,Mornington Peninsula,2GMEL,Greater Melbourne,2,Victoria,20307762.6
214011371,Frankston,21371,21401,Frankston,214,Mornington Peninsula,2GMEL,Greater Melbourne,2,Victoria,11625012.33
214011372,Frankston North,21372,21401,Frankston,214,Mornington Peninsula,2GMEL,Greater Melbourne,2,Victoria,13238523.93
214011373,Frankston South,21373,21401,Frankston,214,Mornington Peninsula,2GMEL,Greater Melbourne,2,Victoria,14560524.47
214011374,Langwarrin,21374,21401,Frankston,214,Mornington Peninsula,2GMEL,Greater Melbourne,2,Victoria,37619623.21
214011375,Seaford (Vic.),21375,21401,Frankston,214,Mornington Peninsula,2GMEL,Greater Melbourne,2,Victoria,12431711.59
214011376,Skye - Sandhurst,21376,21401,Frankston,214,Mornington Peninsula,2GMEL,Greater Melbourne,2,Victoria,19815405.31
214021377,Dromana,21377,21402,Mornington Peninsula,214,Mornington Peninsula,2GMEL,Greater Melbourne,2,Victoria,45058097.29
214021378,Flinders,21378,21402,Mornington Peninsula,214,Mornington Peninsula,2GMEL,Greater Melbourne,2,Victoria,287417069.2
214021379,Hastings - Somers,21379,21402,Mornington Peninsula,214,Mornington Peninsula,2GMEL,Greater Melbourne,2,Victoria,108885139.9
214021380,Mornington,21380,21402,Mornington Peninsula,214,Mornington Peninsula,2GMEL,Greater Melbourne,2,Victoria,21089872.96
214021381,Mount Eliza,21381,21402,Mornington Peninsula,214,Mornington Peninsula,2GMEL,Greater Melbourne,2,Victoria,23210010.67
214021382,Mount Martha,21382,21402,Mornington Peninsula,214,Mornington Peninsula,2GMEL,Greater Melbourne,2,Victoria,30192490.24
214021383,Point Nepean,21383,21402,Mornington Peninsula,214,Mornington Peninsula,2GMEL,Greater Melbourne,2,Victoria,67172857.89
214021384,Rosebud - McCrae,21384,21402,Mornington Peninsula,214,Mornington Peninsula,2GMEL,Greater Melbourne,2,Victoria,23688274.12
214021385,Somerville,21385,21402,Mornington Peninsula,214,Mornington Peninsula,2GMEL,Greater Melbourne,2,Victoria,117352958.6
