,STOP_ID,STOP_NAME,ROUTEUSSP
451,18663,32-Beaconsfield Pde/Victoria Ave (Albert Park),1
452,18699,124-Walsh St/Toorak Rd (South Yarra),58
453,18700,125-Punt Rd/Toorak Rd (South Yarra),58
454,18702,126-Myrtle St/Toorak Rd (South Yarra),58
455,18703,127-South Yarra Railway Station/Toorak Rd (South Yarra),58
456,18704,128-Chapel St/Toorak Rd (South Yarra),58
457,18705,129-Tivoli Rd/Toorak Rd (South Yarra),58
458,18706,130-Hawksburn Rd/Toorak Rd (South Yarra),58
459,18707,131-Williams Rd/Toorak Rd (Toorak),58
460,18708,132-Toorak Village/Toorak Rd (Toorak),58
461,18709,133-Canterbury Rd/Toorak Rd (Toorak),58
462,18710,43-Deepdene Shopping Centre/Whitehorse Rd (Balwyn),109
463,18711,119-Park St/Lygon St (Carlton North),"6,1"
464,18712,120-Brunswick Rd/Lygon St (Brunswick),"6,1"
465,18713,121-Weston St/Lygon St (Brunswick East),"6,1"
466,18714,122-Glenlyon Rd/Lygon St (Brunswick East),"6,1"
467,18715,123-Albert St/Lygon St (Brunswick East),"6,1"
468,18716,124-Victoria St/Lygon St (Brunswick East),"6,1"
469,18717,125-Blyth St/Lygon St (Brunswick East),"6,1"
470,18718,126-Stewart St/Lygon St (Brunswick East),"6,1"
471,18719,127-Albion St/Lygon St (Brunswick East),"6,1"
472,18720,128-Mitchell St/Holmes St (Brunswick East),"6,1"
473,18721,129-Moreland Rd/Holmes St (Brunswick),"6,1"
474,18722,130-Barrow St/Moreland Rd (Coburg),6
475,18723,131-De Carle St/Moreland Rd (Coburg),6
476,18724,132-Sydney Rd/Moreland Rd (Coburg),6
477,18725,133-Moreland Station/Moreland Rd (Coburg),6
478,18726,130-The Avenue/Nicholson St (Coburg),1
479,18727,131-Rennie St/Nicholson St (Coburg),1
480,18728,132-Crozier St/Nicholson St (Coburg),1
481,18729,133-Harding St/Nicholson St (Coburg),1
482,17910,5-Elizabeth St/Collins St (Melbourne City),"11,12,48,109"
483,17911,6-Melbourne Town Hall/Collins St (Melbourne City),"11,12,48,109"
484,17914,8-Spring St/Collins St (Melbourne City),"11,12,48,109"
485,17915,10-Parliament Railway Station/Macarthur St (East Melbourne),"11,12,109"
486,17917,46-Rosamond Rd/Raleigh Rd (Maribyrnong),"82,57"
487,17918,48-Raleigh Rd/Wests Rd (Maribyrnong),82
488,17919,49-Highpoint Shopping Centre/Wests Rd (Maribyrnong),82
489,17920,50-Wests Rd/Williamson Rd (Maribyrnong),82
490,17921,51-Williamson Rd/Rosamond Rd (Maidstone),82
491,17922,52-Rosamond Rd/River St (Maribyrnong),82
492,17923,53-Maribyrnong College/River St (Maribyrnong),82
493,17924,54-Gordon St/River St (Maribyrnong),82
494,17925,55-Lyric St/Gordon St (Maribyrnong),82
495,17926,56-Edgewater Square/Gordon St (Maribyrnong),82
496,17927,57-Titch St/Gordon St (Footscray),82
497,17928,58-Ballarat Rd/Gordon St (Footscray),82
498,17929,59-Droop St/Ballarat Rd (Footscray),82
499,17930,60-Tiernan St/Droop St (Footscray),82
500,17931,61-Geelong Rd/Droop St (Footscray),82
501,17932,62-Nicholson St/Hopkins St (Footscray),82
502,17933,63-Footscray Market/Leeds St (Footscray),82
503,17934,64-Footscray Station/Leeds St (Footscray),82
504,17935,40-Epsom Rd/Maribyrnong Rd (Moonee Ponds),"82,57"
505,17936,39-Bowen St/Maribyrnong Rd (Moonee Ponds),"82,57"
506,17937,38-Hotham St/Maribyrnong Rd (Moonee Ponds),"82,57"
507,17938,37-Union Rd/Maribyrnong Rd (Moonee Ponds),"82,57"
508,17939,36-86 Maribyrnong Rd (Moonee Ponds),82
509,17940,35-Moore St/Maribyrnong Rd (Moonee Ponds),82
510,17941,34-Ascot Vale Rd/Maribyrnong Rd (Moonee Ponds),82
511,17942,33-Chaucer St/Ascot Vale Rd (Moonee Ponds),82
512,17944,49-Central Park Ave/Cordite Ave (Maribyrnong),57
513,17945,36-St Leonards Rd/Union Rd (Ascot Vale),57
514,17946,35-Bloomfield Rd/Union Rd (Ascot Vale),57
515,17947,34-Burrowes St/Union Rd (Ascot Vale),57
516,17948,33-Melbourne Showgrounds/Union Rd (Ascot Vale),57
517,17949,32-Sandown Rd/Epsom Rd (Ascot Vale),57
518,17950,31-Racing Victoria/161 Epsom Rd (Ascot Vale),57
519,17951,30-Flemington Racecourse/Epsom Rd (Ascot Vale),57
520,17952,29-Flemington Racecourse/Racecourse Rd (Flemington),57
521,17953,28-Smithfield Rd/Racecourse Rd (Flemington),57
522,17954,26-Newmarket Plaza/Racecourse Rd (Flemington),57
523,17955,25-Wellington St/Racecourse Rd (Flemington),57
524,17956,24-Victoria St/Racecourse Rd (Flemington),57
525,17957,23-Stubbs St/Racecourse Rd (Flemington),57
526,17958,22-Boundary Rd/Racecourse Rd (North Melbourne),57
527,17959,20-Melrose St/Flemington Rd (North Melbourne),"59,57"
528,17961,19-Abbotsford St Interchange/Abbotsford St (North Melbourne),57
529,18006,11-Albert St/Gisborne St (East Melbourne),"11,12,109"
530,18009,10-Nicholson St/Victoria Pde (East Melbourne),30
531,18010,9-La Trobe St/Victoria St (Melbourne City),"35,30"
532,18011,8-Exhibition St/La Trobe St (Melbourne City),"35,30"
533,18030,6-Swanston St/La Trobe St (Melbourne City),"35,30"
534,18031,5-Elizabeth St/La Trobe St (Melbourne City),"35,30"
535,18032,4-Queen St/La Trobe St (Melbourne City),"35,30"
536,18033,3-William St/La Trobe St (Melbourne City),"35,30"
537,18035,1-Spencer St/La Trobe St (Melbourne City),"35,30"
538,18037,D10-New Quay Prom/Docklands Dr (Docklands),"70,86,35"
539,18038,D11-Waterfront City/Docklands Dr (Docklands),"70,86,35"
540,18039,D10-NewQuay Prom/Docklands Dr (Docklands),"70,86,35"
541,18040,D1-Etihad Stadium/La Trobe St (Docklands),"35,86,30"
542,18041,119-Spencer St/La Trobe St (Melbourne City),"35,86,30"
543,18042,2-King St/La Trobe St (Melbourne City),"35,30"
544,18043,3-William St/La Trobe St (Melbourne City),"35,30"
545,18044,4-Queen St/La Trobe St (Melbourne City),"35,30"
546,18045,5-Elizabeth St/La Trobe St (Melbourne City),"35,30"
547,18046,6-Swanston St/La Trobe St (Melbourne City),"35,30"
548,18047,7-Russell St/La Trobe St (Melbourne City),"35,30"
549,18048,8-Exhibition St/La Trobe St (Melbourne City),"35,30"
550,18049,9-Victoria St/La Trobe St (Melbourne City),"35,30"
551,18050,10-Nicholson St/Victoria Pde (Carlton),"35,30"
552,18051,12-St Vincents Plaza/Victoria Pde (Fitzroy),"11,12,30,109"
553,18052,D2-Central Pier/Harbour Esp (Docklands),"35,70,75,86,30"
554,18053,D3-Bourke St/Harbour Esp (Docklands),"70,75,35"
555,18054,D4-Docklands Park/Harbour Esp (Docklands),"70,75,35"
556,18055,D5-South Wharf/Wurundjeri Way (Docklands),"70,75,35"
557,18056,D6-Flinders Street West/Flinders St (Docklands),"70,75,35"
558,18057,18-Chapman St/Abbotsford St (North Melbourne),57
559,18058,17-Molesworth St/Abbotsford St (North Melbourne),57
560,18059,16-Haines St/Abbotsford St (North Melbourne),57
561,18060,15-Arden St/Abbotsford St (North Melbourne),57
562,18061,14-Queensberry St/Abbotsford St (North Melbourne),57
563,18063,23-Royal Park/Royal Park (Parkville),58
564,18064,24-Elliott Ave/Royal Park (Parkville),58
565,18065,25-State Netball Hockey Centre/Royal Park (Parkville),58
566,18066,26-Melbourne Zoo/Royal Park (Parkville),58
567,18067,27-Royal Park Station/Royal Park (Parkville),58
568,18068,28-Park St/Royal Park (Parkville),58
569,18069,29-Brunswick Rd/Grantham St (Brunswick West),58
570,18071,30-Union Square Shopping Centre/Grantham St (Brunswick West),58
571,18072,31-Grantham St/Dawson St (Brunswick West),58
572,18073,32-Foden St/Dawson St (Brunswick),58
573,18074,33-South Daly St/Dawson St (Brunswick West),58
574,18075,34-Smith St/Melville Rd (Brunswick),58
575,18076,35-Victoria St/Melville Rd (Brunswick West),58
576,18077,36-Hope St/Melville Rd (Brunswick West),58
577,18078,37-Albion St/Melville Rd (Brunswick West),58
578,18079,38-Jacobs Reserve/Melville Rd (Brunswick West),58
579,18080,39-Mattingley Cres/Melville Rd (Brunswick West),58
580,18081,40-Moreland Rd/Melville Rd (Brunswick West),58
581,18082,41-Woodlands Ave/Melville Rd (Pascoe Vale South),58
582,18083,42-Reynard St/Melville Rd (Pascoe Vale South),58
583,18084,43-Princes Tce/Melville Rd (Pascoe Vale South),58
584,18085,44-Brearley Pde/Melville Rd (Pascoe Vale South),58
585,18086,45-Bell St/Melville Rd (Pascoe Vale South),58
586,18087,3-Market St/Flinders St (Melbourne City),"70,75,35"
587,18089,4-Elizabeth St/Flinders St (Melbourne City),"70,75,35"
588,18090,5-Swanston St/Flinders St (Melbourne City),"70,75,35"
589,18091,6-Russell St/Flinders St (Melbourne City),"70,75,35"
590,18092,8-Spring St/Flinders St (Melbourne City),"75,35"
591,18093,9-Lansdowne St/Wellington Pde (East Melbourne),"75,48"
592,18094,10-Jolimont Rd/Wellington Pde (East Melbourne),"75,48"
593,18095,11-Jolimont Station-MCG/Wellington Pde (East Melbourne),"75,48"
594,18097,13-Simpson St/Wellington Pde (East Melbourne),"75,48"
595,18098,14-Punt Rd/Wellington Pde (Melbourne City),"75,48"
596,18099,14-Punt Rd/Bridge Rd (Richmond),"75,48"
597,18100,13-Simpson St/Wellington Pde (East Melbourne),"75,48"
598,18102,11-Jolimont Station-MCG/Wellington Pde (East Melbourne),"75,48"
599,18103,10-Jolimont Rd/Wellington Pde (East Melbourne),"75,48"
600,18104,9-Lansdowne St/Wellington Pde (Melbourne City),"75,48"
601,18105,8-Spring St/Flinders St (Melbourne City),"75,35"
602,18108,7B-Rod Laver Arena/MCG Gates 1-3 (Melbourne City),70
603,18116,7C-MCG Gates 4-7/John Cain Arena (Melbourne City),70
604,18118,7D-Olympic Boulevard (Melbourne City),70
605,18155,7D-Olympic Boulevard (Melbourne City),70
606,18161,7C-MCG Gates 4-7/John Cain Arena (Melbourne City),70
607,18172,7B-Rod Laver Arena/MCG Gates 1-3 (Melbourne City),70
608,18174,6-Russell St/Flinders St (Melbourne City),"70,75,35"
609,18175,5-Swanston St/Flinders St (Melbourne City),"70,75,35"
610,18176,4-Elizabeth St/Flinders St (Melbourne City),"70,75,35"
611,18178,3-Market St/Flinders St (Melbourne City),"70,75,35"
612,18179,D6-Victoria Police Centre/Flinders St (Southbank),"70,75,35"
613,18180,D5-South Wharf/Wurundjeri Way (Docklands),"70,75,35"
614,18181,D4-Docklands Park/Harbour Esp (Docklands),"70,75,35"
615,18182,D3-Bourke St/Harbour Esp (Docklands),"70,75,35"
616,18183,D2-CentralPier/Harbour Esp (Docklands),"35,70,75,86,30"
617,18184,125-Clarendon St/Whiteman St (Southbank),"12,96,109"
618,18185,124A-Casino/MCEC/Clarendon St (Southbank),"12,96,109"
619,18186,124-Batman Park/Spencer St (Melbourne City),"12,96,109"
620,18187,122-Southern Cross Railway Station/Spencer St (Melbourne City),96
621,18189,120-Lonsdale St/Spencer St (Melbourne City),86
622,18190,119-La Trobe St/Spencer St (Melbourne City),86
623,18192,120-Lonsdale St/Spencer St (Melbourne City),86
624,18194,122-Southern Cross Railway Station/Spencer St (Melbourne City),96
625,18196,124-Batman Park/Spencer St (Melbourne City),"12,96,109"
626,18197,124A-Casino/MCEC/Clarendon St (Southbank),"12,96,109"
627,18199,5-Bourke St/William St (Melbourne City),58
628,18201,7-Flagstaff Railway Station/William St (Melbourne City),58
629,18202,8-Franklin St/William St (Melbourne City),58
630,18203,10-Victoria St/Peel St (West Melbourne),58
631,18204,10-Victoria St/Peel St (West Melbourne),58
632,18205,9-Queen Victoria Market/Peel St (North Melbourne),58
633,18206,9-Queen Victoria Market/39 Peel St (North Melbourne),58
634,18512,34-Maribyrnong Rd/Ascot Vale Rd (Moonee Ponds),82
635,18730,134-Merribell Ave/Nicholson St (Coburg),1
636,18732,44-Deepdene Park/Whitehorse Rd (Balwyn),109
637,18733,45-Hardwicke St/Whitehorse Rd (Balwyn),109
638,18734,46-Balwyn Cinema/Whitehorse Rd (Balwyn),109
639,18735,47-Balwyn Rd/Whitehorse Rd (Balwyn),109
640,18736,48-Balwyn Shopping Centre/Whitehorse Rd (Balwyn),109
641,18737,49-Northcote Ave/Whitehorse Rd (Balwyn),109
642,18738,51-Narrak Rd/Whitehorse Rd (Mont Albert),109
643,18781,134-Orrong Rd/Toorak Rd (Toorak),58
644,18782,135-Woorigoleen Rd/Toorak Rd (Toorak),58
645,18783,136-Irving Rd/Toorak Rd (Toorak),58
646,18784,137-Kooyong Rd/Toorak Rd (Toorak),58
647,18785,138-Moonga Rd/Toorak Rd (Toorak),58
648,18786,139-Glenbervie Rd/Toorak Rd (Toorak),58
649,18789,112-Lygon St/Elgin St (Carlton),"6,1"
650,18790,113-Lytton St/Lygon St (Carlton),"6,1"
651,18791,114-Princes St/Lygon St (Carlton North),"6,1"
652,18792,115-Melbourne Cemetery/Lygon St (Carlton North),"6,1"
653,18793,116-Fenwick St/Lygon St (Carlton North),"6,1"
654,18794,117-Richardson St/Lygon St (Carlton North),"6,1"
655,18795,118-Pigdon St/Lygon St (Carlton North),"6,1"
656,18899,26-Alfred Hospital/Commercial Rd (South Yarra),72
657,18918,27-Punt Rd/Commercial Rd (South Yarra),72
658,18923,28-Braille Library/Commercial Rd (South Yarra),72
659,18931,29-Porter St/Commercial Rd (South Yarra),72
660,18933,30-Prahran Market/Commercial Rd (South Yarra),72
661,18934,31-Chapel St/Commercial Rd (South Yarra),72
662,18935,32-Surrey Rd/Malvern Rd (South Yarra),72
663,18936,33-Francis St/Malvern Rd (South Yarra),72
664,18937,34-Williams Rd/Malvern Rd (South Yarra),72
665,18938,35-Mathoura Rd/Malvern Rd (Toorak),72
666,18939,36-A'Beckett St/Malvern Rd (Toorak),72
667,18940,37-Orrong Rd/Malvern Rd (Toorak),72
668,18941,38-Clendon Rd/Malvern Rd (Toorak),72
669,18942,39-Irving Rd/Malvern Rd (Toorak),72
670,18943,40-Kooyong Rd/Malvern Rd (Toorak),72
671,18944,41-Albany Rd/Malvern Rd (Toorak),72
672,18945,42-Lauriston Girls School/Malvern Rd (Toorak),72
673,18946,43-Glenferrie Rd/Malvern Rd (Toorak),72
674,18947,44-Plant St/Malvern Rd (Malvern),72
675,18948,45-Elizabeth St/Malvern Rd (Malvern),72
676,18949,46-Meredith St/Malvern Rd (Malvern),72
677,18950,47-Tooronga Rd/Malvern Rd (Malvern),72
678,18951,48-Edgar St/Malvern Rd (Malvern),72
679,18952,49-Kenilworth Gr/Malvern Rd (Malvern),72
680,18953,50-Burke Rd/Malvern Rd (Malvern),72
681,18954,51-Gardiner Railway Station/Burke Rd (Hawthorn East),72
682,18955,52-Harris Ave/Burke Rd (Hawthorn East),72
683,18956,53-Faircroft Ave/Burke Rd (Hawthorn East),72
684,18957,54-Toorak Rd/Burke Rd (Glen Iris),72
685,18958,55-Middle Rd/Burke Rd (Hawthorn East),72
686,18959,56-Anderson Rd/Burke Rd (Hawthorn East),72
687,18960,57-Pine Ave/Burke Rd (Hawthorn East),72
688,18961,58-Leura Gr/Burke Rd (Hawthorn East),72
689,18962,59-Pleasant Rd/Burke Rd (Hawthorn East),72
690,18963,60-Campbell Rd/Burke Rd (Hawthorn East),72
691,18964,61-Riversdale Rd/Burke Rd (Hawthorn East),72
692,18965,62-Camberwell Shopping Centre/755 Burke Rd (Hawthorn East),72
693,18966,63-Prospect Hill Rd/Burke Rd (Hawthorn East),72
694,18967,64-Camberwell Station/Burke Rd (Hawthorn East),72
695,18968,65-Victoria Rd/Burke Rd (Hawthorn East),72
696,18969,66-Rathmines Rd/Burke Rd (Hawthorn East),72
697,18970,67-Camberwell Girls Grammar/Burke Rd (Hawthorn East),72
698,18971,68-Mont Albert Rd/Burke Rd (Kew),72
699,18972,69-Sackville St/Burke Rd (Kew),72
700,18973,36-St Kilda Primary School/Brighton Rd (Balaclava),67
701,18974,37-Chapel St/Brighton Rd (Balaclava),67
702,18975,38-Brunning St/Brighton Rd (Balaclava),67
703,18976,39-Glen Eira Rd/Brighton Rd (Balaclava),67
704,18977,40-Scott St/Brighton Rd (Balaclava),67
705,18978,41-Coleridge St/Brighton Rd (Balaclava),67
706,18979,42-Hotham St/Brighton Rd (Balaclava),67
707,18980,43-Brighton Rd/Glenhuntly Rd (Elsternwick),67
708,18981,44-Elsternwick Railway Station/Glenhuntly Rd (Elsternwick),67
709,18982,45-Elsternwick Shopping Centre/Glenhuntly Rd (Elsternwick),67
710,18983,46-Orrong Rd/Glenhuntly Rd (Elsternwick),67
711,18984,47-Shoobra Rd/Glenhuntly Rd (Elsternwick),67
712,18985,48-Parkside St/Glenhuntly Rd (Elsternwick),67
713,18986,49-Kooyong Rd/Glenhuntly Rd (Elsternwick),67
714,18987,50-Royal Pde/Glenhuntly Rd (Caulfield),67
715,19000,67-Rogers Ave/Hawthorn Rd (Brighton East),64
716,19001,66-Union St/Hawthorn Rd (Brighton East),64
717,19002,65-Davey Ave/Hawthorn Rd (Brighton East),64
718,19003,64-Taylor St/Hawthorn Rd (Brighton East),64
719,19004,63-North Rd/Hawthorn Rd (Brighton East),64
720,19005,62-Gardenvale Rd/Hawthorn Rd (Caulfield South),64
721,19006,61-Stone St/Hawthorn Rd (Caulfield South),64
722,19007,60-Dover St/Hawthorn Rd (Caulfield South),64
723,19008,59-Princes Park/Hawthorn Rd (Caulfield South),64
724,19009,58-Sycamore St/Hawthorn Rd (Caulfield South),64
725,19010,57-Glenhuntly Rd/Hawthorn Rd (Caulfield),64
726,19011,56-Briggs St/Hawthorn Rd (Caulfield),64
727,19012,55-Sylverly Gr/Hawthorn Rd (Caulfield North),64
728,19013,54-Glen Eira Rd/Hawthorn Rd (Caulfield North),64
729,19014,53-Northcote Ave/Hawthorn Rd (Caulfield North),64
730,19015,52-Halstead St/Hawthorn Rd (Caulfield North),64
731,19016,51-Balaclava Rd/Hawthorn Rd (Caulfield North),"64,16"
732,19017,50-Inkerman Rd/Hawthorn Rd (Caulfield North),"64,16"
733,19018,49-Arthur St/Hawthorn Rd (Caulfield North),"64,16"
734,19019,48-Hawthorn Rd/Dandenong Rd (Caulfield North),64
735,19023,44-Bailey Ave/Dandenong Rd (Armadale),64
736,19024,43-Egerton Rd/Dandenong Rd (Armadale),64
737,19025,42-Kooyong Rd/Dandenong Rd (Armadale),64
738,19026,41-Cantala Ave/Dandenong Rd (Armadale),64
739,19027,40-Wattletree Rd/Dandenong Rd (Armadale),"64,5"
740,19028,38-Orrong Rd/Dandenong Rd (Prahran),"64,5"
741,19029,37-Lansdowne Rd/Dandenong Rd (St Kilda East),"64,5"
742,19030,36-Closeburn Ave/Dandenong Rd (St Kilda East),"64,5"
743,19031,35-Williams Rd/Dandenong Rd (Prahran),"64,5"
744,19032,34-The Avenue/Dandenong Rd (Windsor),"64,5"
745,19033,33-Hornby St/Dandenong Rd (Windsor),"64,5"
746,19034,32-Chapel St/Dandenong Rd (Windsor),"64,5"
747,19035,31-Queens Way/Queens Way (Windsor),"64,5"
748,19036,70-Cotham Rd/Burke Rd (Kew),72
749,19037,69-Peverill St/Burke Rd (Balwyn),72
750,19038,68-Mont Albert Rd/Burke Rd (Camberwell),72
751,19039,67-Camberwell Girls Grammar/Burke Rd (Canterbury),72
752,19040,66-Canterbury Rd/Burke Rd (Camberwell),72
753,19041,65-Victoria Rd/Burke Rd (Camberwell),72
754,19042,64-Camberwell Station/Burke Rd (Camberwell),72
755,19043,63-Prospect Hill Rd/Burke Rd (Camberwell),72
756,19044,61-Camberwell Junction/Burke Rd (Camberwell),72
757,19045,60-Reserve Rd/Burke Rd (Camberwell),72
758,19046,59-Seymour Gr/Burke Rd (Camberwell),72
759,19047,58-Currajong Ave/Burke Rd (Camberwell),72
760,19048,57-Pine Ave/Burke Rd (Camberwell),72
761,19049,56-Anderson Rd/Burke Rd (Camberwell),72
762,19050,55-Middle Rd/Burke Rd (Camberwell),72
763,19051,54-Toorak Rd/Burke Rd (Camberwell),72
764,19052,53-Howitt St/Burke Rd (Glen Iris),72
765,19053,52-Bickleigh St/Burke Rd (Glen Iris),72
766,19054,51-Gardiner Station/Burke Rd (Glen Iris),72
767,19056,50-Glenarm Rd/Malvern Rd (Glen Iris),72
768,19057,49-Belmont Ave/Malvern Rd (Glen Iris),72
769,19058,48-Edgar St/Malvern Rd (Glen Iris),72
770,19059,47-Tooronga Rd/Malvern Rd (Glen Iris),72
771,19060,46-Shaftesbury Ave/Malvern Rd (Malvern),72
772,19061,45-Elizabeth St/Malvern Rd (Malvern),72
773,19062,44-Plant St/Malvern Rd (Malvern),72
774,19063,43-Glenferrie Rd/Malvern Rd (Malvern),72
775,19064,42-Lauriston Girls School/Malvern Rd (Armadale),72
776,19065,41-Murray St/Malvern Rd (Malvern),72
777,19066,40-Kooyong Rd/Malvern Rd (Toorak),72
778,19067,39-Densham Rd/Malvern Rd (Toorak),72
779,19068,38-Clendon Rd/Malvern Rd (Toorak),72
780,19069,37-Orrong Rd/Malvern Rd (Toorak),72
781,19070,51-Hawthorn Rd/Glenhuntly Rd (Caulfield),67
782,19071,52-Jasmine St/Glenhuntly Rd (Caulfield),67
783,19072,53-Glenhuntly Tram Depot/Glenhuntly Rd (Caulfield),67
784,19073,54-Bambra Rd/Glenhuntly Rd (Caulfield),67
785,19074,55-Fallon St/Glenhuntly Rd (Caulfield),67
786,19075,56-Kambrook Rd/Glenhuntly Rd (Caulfield),67
787,19076,57-Clarke Ave/Glenhuntly Rd (Caulfield East),67
788,19077,58-Booran Rd/Glenhuntly Rd (Caulfield East),67
789,19078,60-Glenhuntly Shops/Glenhuntly Rd (Caulfield East),67
790,19079,61-Glenhuntly Railway Station/Glenhuntly Rd (Caulfield South),67
791,19081,62-Grange Rd/Glenhuntly Rd (Caulfield East),67
792,10311,45-Glenferrie Rd/Wattletree Rd (Malvern),5
793,10371,44-Duncraig Ave/Wattletree Rd (Armadale),5
794,1083,42-Clyde St/Raleigh Rd (Maribyrnong),"82,57"
795,11285,43-Egerton Rd/Wattletree Rd (Armadale),5
796,18207,8-Franklin St/Peel St (Melbourne City),58
797,20557,68-Callantina Rd/Glenferrie Rd (Hawthorn),16
798,20558,69-South St/Glenferrie Rd (Hawthorn),16
799,20559,69-South St/Glenferrie Rd (Hawthorn),16
800,20560,70-Riversdale Rd/Glenferrie Rd (Hawthorn),16
801,20561,70-Riversdale Rd/Glenferrie Rd (Hawthorn),16
802,20562,71-Urquhart St/Glenferrie Rd (Hawthorn),16
803,20563,71-Urquhart St/Glenferrie Rd (Hawthorn),16
804,20564,72-Manningtree Rd/Glenferrie Rd (Hawthorn),16
805,20565,72-Manningtree Rd/Glenferrie Rd (Hawthorn),16
806,20566,73-Burwood Rd/Glenferrie Rd (Hawthorn),16
807,20567,73-Burwood Rd/Glenferrie Rd (Hawthorn),16
808,20568,74-Glenferrie Railway Station/Glenferrie Rd (Hawthorn),16
809,20569,74-Glenferrie Station/Glenferrie Rd (Hawthorn),16
810,20570,75-Chrystobel Cres/Glenferrie Rd (Hawthorn),16
811,20571,75-Liddiard St/Glenferrie Rd (Hawthorn),16
812,20572,76-Johnson St/Glenferrie Rd (Hawthorn),16
813,20573,76-Johnson St/Glenferrie Rd (Hawthorn),16
814,20584,77-Barkers Rd/Glenferrie Rd (Hawthorn),16
815,20589,77-Barkers Rd/Glenferrie Rd (Hawthorn),16
816,20590,78-Fitzwilliam St/Glenferrie Rd (Hawthorn),16
817,20591,78-Fitzwilliam St/Glenferrie Rd (Hawthorn),16
818,20592,79-Wellington St/Glenferrie Rd (Hawthorn),16
819,20593,79-Wellington St/Glenferrie Rd (Hawthorn),16
820,20594,80-Cotham Rd/Glenferrie Rd (Kew),16
821,20595,80-Cotham Rd/Glenferrie Rd (Kew),16
822,20597,37-Chapel St/Carlisle St (St Kilda),"3/3a,16"
823,20598,38-Balaclava Station/Carlisle St (Balaclava),"3/3a,16"
824,20599,39-Carlisle Ave/Carlisle St (St Kilda),"3/3a,16"
825,20647,40-Hotham St/Balaclava Rd (St Kilda East),"3/3a,16"
826,20648,41-Empress Rd/Balaclava Rd (Caulfield North),"3/3a,16"
827,20774,52-Hoffmans Rd/Keilor Rd (Essendon),59
828,20775,37-Buckley St/Pascoe Vale Rd (Essendon),59
829,20778,25-St James Park/Burwood Rd (Hawthorn),75
830,20779,25-St James Park/Burwood Rd (Hawthorn),75
831,20780,26-Hawthorn Railway Station/Burwood Rd (Hawthorn),75
832,20781,26-Hawthorn Railway Station/Burwood Rd (Hawthorn),75
833,20782,27-Burwood Rd/Power St (Hawthorn),75
834,20783,27-Power St/Burwood Rd (Hawthorn),75
835,20784,28-Wattle Rd/Power St (Hawthorn),75
836,20785,28-Wattle Rd/Power St (Hawthorn),75
837,20895,44-Burke Rd/Doncaster Rd (Balwyn North),48
838,20979,0-Bourke St/Spring St (Melbourne City),35
839,20980,38-Normanby Ave/High St (Thornbury),86
840,20981,D1-Etihad Stadium/La Trobe St (Docklands),"35,86,30"
841,21042,42-Allan Rd/Balaclava Rd (Caulfield North),"3/3a,16"
842,21057,43-Orrong Rd/Balaclava Rd (Caulfield North),"3/3a,16"
843,21058,44-Otira Rd/Balaclava Rd (Caulfield North),"3/3a,16"
844,21059,45-Kent Gr/Balaclava Rd (Caulfield North),"3/3a,16"
845,21060,46-Kooyong Rd/Balaclava Rd (Caulfield North),"3/3a,16"
846,21061,41-Burke Rd/Camberwell Rd (Camberwell),75
847,21062,42-Camberwell Primary School/Camberwell Rd (Camberwell),75
848,21063,42-Camberwell Primary School/Camberwell Rd (Camberwell),75
849,21064,43-Camberwell Civic Centre/Camberwell Rd (Camberwell),75
850,21065,43-Camberwell Civic Centre/Camberwell Rd (Camberwell),75
851,21066,44-Trafalgar Rd/Camberwell Rd (Camberwell),75
852,21067,44-Trafalgar Rd/Camberwell Rd (Camberwell),75
853,21068,45-Bowen St/Camberwell Rd (Camberwell),75
854,21069,45-Bowen St/Camberwell Rd (Camberwell),75
855,21070,46-Christowel St/Camberwell Rd (Camberwell),75
856,21071,46-Acheron Ave/Camberwell Rd (Camberwell),75
857,21072,47-Maple Cres/Camberwell Rd (Camberwell),75
858,21073,47-Orange Gr/Camberwell Rd (Camberwell),75
859,21074,48-Orrong Cres/Camberwell Rd (Camberwell),75
860,21075,48-Glen Iris Rd/Camberwell Rd (Camberwell),75
861,21076,49-Tyrone St/Camberwell Rd (Camberwell),75
862,21077,49-Wilson Gr/Camberwell Rd (Camberwell),75
863,21078,50-Fordham Gardens/Camberwell Rd (Camberwell),75
864,21079,50-Smith Rd/Camberwell Rd (Camberwell),75
865,21080,51-Toorak Rd/Camberwell Rd (Camberwell),75
866,21081,52-Summerhill Rd/Toorak Rd (Camberwell),75
867,21082,52-Summerhill Rd/Toorak Rd (Camberwell),75
868,21083,53-Highfield Rd/Toorak Rd (Camberwell),75
869,21084,53-Lithgow St/Toorak Rd (Camberwell),75
870,21085,54-Oberwyl Rd/Toorak Rd (Camberwell),75
871,21086,54-Grandview Ave/Toorak Rd (Camberwell),75
872,21087,55-Through Rd/Toorak Rd (Camberwell),75
873,21088,55-Beryl St/Toorak Rd (Camberwell),75
874,21089,56-Barkly St/Toorak Rd (Camberwell),75
875,21090,56-Alfred Rd/Toorak Rd (Camberwell),75
876,21091,57-Fairview Ave/Toorak Rd (Camberwell),75
877,21092,57-Queens Pde/Toorak Rd (Camberwell),75
878,21093,58-Warrigal Rd/Burwood Hwy (Camberwell),75
879,21094,58-Warrigal Rd/Burwood Hwy (Burwood),75
880,21095,59-Somers St/Burwood Hwy (Burwood),75
881,21096,59-Gilmour St/Burwood Hwy (Burwood),75
