,Stations,Degree,Betweenness,Closeness
0,19847,0.0045662100456621,0.0,0.04528535980148883
1,19848,0.0091324200913242,0.0091324200913242,0.04742312689475964
2,19849,0.0091324200913242,0.018181056512085795,0.04975011358473421
3,19850,0.0091324200913242,0.02714590926228478,0.052292263610315186
4,19851,0.0091324200913242,0.03602697834192116,0.055080482897384306
5,19852,0.0091324200913242,0.04482426375099493,0.05815188528943176
6,19853,0.0136986301369863,0.24355913032549956,0.06155143338954469
7,19903,0.0091324200913242,0.24414561601943782,0.06441176470588235
8,19904,0.0091324200913242,0.25068074232332116,0.06750924784217016
9,19905,0.0091324200913242,0.25713208495664197,0.070873786407767
10,19906,0.0136986301369863,0.35046709396338654,0.07454050374404357
11,19907,0.0091324200913242,0.3386535964140589,0.07788051209103841
12,19908,0.0136986301369863,0.3693533297027076,0.08147321428571429
13,19843,0.0228310502283105,0.35085110245346507,0.08270392749244714
14,19842,0.0091324200913242,0.09394942259087048,0.07963636363636363
15,19841,0.0136986301369863,0.387981232457794,0.08024917552216929
16,22180,0.0182648401826484,0.3946420342675206,0.08336505519604111
17,19854,0.0136986301369863,0.08043930571264983,0.08075221238938053
18,19844,0.0045662100456621,0.0,0.02942757323300188
19,19845,0.0091324200913242,0.0091324200913242,0.0303156146179402
20,19846,0.0091324200913242,0.018181056512085795,0.03125
21,19867,0.0091324200913242,0.02714590926228478,0.03223432440388578
22,19868,0.0091324200913242,0.03602697834192116,0.033272561531449404
23,19869,0.0091324200913242,0.04482426375099493,0.03436911487758945
24,19870,0.0091324200913242,0.053537765489506096,0.03552887735236859
25,19871,0.0091324200913242,0.062167483557454654,0.03675730110775428
26,19902,0.0136986301369863,0.10539985756776005,0.038060479666319084
27,19901,0.0091324200913242,0.11218633488333124,0.039388489208633096
28,19900,0.0091324200913242,0.12022956725734155,0.0407973174366617
29,19899,0.0091324200913242,0.12818901596078924,0.042294322132097335
30,19898,0.0091324200913242,0.13606468099367433,0.0438877755511022
31,19897,0.0091324200913242,0.1438565623559968,0.04558701082431307
32,20042,0.0091324200913242,0.1515646600477567,0.047402597402597405
33,19896,0.0091324200913242,0.15918897406895396,0.049346552501126635
34,19895,0.0091324200913242,0.16672950441958861,0.051432597463597934
35,19894,0.0091324200913242,0.17418625109966068,0.05367647058823529
36,19893,0.0091324200913242,0.18155921410917011,0.05609631147540984
37,19892,0.0091324200913242,0.18884839344811696,0.05871313672922252
38,40221,0.0045662100456621,0.0,0.0371501272264631
39,40220,0.0091324200913242,0.0091324200913242,0.03857671305266866
40,44817,0.0091324200913242,0.018181056512085795,0.04010254532136971
41,20030,0.0091324200913242,0.02714590926228478,0.04173813607775872
42,20031,0.0091324200913242,0.03602697834192116,0.04349553128103277
43,20032,0.0091324200913242,0.04482426375099493,0.04538860103626943
44,20033,0.0091324200913242,0.053537765489506096,0.04743339831059129
45,20034,0.0091324200913242,0.062167483557454654,0.049648605758331445
46,20035,0.0091324200913242,0.0707134179548406,0.052056096981221774
47,20036,0.0091324200913242,0.07917556868166395,0.05468164794007491
48,20037,0.0091324200913242,0.08755393573792468,0.057555847568988176
49,20038,0.0091324200913242,0.0958485191236228,0.06071527585250901
50,20039,0.0091324200913242,0.10405931883875832,0.06420404573438875
