,Stations,Degree,Betweenness,Closeness
119,48A,0.015037593984962405,0.0,0.07003686150605581
120,76,0.015037593984962405,0.058783321941216674,0.032462777642177205
121,77,0.015037593984962405,0.04442925495557074,0.03149419843713
122,78,0.015037593984962405,0.02984734563681932,0.03056768558951965
123,79,0.015037593984962405,0.015037593984962405,0.029680874804731087
124,80,0.007518796992481203,0.0,0.028831562974203338
125,124A,0.007518796992481203,0.0,0.07348066298342541
126,140,0.015037593984962405,0.04442925495557074,0.07574031890660592
127,141,0.015037593984962405,0.02984734563681932,0.07059447983014862
128,142,0.015037593984962405,0.015037593984962405,0.0660377358490566
129,143,0.007518796992481203,0.0,0.0619757688723206
130,121,0.015037593984962405,0.00014240145819093187,0.08036253776435046
131,114,0.015037593984962405,0.000379737221842485,0.0729967069154775
132,113,0.015037593984962405,0.0001139211665527455,0.07287671232876712
133,112,0.015037593984962405,0.014543935596567175,0.07832744405182568
