,Stations,Degree,Betweenness,Closeness
0,19847,0.004629629629629629,0.0,0.04564666103127642
1,19848,0.009259259259259259,0.009259259259259259,0.04781934912552579
2,19849,0.009259259259259259,0.018432385874246338,0.05018587360594796
3,19850,0.009259259259259259,0.02751937984496124,0.05277302711947227
4,19851,0.009259259259259259,0.03652024117140396,0.055612770339855816
5,19852,0.009259259259259259,0.0454349698535745,0.058743540930106065
6,19853,0.013888888888888888,0.24651162790697673,0.06221198156682028
7,19903,0.009259259259259259,0.24698535745047373,0.06511908350919506
8,19904,0.009259259259259259,0.2535745047372954,0.06826801517067003
9,19905,0.009259259259259259,0.26007751937984497,0.07168934616661135
10,19906,0.013888888888888888,0.35434969853574505,0.07541899441340782
11,19907,0.009259259259259259,0.3420757967269595,0.07880335643925575
12,19908,0.013888888888888888,0.3735070341659489,0.08244274809160305
13,19843,0.023148148148148147,0.35320844099913945,0.08365608055770721
14,19842,0.009259259259259259,0.09325294286534583,0.08044692737430167
15,19841,0.013888888888888888,0.38251507321274764,0.08098987626546682
16,22180,0.018518518518518517,0.3909488946310655,0.0842433697347894
17,19854,0.013888888888888888,0.08063451047947157,0.08163265306122448
18,19844,0.004629629629629629,0.0,0.029605263157894735
19,19845,0.009259259259259259,0.009259259259259259,0.030504166078237537
20,19846,0.009259259259259259,0.018432385874246338,0.0314502038439138
21,19867,0.009259259259259259,0.02751937984496124,0.03244704821991888
22,19868,0.009259259259259259,0.03652024117140396,0.033498759305210915
23,19869,0.009259259259259259,0.0454349698535745,0.03460983816696042
24,19870,0.009259259259259259,0.05426356589147287,0.03578528827037773
25,19871,0.009259259259259259,0.06300602928509905,0.0370306874678553
26,19902,0.013888888888888888,0.10680447889750215,0.03835227272727273
27,19901,0.009259259259259259,0.1136520241171404,0.039698584818967105
28,19900,0.009259259259259259,0.12179155900086132,0.04112718964204113
29,19899,0.009259259259259259,0.1298449612403101,0.04264560710760119
30,19898,0.009259259259259259,0.13781223083548663,0.04426229508196721
31,19897,0.009259259259259259,0.14569336778639103,0.04598680008516074
32,20042,0.009259259259259259,0.15348837209302324,0.047829937998228524
33,19896,0.009259259259259259,0.16119724375538327,0.049804011989854735
34,19895,0.009259259259259259,0.16881998277347113,0.051923076923076926
35,19894,0.009259259259259259,0.17635658914728683,0.054203262233375155
36,19893,0.009259259259259259,0.18380706287683032,0.05666316894018888
37,19892,0.009259259259259259,0.19117140396210164,0.059324361439165064
38,40221,0.004629629629629629,0.0,0.03990393497136523
39,20030,0.009259259259259259,0.009259259259259259,0.041554444016929586
40,20031,0.009259259259259259,0.018432385874246338,0.04332998996990973
41,20032,0.009259259259259259,0.02751937984496124,0.04524507750314202
42,20033,0.009259259259259259,0.03652024117140396,0.047316538882803946
43,20034,0.009259259259259259,0.0454349698535745,0.04956402019274897
44,20035,0.009259259259259259,0.05426356589147287,0.05201059475078257
45,20036,0.009259259259259259,0.06300602928509905,0.05468354430379747
46,20037,0.009259259259259259,0.07166236003445306,0.05761536409709256
47,20038,0.009259259259259259,0.08023255813953488,0.06084507042253521
48,20039,0.009259259259259259,0.08871662360034453,0.06441992245750075
49,20040,0.009259259259259259,0.09711455641688199,0.06839772007599747
50,20041,0.009259259259259259,0.10542635658914729,0.07284991568296796
51,19973,0.023148148148148147,0.41537467700258396,0.07786589762076424
52,19886,0.004629629629629629,0.0,0.03966942148760331
53,19887,0.009259259259259259,0.009259259259259259,0.04130019120458891
54,45793,0.009259259259259259,0.018432385874246338,0.04305361769982061
55,19888,0.013888888888888888,0.08962101636520241,0.0449438202247191
56,19889,0.009259259259259259,0.09711455641688199,0.0468445022771633
57,19890,0.009259259259259259,0.10542635658914729,0.0488909008601177
58,19891,0.009259259259259259,0.1136520241171404,0.0511000709723208
59,19913,0.009259259259259259,0.12179155900086132,0.05349182763744428
60,19914,0.009259259259259259,0.1298449612403101,0.05608932744741626
61,19915,0.009259259259259259,0.13781223083548663,0.058919803600654665
62,19916,0.009259259259259259,0.14569336778639103,0.06201550387596899
63,19917,0.009259259259259259,0.15348837209302324,0.06541490006056935
64,19918,0.009259259259259259,0.16119724375538327,0.069164265129683
65,19919,0.009259259259259259,0.16881998277347113,0.07331975560081466
66,19920,0.009259259259259259,0.17635658914728683,0.0779501984843017
67,19943,0.023148148148148147,0.4313163939132931,0.08314087759815242
68,19944,0.009259259259259259,0.010199540625897216,0.07689569241723034
69,19945,0.009259259259259259,0.0024045363192650012,0.07152317880794702
70,19946,0.009259259259259259,0.0013781223083548665,0.07040417209908735
71,19947,0.009259259259259259,0.008146712604076945,0.07560378018900946
72,19959,0.018518518518518517,0.22395205282802177,0.08163265306122448
73,19855,0.009259259259259259,0.08023255813953488,0.036006001000166696
74,19856,0.009259259259259259,0.08871662360034453,0.03722854188210962
75,19857,0.009259259259259259,0.09711455641688199,0.038523274478330656
76,19858,0.009259259259259259,0.10542635658914729,0.03989656446250462
77,19859,0.009259259259259259,0.1136520241171404,0.04135554279149914
78,19860,0.009259259259259259,0.12179155900086132,0.04290822407628129
79,19861,0.009259259259259259,0.1298449612403101,0.04456364761708273
80,19862,0.009259259259259259,0.13781223083548663,0.04633204633204633
81,19863,0.009259259259259259,0.14569336778639103,0.04822505023442733
82,19864,0.009259259259259259,0.15348837209302324,0.050255932992089344
83,19865,0.009259259259259259,0.16119724375538327,0.05243991260014567
84,19866,0.009259259259259259,0.16881998277347113,0.0547945205479452
85,19872,0.009259259259259259,0.17635658914728683,0.05734005840191134
86,19937,0.009259259259259259,0.18380706287683032,0.06010016694490818
87,19938,0.009259259259259259,0.19117140396210164,0.06310254163014899
88,19939,0.009259259259259259,0.19844961240310077,0.06637984019668101
89,19940,0.009259259259259259,0.20564168819982773,0.06997084548104957
90,19941,0.009259259259259259,0.2127476313522825,0.07392197125256673
91,19942,0.009259259259259259,0.2197674418604651,0.07828923523015585
92,19873,0.004629629629629629,0.0,0.04066265060240964
93,19874,0.009259259259259259,0.009259259259259259,0.04237786933490288
94,19875,0.009259259259259259,0.018432385874246338,0.044226044226044224
95,19840,0.009259259259259259,0.02751937984496124,0.04622298309437192
96,19839,0.009259259259259259,0.03652024117140396,0.04838709677419355
97,19838,0.009259259259259259,0.0454349698535745,0.0507399577167019
98,19837,0.009259259259259259,0.05426356589147287,0.05330700888450148
99,19835,0.009259259259259259,0.06300602928509905,0.05611847233047545
100,19912,0.009259259259259259,0.07166236003445306,0.05921052631578947
101,19911,0.009259259259259259,0.08023255813953488,0.06262684836184401
102,19910,0.009259259259259259,0.08871662360034453,0.06642066420664207
103,19909,0.009259259259259259,0.09711455641688199,0.07065750736015702
104,19990,0.004629629629629629,0.0,0.031746031746031744
105,19989,0.009259259259259259,0.009259259259259259,0.03278190924267719
106,19988,0.009259259259259259,0.018432385874246338,0.033877038895859475
107,19987,0.009259259259259259,0.02751937984496124,0.035036496350364967
108,19986,0.009259259259259259,0.03652024117140396,0.03626595030221625
109,19985,0.009259259259259259,0.0454349698535745,0.037571751608975475
110,19984,0.009259259259259259,0.05426356589147287,0.03896103896103896
111,19983,0.009259259259259259,0.06300602928509905,0.04044186481932222
112,19936,0.009259259259259259,0.07166236003445306,0.04202334630350195
113,19935,0.009259259259259259,0.08023255813953488,0.04371584699453552
114,19934,0.009259259259259259,0.08871662360034453,0.045531197301854974
115,19933,0.009259259259259259,0.09711455641688199,0.04748296328863486
116,19932,0.009259259259259259,0.10542635658914729,0.049586776859504134
117,19931,0.009259259259259259,0.1136520241171404,0.051860744297719086
118,19930,0.009259259259259259,0.12179155900086132,0.05432595573440644
119,19929,0.009259259259259259,0.1298449612403101,0.057007125890736345
120,19928,0.009259259259259259,0.13781223083548663,0.05993340732519423
121,19974,0.013888888888888888,0.2860034453057709,0.06313943291435253
122,19975,0.009259259259259259,0.27906976744186046,0.06593406593406594
123,19976,0.009259259259259259,0.2852282515073213,0.06894350462815194
124,19977,0.009259259259259259,0.2913006029285099,0.07219251336898395
125,19978,0.009259259259259259,0.29728682170542636,0.07570977917981073
126,19979,0.013888888888888888,0.3031869078380706,0.07952871870397643
127,19876,0.004629629629629629,0.0,0.03333333333333333
128,19877,0.009259259259259259,0.009259259259259259,0.034477254588986435
129,19878,0.009259259259259259,0.018432385874246338,0.0356906807666887
130,19879,0.009259259259259259,0.02751937984496124,0.03697996918335902
131,52161,0.004629629629629629,0.0,0.03092340730136006
132,52160,0.009259259259259259,0.009259259259259259,0.03190546528803545
133,52159,0.009259259259259259,0.018432385874246338,0.03294189415891414
134,45795,0.009259259259259259,0.02751937984496124,0.03403718878033407
135,20005,0.009259259259259259,0.03652024117140396,0.035196350008147304
136,20006,0.009259259259259259,0.0454349698535745,0.03642495784148398
137,20007,0.009259259259259259,0.05426356589147287,0.0377292576419214
138,20008,0.009259259259259259,0.06300602928509905,0.039116262223831945
139,20009,0.009259259259259259,0.07166236003445306,0.040593873332080435
140,20010,0.009259259259259259,0.08023255813953488,0.04217102694260055
141,20011,0.009259259259259259,0.08871662360034453,0.04385786802030457
